state,residence,variable,estimate,lci,uci,type,est_ci,n,stratification,strata,n5_state
31,Rural,dm_screened,73.7,73.7,73.7,Proportion,"73.7 (73.7, 73.7)",19,caste,OBC,Lakshadweep
31,Rural,dm_disease,15.8,15.8,15.8,Proportion,"15.8 (15.8, 15.8)",19,caste,OBC,Lakshadweep
31,Rural,dm_diagnosed,15.8,15.8,15.8,Proportion,"15.8 (15.8, 15.8)",19,caste,OBC,Lakshadweep
31,Rural,dm_treated,5.3,5.3,5.3,Proportion,"5.3 (5.3, 5.3)",19,caste,OBC,Lakshadweep
31,Rural,dm_controlled,0,0,0,Proportion,"0 (0, 0)",19,caste,OBC,Lakshadweep
31,Rural,dm_screened,94.1,88,100.3,Proportion,"94.1 (88, 100.3)",44,caste,Schedule Caste,Lakshadweep
31,Rural,dm_disease,12.5,6.7,18.2,Proportion,"12.5 (6.7, 18.2)",44,caste,Schedule Caste,Lakshadweep
31,Rural,dm_diagnosed,12.5,6.7,18.2,Proportion,"12.5 (6.7, 18.2)",44,caste,Schedule Caste,Lakshadweep
31,Rural,dm_treated,12.5,6.7,18.2,Proportion,"12.5 (6.7, 18.2)",44,caste,Schedule Caste,Lakshadweep
31,Rural,dm_controlled,6.6,5.2,8,Proportion,"6.6 (5.2, 8)",44,caste,Schedule Caste,Lakshadweep
31,Rural,dm_screened,78.2,71.6,84.8,Proportion,"78.2 (71.6, 84.8)",548,caste,Schedule Tribe,Lakshadweep
31,Rural,dm_disease,9.3,6.9,11.6,Proportion,"9.3 (6.9, 11.6)",548,caste,Schedule Tribe,Lakshadweep
31,Rural,dm_diagnosed,7.7,6.3,9.1,Proportion,"7.7 (6.3, 9.1)",548,caste,Schedule Tribe,Lakshadweep
31,Rural,dm_treated,6,4.6,7.5,Proportion,"6 (4.6, 7.5)",548,caste,Schedule Tribe,Lakshadweep
31,Rural,dm_controlled,3.4,2.3,4.6,Proportion,"3.4 (2.3, 4.6)",548,caste,Schedule Tribe,Lakshadweep
31,Urban,dm_screened,91.5,87.9,95.1,Proportion,"91.5 (87.9, 95.1)",326,caste,General,Lakshadweep
31,Urban,dm_disease,7.4,4.6,10.1,Proportion,"7.4 (4.6, 10.1)",326,caste,General,Lakshadweep
31,Urban,dm_diagnosed,6.4,4.1,8.8,Proportion,"6.4 (4.1, 8.8)",326,caste,General,Lakshadweep
31,Urban,dm_treated,6.4,4.1,8.8,Proportion,"6.4 (4.1, 8.8)",326,caste,General,Lakshadweep
31,Urban,dm_controlled,4.6,2.1,7.2,Proportion,"4.6 (2.1, 7.2)",326,caste,General,Lakshadweep
31,Urban,dm_screened,87,76.2,97.8,Proportion,"87 (76.2, 97.8)",156,caste,OBC,Lakshadweep
31,Urban,dm_disease,9.6,5.2,13.9,Proportion,"9.6 (5.2, 13.9)",156,caste,OBC,Lakshadweep
31,Urban,dm_diagnosed,8.9,4.8,13,Proportion,"8.9 (4.8, 13)",156,caste,OBC,Lakshadweep
31,Urban,dm_treated,7.6,3.2,12,Proportion,"7.6 (3.2, 12)",156,caste,OBC,Lakshadweep
31,Urban,dm_controlled,5.7,1.5,9.9,Proportion,"5.7 (1.5, 9.9)",156,caste,OBC,Lakshadweep
31,Urban,dm_screened,88.9,72.5,105.3,Proportion,"88.9 (72.5, 105.3)",27,caste,Schedule Caste,Lakshadweep
31,Urban,dm_disease,11.2,4.2,18.1,Proportion,"11.2 (4.2, 18.1)",27,caste,Schedule Caste,Lakshadweep
31,Urban,dm_diagnosed,7.5,2.2,12.7,Proportion,"7.5 (2.2, 12.7)",27,caste,Schedule Caste,Lakshadweep
31,Urban,dm_treated,7.5,2.2,12.7,Proportion,"7.5 (2.2, 12.7)",27,caste,Schedule Caste,Lakshadweep
31,Urban,dm_controlled,7.5,2.2,12.7,Proportion,"7.5 (2.2, 12.7)",27,caste,Schedule Caste,Lakshadweep
31,Urban,dm_screened,84.9,82,87.8,Proportion,"84.9 (82, 87.8)",1739,caste,Schedule Tribe,Lakshadweep
31,Urban,dm_disease,11.7,9.7,13.8,Proportion,"11.7 (9.7, 13.8)",1739,caste,Schedule Tribe,Lakshadweep
31,Urban,dm_diagnosed,10.4,8.4,12.4,Proportion,"10.4 (8.4, 12.4)",1739,caste,Schedule Tribe,Lakshadweep
31,Urban,dm_treated,8.3,6.8,9.9,Proportion,"8.3 (6.8, 9.9)",1739,caste,Schedule Tribe,Lakshadweep
31,Urban,dm_controlled,5.2,3.9,6.6,Proportion,"5.2 (3.9, 6.6)",1739,caste,Schedule Tribe,Lakshadweep
32,Rural,dm_screened,81.9,80.2,83.6,Proportion,"81.9 (80.2, 83.6)",7134,caste,General,Kerala
32,Rural,dm_disease,19.7,18.5,21,Proportion,"19.7 (18.5, 21)",7134,caste,General,Kerala
32,Rural,dm_diagnosed,17.1,15.9,18.4,Proportion,"17.1 (15.9, 18.4)",7134,caste,General,Kerala
32,Rural,dm_treated,14.1,13,15.2,Proportion,"14.1 (13, 15.2)",7134,caste,General,Kerala
32,Rural,dm_controlled,8.8,8,9.6,Proportion,"8.8 (8, 9.6)",7134,caste,General,Kerala
32,Rural,dm_screened,80.9,79,82.7,Proportion,"80.9 (79, 82.7)",7655,caste,OBC,Kerala
32,Rural,dm_disease,17.2,16,18.4,Proportion,"17.2 (16, 18.4)",7655,caste,OBC,Kerala
32,Rural,dm_diagnosed,14.8,13.6,15.9,Proportion,"14.8 (13.6, 15.9)",7655,caste,OBC,Kerala
32,Rural,dm_treated,12.3,11.3,13.4,Proportion,"12.3 (11.3, 13.4)",7655,caste,OBC,Kerala
32,Rural,dm_controlled,7.5,6.7,8.3,Proportion,"7.5 (6.7, 8.3)",7655,caste,OBC,Kerala
32,Rural,dm_screened,75.9,73.1,78.8,Proportion,"75.9 (73.1, 78.8)",2302,caste,Schedule Caste,Kerala
32,Rural,dm_disease,15.6,13.6,17.5,Proportion,"15.6 (13.6, 17.5)",2302,caste,Schedule Caste,Kerala
32,Rural,dm_diagnosed,13.3,11.4,15.1,Proportion,"13.3 (11.4, 15.1)",2302,caste,Schedule Caste,Kerala
32,Rural,dm_treated,10.4,8.7,12.1,Proportion,"10.4 (8.7, 12.1)",2302,caste,Schedule Caste,Kerala
32,Rural,dm_controlled,6.3,5,7.6,Proportion,"6.3 (5, 7.6)",2302,caste,Schedule Caste,Kerala
32,Rural,dm_screened,72,65,78.9,Proportion,"72 (65, 78.9)",855,caste,Schedule Tribe,Kerala
32,Rural,dm_disease,10.2,7.5,12.9,Proportion,"10.2 (7.5, 12.9)",855,caste,Schedule Tribe,Kerala
32,Rural,dm_diagnosed,9.2,6.7,11.6,Proportion,"9.2 (6.7, 11.6)",855,caste,Schedule Tribe,Kerala
32,Rural,dm_treated,7.2,5.1,9.2,Proportion,"7.2 (5.1, 9.2)",855,caste,Schedule Tribe,Kerala
32,Rural,dm_controlled,4.7,3,6.4,Proportion,"4.7 (3, 6.4)",855,caste,Schedule Tribe,Kerala
32,Urban,dm_screened,82.8,80.8,84.8,Proportion,"82.8 (80.8, 84.8)",4057,caste,General,Kerala
32,Urban,dm_disease,20.2,18.6,21.9,Proportion,"20.2 (18.6, 21.9)",4057,caste,General,Kerala
32,Urban,dm_diagnosed,18.5,16.8,20.1,Proportion,"18.5 (16.8, 20.1)",4057,caste,General,Kerala
32,Urban,dm_treated,16,14.5,17.5,Proportion,"16 (14.5, 17.5)",4057,caste,General,Kerala
32,Urban,dm_controlled,10.4,9.1,11.7,Proportion,"10.4 (9.1, 11.7)",4057,caste,General,Kerala
32,Urban,dm_screened,83.8,82.2,85.5,Proportion,"83.8 (82.2, 85.5)",7002,caste,OBC,Kerala
32,Urban,dm_disease,16.3,15.2,17.4,Proportion,"16.3 (15.2, 17.4)",7002,caste,OBC,Kerala
32,Urban,dm_diagnosed,14.3,13.3,15.3,Proportion,"14.3 (13.3, 15.3)",7002,caste,OBC,Kerala
32,Urban,dm_treated,12,11.1,13,Proportion,"12 (11.1, 13)",7002,caste,OBC,Kerala
32,Urban,dm_controlled,7.5,6.7,8.3,Proportion,"7.5 (6.7, 8.3)",7002,caste,OBC,Kerala
32,Urban,dm_screened,77.3,73.5,81,Proportion,"77.3 (73.5, 81)",1213,caste,Schedule Caste,Kerala
32,Urban,dm_disease,14.8,12.6,17,Proportion,"14.8 (12.6, 17)",1213,caste,Schedule Caste,Kerala
32,Urban,dm_diagnosed,11.8,9.8,13.9,Proportion,"11.8 (9.8, 13.9)",1213,caste,Schedule Caste,Kerala
32,Urban,dm_treated,9.7,7.8,11.7,Proportion,"9.7 (7.8, 11.7)",1213,caste,Schedule Caste,Kerala
32,Urban,dm_controlled,5.2,3.8,6.6,Proportion,"5.2 (3.8, 6.6)",1213,caste,Schedule Caste,Kerala
32,Urban,dm_screened,86.9,78.5,95.3,Proportion,"86.9 (78.5, 95.3)",56,caste,Schedule Tribe,Kerala
32,Urban,dm_disease,20.4,8.5,32.3,Proportion,"20.4 (8.5, 32.3)",56,caste,Schedule Tribe,Kerala
32,Urban,dm_diagnosed,15.4,4.8,26,Proportion,"15.4 (4.8, 26)",56,caste,Schedule Tribe,Kerala
32,Urban,dm_treated,14.9,4.4,25.3,Proportion,"14.9 (4.4, 25.3)",56,caste,Schedule Tribe,Kerala
32,Urban,dm_controlled,10.3,-0.1,20.7,Proportion,"10.3 (-0.1, 20.7)",56,caste,Schedule Tribe,Kerala
33,Rural,dm_screened,71.9,65.6,78.1,Proportion,"71.9 (65.6, 78.1)",541,caste,General,Tamil Nadu
33,Rural,dm_disease,14.3,10.5,18.1,Proportion,"14.3 (10.5, 18.1)",541,caste,General,Tamil Nadu
33,Rural,dm_diagnosed,12.2,9,15.4,Proportion,"12.2 (9, 15.4)",541,caste,General,Tamil Nadu
33,Rural,dm_treated,10.1,7.3,12.9,Proportion,"10.1 (7.3, 12.9)",541,caste,General,Tamil Nadu
33,Rural,dm_controlled,5.3,3.3,7.3,Proportion,"5.3 (3.3, 7.3)",541,caste,General,Tamil Nadu
33,Rural,dm_screened,71.2,69.4,73.1,Proportion,"71.2 (69.4, 73.1)",24573,caste,OBC,Tamil Nadu
33,Rural,dm_disease,13.9,12.6,15.2,Proportion,"13.9 (12.6, 15.2)",24573,caste,OBC,Tamil Nadu
33,Rural,dm_diagnosed,11.1,9.8,12.3,Proportion,"11.1 (9.8, 12.3)",24573,caste,OBC,Tamil Nadu
33,Rural,dm_treated,7,6.6,7.5,Proportion,"7 (6.6, 7.5)",24573,caste,OBC,Tamil Nadu
33,Rural,dm_controlled,3.7,3.4,4,Proportion,"3.7 (3.4, 4)",24573,caste,OBC,Tamil Nadu
33,Rural,dm_screened,67.3,64.5,70.2,Proportion,"67.3 (64.5, 70.2)",12033,caste,Schedule Caste,Tamil Nadu
33,Rural,dm_disease,11,9.7,12.2,Proportion,"11 (9.7, 12.2)",12033,caste,Schedule Caste,Tamil Nadu
33,Rural,dm_diagnosed,8.7,7.6,9.8,Proportion,"8.7 (7.6, 9.8)",12033,caste,Schedule Caste,Tamil Nadu
33,Rural,dm_treated,5.2,4.7,5.8,Proportion,"5.2 (4.7, 5.8)",12033,caste,Schedule Caste,Tamil Nadu
33,Rural,dm_controlled,3.1,2.7,3.5,Proportion,"3.1 (2.7, 3.5)",12033,caste,Schedule Caste,Tamil Nadu
33,Rural,dm_screened,73.3,64,82.5,Proportion,"73.3 (64, 82.5)",791,caste,Schedule Tribe,Tamil Nadu
33,Rural,dm_disease,5.1,3.1,7.1,Proportion,"5.1 (3.1, 7.1)",791,caste,Schedule Tribe,Tamil Nadu
33,Rural,dm_diagnosed,3.4,2,4.7,Proportion,"3.4 (2, 4.7)",791,caste,Schedule Tribe,Tamil Nadu
33,Rural,dm_treated,3.2,1.9,4.5,Proportion,"3.2 (1.9, 4.5)",791,caste,Schedule Tribe,Tamil Nadu
33,Rural,dm_controlled,2.2,1.2,3.2,Proportion,"2.2 (1.2, 3.2)",791,caste,Schedule Tribe,Tamil Nadu
33,Urban,dm_screened,71.9,66,77.8,Proportion,"71.9 (66, 77.8)",852,caste,General,Tamil Nadu
33,Urban,dm_disease,18.2,14.9,21.5,Proportion,"18.2 (14.9, 21.5)",852,caste,General,Tamil Nadu
33,Urban,dm_diagnosed,14.1,11.2,17,Proportion,"14.1 (11.2, 17)",852,caste,General,Tamil Nadu
33,Urban,dm_treated,11.5,9.1,13.9,Proportion,"11.5 (9.1, 13.9)",852,caste,General,Tamil Nadu
33,Urban,dm_controlled,5.6,4,7.1,Proportion,"5.6 (4, 7.1)",852,caste,General,Tamil Nadu
33,Urban,dm_screened,75.3,73.5,77,Proportion,"75.3 (73.5, 77)",20679,caste,OBC,Tamil Nadu
33,Urban,dm_disease,16.8,15.6,18,Proportion,"16.8 (15.6, 18)",20679,caste,OBC,Tamil Nadu
33,Urban,dm_diagnosed,14,12.8,15.2,Proportion,"14 (12.8, 15.2)",20679,caste,OBC,Tamil Nadu
33,Urban,dm_treated,10.6,10,11.2,Proportion,"10.6 (10, 11.2)",20679,caste,OBC,Tamil Nadu
33,Urban,dm_controlled,5.5,5.1,5.9,Proportion,"5.5 (5.1, 5.9)",20679,caste,OBC,Tamil Nadu
33,Urban,dm_screened,69.7,65.6,73.8,Proportion,"69.7 (65.6, 73.8)",5277,caste,Schedule Caste,Tamil Nadu
33,Urban,dm_disease,14.5,12.5,16.6,Proportion,"14.5 (12.5, 16.6)",5277,caste,Schedule Caste,Tamil Nadu
33,Urban,dm_diagnosed,11.7,9.7,13.7,Proportion,"11.7 (9.7, 13.7)",5277,caste,Schedule Caste,Tamil Nadu
33,Urban,dm_treated,7.9,6.9,8.9,Proportion,"7.9 (6.9, 8.9)",5277,caste,Schedule Caste,Tamil Nadu
33,Urban,dm_controlled,4.6,3.9,5.3,Proportion,"4.6 (3.9, 5.3)",5277,caste,Schedule Caste,Tamil Nadu
33,Urban,dm_screened,66.6,57,76.2,Proportion,"66.6 (57, 76.2)",289,caste,Schedule Tribe,Tamil Nadu
33,Urban,dm_disease,19.4,12.6,26.3,Proportion,"19.4 (12.6, 26.3)",289,caste,Schedule Tribe,Tamil Nadu
33,Urban,dm_diagnosed,18.3,11.4,25.1,Proportion,"18.3 (11.4, 25.1)",289,caste,Schedule Tribe,Tamil Nadu
33,Urban,dm_treated,11,6.4,15.6,Proportion,"11 (6.4, 15.6)",289,caste,Schedule Tribe,Tamil Nadu
33,Urban,dm_controlled,5,2.2,7.8,Proportion,"5 (2.2, 7.8)",289,caste,Schedule Tribe,Tamil Nadu
34,Rural,dm_screened,75.7,70.4,81,Proportion,"75.7 (70.4, 81)",54,caste,General,Puducherry
34,Rural,dm_disease,5.1,1.7,8.5,Proportion,"5.1 (1.7, 8.5)",54,caste,General,Puducherry
34,Rural,dm_diagnosed,5.1,1.7,8.5,Proportion,"5.1 (1.7, 8.5)",54,caste,General,Puducherry
34,Rural,dm_treated,2.1,-1.5,5.7,Proportion,"2.1 (-1.5, 5.7)",54,caste,General,Puducherry
34,Rural,dm_controlled,0.6,-0.7,1.9,Proportion,"0.6 (-0.7, 1.9)",54,caste,General,Puducherry
34,Rural,dm_screened,60.1,53.1,67.1,Proportion,"60.1 (53.1, 67.1)",1123,caste,OBC,Puducherry
34,Rural,dm_disease,10.8,8.3,13.3,Proportion,"10.8 (8.3, 13.3)",1123,caste,OBC,Puducherry
34,Rural,dm_diagnosed,8.7,6.6,10.8,Proportion,"8.7 (6.6, 10.8)",1123,caste,OBC,Puducherry
34,Rural,dm_treated,8.1,6.1,10,Proportion,"8.1 (6.1, 10)",1123,caste,OBC,Puducherry
34,Rural,dm_controlled,4.2,2.8,5.7,Proportion,"4.2 (2.8, 5.7)",1123,caste,OBC,Puducherry
34,Rural,dm_screened,56.1,43.4,68.8,Proportion,"56.1 (43.4, 68.8)",636,caste,Schedule Caste,Puducherry
34,Rural,dm_disease,6.8,3.8,9.7,Proportion,"6.8 (3.8, 9.7)",636,caste,Schedule Caste,Puducherry
34,Rural,dm_diagnosed,4.7,1.7,7.7,Proportion,"4.7 (1.7, 7.7)",636,caste,Schedule Caste,Puducherry
34,Rural,dm_treated,3.1,1,5.2,Proportion,"3.1 (1, 5.2)",636,caste,Schedule Caste,Puducherry
34,Rural,dm_controlled,1.7,0.2,3.2,Proportion,"1.7 (0.2, 3.2)",636,caste,Schedule Caste,Puducherry
34,Rural,dm_screened,40,40,40,Proportion,"40 (40, 40)",5,caste,Schedule Tribe,Puducherry
34,Rural,dm_disease,0,0,0,Proportion,"0 (0, 0)",5,caste,Schedule Tribe,Puducherry
34,Rural,dm_diagnosed,0,0,0,Proportion,"0 (0, 0)",5,caste,Schedule Tribe,Puducherry
34,Rural,dm_treated,0,0,0,Proportion,"0 (0, 0)",5,caste,Schedule Tribe,Puducherry
34,Rural,dm_controlled,0,0,0,Proportion,"0 (0, 0)",5,caste,Schedule Tribe,Puducherry
34,Urban,dm_screened,80.8,74,87.7,Proportion,"80.8 (74, 87.7)",934,caste,General,Puducherry
34,Urban,dm_disease,22.6,14.9,30.2,Proportion,"22.6 (14.9, 30.2)",934,caste,General,Puducherry
34,Urban,dm_diagnosed,21.3,13.5,29.1,Proportion,"21.3 (13.5, 29.1)",934,caste,General,Puducherry
34,Urban,dm_treated,14.8,10,19.6,Proportion,"14.8 (10, 19.6)",934,caste,General,Puducherry
34,Urban,dm_controlled,9.4,6,12.9,Proportion,"9.4 (6, 12.9)",934,caste,General,Puducherry
34,Urban,dm_screened,76.1,71.6,80.6,Proportion,"76.1 (71.6, 80.6)",5474,caste,OBC,Puducherry
34,Urban,dm_disease,15,12.8,17.2,Proportion,"15 (12.8, 17.2)",5474,caste,OBC,Puducherry
34,Urban,dm_diagnosed,13.2,11.1,15.2,Proportion,"13.2 (11.1, 15.2)",5474,caste,OBC,Puducherry
34,Urban,dm_treated,11.3,9.6,13.1,Proportion,"11.3 (9.6, 13.1)",5474,caste,OBC,Puducherry
34,Urban,dm_controlled,7.4,6.1,8.8,Proportion,"7.4 (6.1, 8.8)",5474,caste,OBC,Puducherry
34,Urban,dm_screened,67.4,58.6,76.1,Proportion,"67.4 (58.6, 76.1)",896,caste,Schedule Caste,Puducherry
34,Urban,dm_disease,12.9,9.5,16.2,Proportion,"12.9 (9.5, 16.2)",896,caste,Schedule Caste,Puducherry
34,Urban,dm_diagnosed,9.8,6.7,13,Proportion,"9.8 (6.7, 13)",896,caste,Schedule Caste,Puducherry
34,Urban,dm_treated,8.8,5.5,12,Proportion,"8.8 (5.5, 12)",896,caste,Schedule Caste,Puducherry
34,Urban,dm_controlled,6,3.2,8.7,Proportion,"6 (3.2, 8.7)",896,caste,Schedule Caste,Puducherry
34,Urban,dm_screened,86.8,72.1,101.6,Proportion,"86.8 (72.1, 101.6)",23,caste,Schedule Tribe,Puducherry
34,Urban,dm_disease,28.4,10.3,46.6,Proportion,"28.4 (10.3, 46.6)",23,caste,Schedule Tribe,Puducherry
34,Urban,dm_diagnosed,28.4,10.3,46.6,Proportion,"28.4 (10.3, 46.6)",23,caste,Schedule Tribe,Puducherry
34,Urban,dm_treated,28.4,10.3,46.6,Proportion,"28.4 (10.3, 46.6)",23,caste,Schedule Tribe,Puducherry
34,Urban,dm_controlled,19.9,-7.5,47.3,Proportion,"19.9 (-7.5, 47.3)",23,caste,Schedule Tribe,Puducherry
35,Rural,dm_screened,78.7,75.4,81.9,Proportion,"78.7 (75.4, 81.9)",2680,caste,General,Andaman & Nicobar Islands
35,Rural,dm_disease,7.9,6.2,9.6,Proportion,"7.9 (6.2, 9.6)",2680,caste,General,Andaman & Nicobar Islands
35,Rural,dm_diagnosed,6.9,5.4,8.5,Proportion,"6.9 (5.4, 8.5)",2680,caste,General,Andaman & Nicobar Islands
35,Rural,dm_treated,6,4.5,7.5,Proportion,"6 (4.5, 7.5)",2680,caste,General,Andaman & Nicobar Islands
35,Rural,dm_controlled,4,2.9,5.2,Proportion,"4 (2.9, 5.2)",2680,caste,General,Andaman & Nicobar Islands
35,Rural,dm_screened,84.7,80.7,88.6,Proportion,"84.7 (80.7, 88.6)",859,caste,OBC,Andaman & Nicobar Islands
35,Rural,dm_disease,9.8,7.5,12.1,Proportion,"9.8 (7.5, 12.1)",859,caste,OBC,Andaman & Nicobar Islands
35,Rural,dm_diagnosed,8.6,6.5,10.8,Proportion,"8.6 (6.5, 10.8)",859,caste,OBC,Andaman & Nicobar Islands
35,Rural,dm_treated,8.1,5.9,10.3,Proportion,"8.1 (5.9, 10.3)",859,caste,OBC,Andaman & Nicobar Islands
35,Rural,dm_controlled,4.4,2.7,6.1,Proportion,"4.4 (2.7, 6.1)",859,caste,OBC,Andaman & Nicobar Islands
35,Rural,dm_screened,88.5,76.6,100.5,Proportion,"88.5 (76.6, 100.5)",26,caste,Schedule Caste,Andaman & Nicobar Islands
35,Rural,dm_disease,11.9,-1.2,25,Proportion,"11.9 (-1.2, 25)",26,caste,Schedule Caste,Andaman & Nicobar Islands
35,Rural,dm_diagnosed,6,-6.4,18.3,Proportion,"6 (-6.4, 18.3)",26,caste,Schedule Caste,Andaman & Nicobar Islands
35,Rural,dm_treated,0,0,0,Proportion,"0 (0, 0)",26,caste,Schedule Caste,Andaman & Nicobar Islands
35,Rural,dm_controlled,0,0,0,Proportion,"0 (0, 0)",26,caste,Schedule Caste,Andaman & Nicobar Islands
35,Rural,dm_screened,59.3,50.3,68.3,Proportion,"59.3 (50.3, 68.3)",1677,caste,Schedule Tribe,Andaman & Nicobar Islands
35,Rural,dm_disease,3.5,2.4,4.5,Proportion,"3.5 (2.4, 4.5)",1677,caste,Schedule Tribe,Andaman & Nicobar Islands
35,Rural,dm_diagnosed,2.2,1.3,3.1,Proportion,"2.2 (1.3, 3.1)",1677,caste,Schedule Tribe,Andaman & Nicobar Islands
35,Rural,dm_treated,1.4,0.6,2.1,Proportion,"1.4 (0.6, 2.1)",1677,caste,Schedule Tribe,Andaman & Nicobar Islands
35,Rural,dm_controlled,1,0.5,1.5,Proportion,"1 (0.5, 1.5)",1677,caste,Schedule Tribe,Andaman & Nicobar Islands
35,Urban,dm_screened,71.8,66.7,76.9,Proportion,"71.8 (66.7, 76.9)",1101,caste,General,Andaman & Nicobar Islands
35,Urban,dm_disease,7.9,6.5,9.4,Proportion,"7.9 (6.5, 9.4)",1101,caste,General,Andaman & Nicobar Islands
35,Urban,dm_diagnosed,6.7,5.2,8.2,Proportion,"6.7 (5.2, 8.2)",1101,caste,General,Andaman & Nicobar Islands
35,Urban,dm_treated,6.1,4.6,7.6,Proportion,"6.1 (4.6, 7.6)",1101,caste,General,Andaman & Nicobar Islands
35,Urban,dm_controlled,3.2,2,4.4,Proportion,"3.2 (2, 4.4)",1101,caste,General,Andaman & Nicobar Islands
35,Urban,dm_screened,88.4,83.5,93.3,Proportion,"88.4 (83.5, 93.3)",195,caste,OBC,Andaman & Nicobar Islands
35,Urban,dm_disease,17.6,10.3,24.9,Proportion,"17.6 (10.3, 24.9)",195,caste,OBC,Andaman & Nicobar Islands
35,Urban,dm_diagnosed,16.1,9.3,22.9,Proportion,"16.1 (9.3, 22.9)",195,caste,OBC,Andaman & Nicobar Islands
35,Urban,dm_treated,15.4,8.7,22.2,Proportion,"15.4 (8.7, 22.2)",195,caste,OBC,Andaman & Nicobar Islands
35,Urban,dm_controlled,10,4.6,15.3,Proportion,"10 (4.6, 15.3)",195,caste,OBC,Andaman & Nicobar Islands
35,Urban,dm_screened,68,43.1,92.9,Proportion,"68 (43.1, 92.9)",27,caste,Schedule Caste,Andaman & Nicobar Islands
35,Urban,dm_disease,7.6,-2.5,17.7,Proportion,"7.6 (-2.5, 17.7)",27,caste,Schedule Caste,Andaman & Nicobar Islands
35,Urban,dm_diagnosed,7.6,-2.5,17.7,Proportion,"7.6 (-2.5, 17.7)",27,caste,Schedule Caste,Andaman & Nicobar Islands
35,Urban,dm_treated,7.6,-2.5,17.7,Proportion,"7.6 (-2.5, 17.7)",27,caste,Schedule Caste,Andaman & Nicobar Islands
35,Urban,dm_controlled,0,0,0,Proportion,"0 (0, 0)",27,caste,Schedule Caste,Andaman & Nicobar Islands
35,Urban,dm_screened,76.6,61.6,91.6,Proportion,"76.6 (61.6, 91.6)",13,caste,Schedule Tribe,Andaman & Nicobar Islands
35,Urban,dm_disease,11.4,-5.7,28.5,Proportion,"11.4 (-5.7, 28.5)",13,caste,Schedule Tribe,Andaman & Nicobar Islands
35,Urban,dm_diagnosed,11.4,-5.7,28.5,Proportion,"11.4 (-5.7, 28.5)",13,caste,Schedule Tribe,Andaman & Nicobar Islands
35,Urban,dm_treated,11.4,-5.7,28.5,Proportion,"11.4 (-5.7, 28.5)",13,caste,Schedule Tribe,Andaman & Nicobar Islands
35,Urban,dm_controlled,11.4,-5.7,28.5,Proportion,"11.4 (-5.7, 28.5)",13,caste,Schedule Tribe,Andaman & Nicobar Islands
36,Rural,dm_screened,53.5,49.9,57,Proportion,"53.5 (49.9, 57)",4180,caste,General,Telangana
36,Rural,dm_disease,9.3,8.3,10.3,Proportion,"9.3 (8.3, 10.3)",4180,caste,General,Telangana
36,Rural,dm_diagnosed,7.2,6.3,8.1,Proportion,"7.2 (6.3, 8.1)",4180,caste,General,Telangana
36,Rural,dm_treated,6.3,5.4,7.2,Proportion,"6.3 (5.4, 7.2)",4180,caste,General,Telangana
36,Rural,dm_controlled,4.4,3.7,5.2,Proportion,"4.4 (3.7, 5.2)",4180,caste,General,Telangana
36,Rural,dm_screened,48,45.9,50.2,Proportion,"48 (45.9, 50.2)",27067,caste,OBC,Telangana
36,Rural,dm_disease,7,6.6,7.4,Proportion,"7 (6.6, 7.4)",27067,caste,OBC,Telangana
36,Rural,dm_diagnosed,5,4.6,5.3,Proportion,"5 (4.6, 5.3)",27067,caste,OBC,Telangana
36,Rural,dm_treated,4.2,3.8,4.5,Proportion,"4.2 (3.8, 4.5)",27067,caste,OBC,Telangana
36,Rural,dm_controlled,2.7,2.4,2.9,Proportion,"2.7 (2.4, 2.9)",27067,caste,OBC,Telangana
36,Rural,dm_screened,48.7,45.8,51.5,Proportion,"48.7 (45.8, 51.5)",11094,caste,Schedule Caste,Telangana
36,Rural,dm_disease,6.1,5.6,6.7,Proportion,"6.1 (5.6, 6.7)",11094,caste,Schedule Caste,Telangana
36,Rural,dm_diagnosed,4,3.6,4.5,Proportion,"4 (3.6, 4.5)",11094,caste,Schedule Caste,Telangana
36,Rural,dm_treated,3.3,2.9,3.7,Proportion,"3.3 (2.9, 3.7)",11094,caste,Schedule Caste,Telangana
36,Rural,dm_controlled,1.9,1.6,2.3,Proportion,"1.9 (1.6, 2.3)",11094,caste,Schedule Caste,Telangana
36,Rural,dm_screened,45.4,39.9,50.9,Proportion,"45.4 (39.9, 50.9)",5044,caste,Schedule Tribe,Telangana
36,Rural,dm_disease,4.3,3.6,5,Proportion,"4.3 (3.6, 5)",5044,caste,Schedule Tribe,Telangana
36,Rural,dm_diagnosed,2.2,1.7,2.7,Proportion,"2.2 (1.7, 2.7)",5044,caste,Schedule Tribe,Telangana
36,Rural,dm_treated,1.5,1.1,2,Proportion,"1.5 (1.1, 2)",5044,caste,Schedule Tribe,Telangana
36,Rural,dm_controlled,1.1,0.7,1.4,Proportion,"1.1 (0.7, 1.4)",5044,caste,Schedule Tribe,Telangana
36,Urban,dm_screened,66.2,60.4,72.1,Proportion,"66.2 (60.4, 72.1)",2177,caste,General,Telangana
36,Urban,dm_disease,15.5,13,18.1,Proportion,"15.5 (13, 18.1)",2177,caste,General,Telangana
36,Urban,dm_diagnosed,12.5,10.1,15,Proportion,"12.5 (10.1, 15)",2177,caste,General,Telangana
36,Urban,dm_treated,11,8.7,13.3,Proportion,"11 (8.7, 13.3)",2177,caste,General,Telangana
