state,variable,estimate,lci,uci,type,est_ci,n,stratification,strata,n5_state,zone
8,dm_controlled,NA,NA,NA,Proportion,"NaN (NaN, NaN)",284,education,Higher,Rajasthan,North
8,highbp,29.5,23.9,35.7,Proportion,"29.5 (23.9, 35.7)",283,education,Higher,Rajasthan,North
8,invhighbp,70.5,64.3,76.1,Proportion,"70.5 (64.3, 76.1)",283,education,Higher,Rajasthan,North
8,dm_treated,56.1,50.5,61.5,Proportion,"56.1 (50.5, 61.5)",775,education,No education,Rajasthan,North
8,dm_controlled,63.6,58.7,68.2,Proportion,"63.6 (58.7, 68.2)",775,education,No education,Rajasthan,North
8,highbp,40.4,36.3,44.6,Proportion,"40.4 (36.3, 44.6)",775,education,No education,Rajasthan,North
8,invhighbp,59.6,55.4,63.7,Proportion,"59.6 (55.4, 63.7)",775,education,No education,Rajasthan,North
8,dm_treated,50.1,42.5,57.6,Proportion,"50.1 (42.5, 57.6)",297,education,Primary,Rajasthan,North
8,dm_controlled,NA,NA,NA,Proportion,"NaN (NaN, NaN)",297,education,Primary,Rajasthan,North
8,highbp,40.7,34.5,47.2,Proportion,"40.7 (34.5, 47.2)",297,education,Primary,Rajasthan,North
8,invhighbp,59.3,52.8,65.5,Proportion,"59.3 (52.8, 65.5)",297,education,Primary,Rajasthan,North
8,dm_treated,46.4,40.1,52.9,Proportion,"46.4 (40.1, 52.9)",723,education,Secondary,Rajasthan,North
8,dm_controlled,NA,NA,NA,Proportion,"NaN (NaN, NaN)",723,education,Secondary,Rajasthan,North
8,highbp,34.2,29.8,38.9,Proportion,"34.2 (29.8, 38.9)",721,education,Secondary,Rajasthan,North
8,invhighbp,65.8,61.1,70.2,Proportion,"65.8 (61.1, 70.2)",721,education,Secondary,Rajasthan,North
9,dm_treated,42.4,37.5,47.4,Proportion,"42.4 (37.5, 47.4)",910,education,Higher,Uttar Pradesh,Central
9,dm_controlled,71.2,66.9,75.2,Proportion,"71.2 (66.9, 75.2)",910,education,Higher,Uttar Pradesh,Central
9,highbp,32.6,28.9,36.4,Proportion,"32.6 (28.9, 36.4)",909,education,Higher,Uttar Pradesh,Central
9,invhighbp,67.4,63.6,71.1,Proportion,"67.4 (63.6, 71.1)",909,education,Higher,Uttar Pradesh,Central
9,dm_treated,41.2,37.9,44.5,Proportion,"41.2 (37.9, 44.5)",2350,education,No education,Uttar Pradesh,Central
9,dm_controlled,71.9,69.2,74.4,Proportion,"71.9 (69.2, 74.4)",2350,education,No education,Uttar Pradesh,Central
9,highbp,36.2,33.9,38.7,Proportion,"36.2 (33.9, 38.7)",2340,education,No education,Uttar Pradesh,Central
9,invhighbp,63.8,61.3,66.1,Proportion,"63.8 (61.3, 66.1)",2340,education,No education,Uttar Pradesh,Central
9,dm_treated,43.2,38.8,47.6,Proportion,"43.2 (38.8, 47.6)",781,education,Primary,Uttar Pradesh,Central
9,dm_controlled,69.7,65.7,73.4,Proportion,"69.7 (65.7, 73.4)",781,education,Primary,Uttar Pradesh,Central
9,highbp,39.7,35.9,43.7,Proportion,"39.7 (35.9, 43.7)",779,education,Primary,Uttar Pradesh,Central
9,invhighbp,60.3,56.3,64.1,Proportion,"60.3 (56.3, 64.1)",779,education,Primary,Uttar Pradesh,Central
9,dm_treated,46.1,42.5,49.7,Proportion,"46.1 (42.5, 49.7)",2094,education,Secondary,Uttar Pradesh,Central
9,dm_controlled,68.1,65,70.9,Proportion,"68.1 (65, 70.9)",2094,education,Secondary,Uttar Pradesh,Central
9,highbp,35,32.6,37.6,Proportion,"35 (32.6, 37.6)",2088,education,Secondary,Uttar Pradesh,Central
9,invhighbp,65,62.4,67.4,Proportion,"65 (62.4, 67.4)",2088,education,Secondary,Uttar Pradesh,Central
10,dm_treated,50.5,42.7,58.4,Proportion,"50.5 (42.7, 58.4)",372,education,Higher,Bihar,East
10,dm_controlled,68.5,61.4,74.8,Proportion,"68.5 (61.4, 74.8)",372,education,Higher,Bihar,East
10,highbp,0,0,0,Proportion,"0 (0, 0)",368,education,Higher,Bihar,East
10,invhighbp,NA,NA,NA,Proportion,"NaN (NaN, NaN)",368,education,Higher,Bihar,East
10,dm_treated,49.4,45.3,53.5,Proportion,"49.4 (45.3, 53.5)",1248,education,No education,Bihar,East
10,dm_controlled,66.4,62.4,70.1,Proportion,"66.4 (62.4, 70.1)",1248,education,No education,Bihar,East
10,highbp,33.7,30.7,36.9,Proportion,"33.7 (30.7, 36.9)",1244,education,No education,Bihar,East
10,invhighbp,66.3,63.1,69.3,Proportion,"66.3 (63.1, 69.3)",1244,education,No education,Bihar,East
10,dm_treated,50.1,43.8,56.3,Proportion,"50.1 (43.8, 56.3)",344,education,Primary,Bihar,East
10,dm_controlled,65.4,59.3,71,Proportion,"65.4 (59.3, 71)",344,education,Primary,Bihar,East
10,highbp,35.7,30.2,41.6,Proportion,"35.7 (30.2, 41.6)",341,education,Primary,Bihar,East
10,invhighbp,64.3,58.4,69.8,Proportion,"64.3 (58.4, 69.8)",341,education,Primary,Bihar,East
10,dm_treated,50.7,46.3,55,Proportion,"50.7 (46.3, 55)",1075,education,Secondary,Bihar,East
10,dm_controlled,65.9,61.8,69.7,Proportion,"65.9 (61.8, 69.7)",1075,education,Secondary,Bihar,East
10,highbp,32.2,28.8,35.8,Proportion,"32.2 (28.8, 35.8)",1075,education,Secondary,Bihar,East
10,invhighbp,67.8,64.2,71.2,Proportion,"67.8 (64.2, 71.2)",1075,education,Secondary,Bihar,East
11,dm_treated,NA,0,NA,Proportion,"NaN (0, NaN)",30,education,Higher,Sikkim,North East
11,dm_controlled,34,15.1,59.9,Proportion,"34 (15.1, 59.9)",30,education,Higher,Sikkim,North East
11,highbp,NA,0,NA,Proportion,"NaN (0, NaN)",30,education,Higher,Sikkim,North East
11,invhighbp,0,0,NA,Proportion,"0 (0, NaN)",30,education,Higher,Sikkim,North East
11,dm_treated,NA,NA,NA,Proportion,"NaN (NaN, NaN)",69,education,No education,Sikkim,North East
11,dm_controlled,55.7,40.8,69.7,Proportion,"55.7 (40.8, 69.7)",69,education,No education,Sikkim,North East
11,highbp,54.8,39.4,69.4,Proportion,"54.8 (39.4, 69.4)",69,education,No education,Sikkim,North East
11,invhighbp,45.2,30.6,60.6,Proportion,"45.2 (30.6, 60.6)",69,education,No education,Sikkim,North East
11,dm_treated,65.2,50.6,77.3,Proportion,"65.2 (50.6, 77.3)",76,education,Primary,Sikkim,North East
11,dm_controlled,52.2,38.7,65.3,Proportion,"52.2 (38.7, 65.3)",76,education,Primary,Sikkim,North East
11,highbp,55.7,42.4,68.3,Proportion,"55.7 (42.4, 68.3)",75,education,Primary,Sikkim,North East
11,invhighbp,44.3,31.7,57.6,Proportion,"44.3 (31.7, 57.6)",75,education,Primary,Sikkim,North East
11,dm_treated,NA,NA,NA,Proportion,"NaN (NaN, NaN)",112,education,Secondary,Sikkim,North East
11,dm_controlled,53,39.2,66.5,Proportion,"53 (39.2, 66.5)",112,education,Secondary,Sikkim,North East
11,highbp,52.9,40.6,65,Proportion,"52.9 (40.6, 65)",111,education,Secondary,Sikkim,North East
11,invhighbp,47.1,35,59.4,Proportion,"47.1 (35, 59.4)",111,education,Secondary,Sikkim,North East
12,dm_treated,0,0,0,Proportion,"0 (0, 0)",254,education,Higher,Arunachal Pradesh,North East
12,dm_controlled,NA,NA,NA,Proportion,"NaN (NaN, NaN)",254,education,Higher,Arunachal Pradesh,North East
12,highbp,32.1,24.8,40.4,Proportion,"32.1 (24.8, 40.4)",254,education,Higher,Arunachal Pradesh,North East
12,invhighbp,67.9,59.6,75.2,Proportion,"67.9 (59.6, 75.2)",254,education,Higher,Arunachal Pradesh,North East
12,dm_treated,30.5,22.8,39.4,Proportion,"30.5 (22.8, 39.4)",391,education,No education,Arunachal Pradesh,North East
12,dm_controlled,NA,NA,NA,Proportion,"NaN (NaN, NaN)",391,education,No education,Arunachal Pradesh,North East
12,highbp,51.7,45,58.3,Proportion,"51.7 (45, 58.3)",390,education,No education,Arunachal Pradesh,North East
12,invhighbp,48.3,41.7,55,Proportion,"48.3 (41.7, 55)",390,education,No education,Arunachal Pradesh,North East
12,dm_treated,0,0,NA,Proportion,"0 (0, NaN)",136,education,Primary,Arunachal Pradesh,North East
12,dm_controlled,NA,NA,NA,Proportion,"NaN (NaN, NaN)",136,education,Primary,Arunachal Pradesh,North East
12,highbp,53.5,44.1,62.7,Proportion,"53.5 (44.1, 62.7)",136,education,Primary,Arunachal Pradesh,North East
12,invhighbp,46.5,37.3,55.9,Proportion,"46.5 (37.3, 55.9)",136,education,Primary,Arunachal Pradesh,North East
12,dm_treated,30.8,24.8,37.6,Proportion,"30.8 (24.8, 37.6)",548,education,Secondary,Arunachal Pradesh,North East
12,dm_controlled,NA,NA,NA,Proportion,"NaN (NaN, NaN)",548,education,Secondary,Arunachal Pradesh,North East
12,highbp,41.2,36,46.6,Proportion,"41.2 (36, 46.6)",546,education,Secondary,Arunachal Pradesh,North East
12,invhighbp,58.8,53.4,64,Proportion,"58.8 (53.4, 64)",546,education,Secondary,Arunachal Pradesh,North East
13,dm_treated,50.3,31,69.6,Proportion,"50.3 (31, 69.6)",65,education,Higher,Nagaland,North East
13,dm_controlled,NA,NA,NA,Proportion,"NaN (NaN, NaN)",65,education,Higher,Nagaland,North East
13,highbp,32.1,20,47.2,Proportion,"32.1 (20, 47.2)",64,education,Higher,Nagaland,North East
13,invhighbp,67.9,52.8,80,Proportion,"67.9 (52.8, 80)",64,education,Higher,Nagaland,North East
13,dm_treated,58.9,39.8,75.6,Proportion,"58.9 (39.8, 75.6)",54,education,No education,Nagaland,North East
13,dm_controlled,43.2,26.4,61.8,Proportion,"43.2 (26.4, 61.8)",54,education,No education,Nagaland,North East
13,highbp,58.5,42.1,73.3,Proportion,"58.5 (42.1, 73.3)",54,education,No education,Nagaland,North East
13,invhighbp,41.5,26.7,57.9,Proportion,"41.5 (26.7, 57.9)",54,education,No education,Nagaland,North East
13,dm_treated,57.1,37.4,74.7,Proportion,"57.1 (37.4, 74.7)",76,education,Primary,Nagaland,North East
13,dm_controlled,53.6,36,70.4,Proportion,"53.6 (36, 70.4)",76,education,Primary,Nagaland,North East
13,highbp,50,36.1,63.8,Proportion,"50 (36.1, 63.8)",76,education,Primary,Nagaland,North East
13,invhighbp,50,36.2,63.9,Proportion,"50 (36.2, 63.9)",76,education,Primary,Nagaland,North East
13,dm_treated,45.8,34.6,57.6,Proportion,"45.8 (34.6, 57.6)",224,education,Secondary,Nagaland,North East
13,dm_controlled,56.1,45.4,66.3,Proportion,"56.1 (45.4, 66.3)",224,education,Secondary,Nagaland,North East
13,highbp,56.4,47.2,65.2,Proportion,"56.4 (47.2, 65.2)",224,education,Secondary,Nagaland,North East
13,invhighbp,43.6,34.8,52.8,Proportion,"43.6 (34.8, 52.8)",224,education,Secondary,Nagaland,North East
14,dm_treated,NA,NA,NA,Proportion,"NaN (NaN, NaN)",167,education,Higher,Manipur,North East
14,dm_controlled,52.1,44.4,59.8,Proportion,"52.1 (44.4, 59.8)",167,education,Higher,Manipur,North East
14,highbp,46,37.8,54.3,Proportion,"46 (37.8, 54.3)",167,education,Higher,Manipur,North East
14,invhighbp,54,45.7,62.2,Proportion,"54 (45.7, 62.2)",167,education,Higher,Manipur,North East
14,dm_treated,70.2,59.9,78.8,Proportion,"70.2 (59.9, 78.8)",180,education,No education,Manipur,North East
14,dm_controlled,58.4,49.2,67,Proportion,"58.4 (49.2, 67)",180,education,No education,Manipur,North East
14,highbp,36.6,27.6,46.6,Proportion,"36.6 (27.6, 46.6)",180,education,No education,Manipur,North East
14,invhighbp,63.4,53.4,72.4,Proportion,"63.4 (53.4, 72.4)",180,education,No education,Manipur,North East
14,dm_treated,69.8,60.1,77.9,Proportion,"69.8 (60.1, 77.9)",131,education,Primary,Manipur,North East
14,dm_controlled,60.5,50.4,69.8,Proportion,"60.5 (50.4, 69.8)",131,education,Primary,Manipur,North East
14,highbp,43.6,34.2,53.6,Proportion,"43.6 (34.2, 53.6)",131,education,Primary,Manipur,North East
14,invhighbp,56.4,46.4,65.8,Proportion,"56.4 (46.4, 65.8)",131,education,Primary,Manipur,North East
14,dm_treated,68.2,62.2,73.6,Proportion,"68.2 (62.2, 73.6)",340,education,Secondary,Manipur,North East
14,dm_controlled,59.1,51.9,65.9,Proportion,"59.1 (51.9, 65.9)",340,education,Secondary,Manipur,North East
14,highbp,43.5,38,49.2,Proportion,"43.5 (38, 49.2)",340,education,Secondary,Manipur,North East
14,invhighbp,56.5,50.8,62,Proportion,"56.5 (50.8, 62)",340,education,Secondary,Manipur,North East
15,dm_treated,NA,NA,NA,Proportion,"NaN (NaN, NaN)",75,education,Higher,Mizoram,North East
15,dm_controlled,NA,0,NA,Proportion,"NaN (0, NaN)",75,education,Higher,Mizoram,North East
15,highbp,0,0,NA,Proportion,"0 (0, NaN)",75,education,Higher,Mizoram,North East
15,invhighbp,NA,0,NA,Proportion,"NaN (0, NaN)",75,education,Higher,Mizoram,North East
15,dm_treated,62.9,41.7,80.1,Proportion,"62.9 (41.7, 80.1)",40,education,No education,Mizoram,North East
15,dm_controlled,NA,0,NA,Proportion,"NaN (0, NaN)",40,education,No education,Mizoram,North East
15,highbp,0,0,0,Proportion,"0 (0, 0)",40,education,No education,Mizoram,North East
15,invhighbp,NA,NA,NA,Proportion,"NaN (NaN, NaN)",40,education,No education,Mizoram,North East
15,dm_treated,NA,NA,NA,Proportion,"NaN (NaN, NaN)",185,education,Primary,Mizoram,North East
15,dm_controlled,NA,NA,NA,Proportion,"NaN (NaN, NaN)",185,education,Primary,Mizoram,North East
15,highbp,31.7,23.5,41.3,Proportion,"31.7 (23.5, 41.3)",184,education,Primary,Mizoram,North East
15,invhighbp,68.3,58.7,76.5,Proportion,"68.3 (58.7, 76.5)",184,education,Primary,Mizoram,North East
15,dm_treated,70.3,63.7,76.1,Proportion,"70.3 (63.7, 76.1)",349,education,Secondary,Mizoram,North East
15,dm_controlled,63.7,56.6,70.3,Proportion,"63.7 (56.6, 70.3)",349,education,Secondary,Mizoram,North East
15,highbp,33.5,27.7,39.8,Proportion,"33.5 (27.7, 39.8)",346,education,Secondary,Mizoram,North East
15,invhighbp,66.5,60.2,72.3,Proportion,"66.5 (60.2, 72.3)",346,education,Secondary,Mizoram,North East
16,dm_treated,NA,NA,NA,Proportion,"NaN (NaN, NaN)",82,education,Higher,Tripura,North East
16,dm_controlled,54.3,43.2,65.1,Proportion,"54.3 (43.2, 65.1)",82,education,Higher,Tripura,North East
16,highbp,0,0,0,Proportion,"0 (0, 0)",82,education,Higher,Tripura,North East
16,invhighbp,NA,NA,NA,Proportion,"NaN (NaN, NaN)",82,education,Higher,Tripura,North East
16,dm_treated,NA,NA,NA,Proportion,"NaN (NaN, NaN)",86,education,No education,Tripura,North East
16,dm_controlled,63.7,51.8,74.1,Proportion,"63.7 (51.8, 74.1)",86,education,No education,Tripura,North East
16,highbp,0,0,0,Proportion,"0 (0, 0)",86,education,No education,Tripura,North East
16,invhighbp,NA,NA,NA,Proportion,"NaN (NaN, NaN)",86,education,No education,Tripura,North East
16,dm_treated,59.9,50.6,68.6,Proportion,"59.9 (50.6, 68.6)",151,education,Primary,Tripura,North East
16,dm_controlled,66.2,56.7,74.6,Proportion,"66.2 (56.7, 74.6)",151,education,Primary,Tripura,North East
16,highbp,0,0,0,Proportion,"0 (0, 0)",151,education,Primary,Tripura,North East
16,invhighbp,NA,NA,NA,Proportion,"NaN (NaN, NaN)",151,education,Primary,Tripura,North East
16,dm_treated,72.8,65.5,79,Proportion,"72.8 (65.5, 79)",304,education,Secondary,Tripura,North East
16,dm_controlled,51.7,45.2,58,Proportion,"51.7 (45.2, 58)",304,education,Secondary,Tripura,North East
16,highbp,31.1,26,36.8,Proportion,"31.1 (26, 36.8)",304,education,Secondary,Tripura,North East
16,invhighbp,68.9,63.2,74,Proportion,"68.9 (63.2, 74)",304,education,Secondary,Tripura,North East
17,dm_treated,58.3,39.4,75,Proportion,"58.3 (39.4, 75)",35,education,Higher,Meghalaya,North East
17,dm_controlled,NA,NA,NA,Proportion,"NaN (NaN, NaN)",35,education,Higher,Meghalaya,North East
17,highbp,0,0,0,Proportion,"0 (0, 0)",35,education,Higher,Meghalaya,North East
17,invhighbp,NA,NA,NA,Proportion,"NaN (NaN, NaN)",35,education,Higher,Meghalaya,North East
17,dm_treated,63.9,47.1,77.8,Proportion,"63.9 (47.1, 77.8)",65,education,No education,Meghalaya,North East
17,dm_controlled,NA,0,NA,Proportion,"NaN (0, NaN)",65,education,No education,Meghalaya,North East
17,highbp,50.2,33.8,66.5,Proportion,"50.2 (33.8, 66.5)",64,education,No education,Meghalaya,North East
17,invhighbp,49.8,33.5,66.2,Proportion,"49.8 (33.5, 66.2)",64,education,No education,Meghalaya,North East
17,dm_treated,NA,0,NA,Proportion,"NaN (0, NaN)",67,education,Primary,Meghalaya,North East
17,dm_controlled,66.3,50.3,79.3,Proportion,"66.3 (50.3, 79.3)",67,education,Primary,Meghalaya,North East
17,highbp,40.3,25.9,56.6,Proportion,"40.3 (25.9, 56.6)",67,education,Primary,Meghalaya,North East
17,invhighbp,59.7,43.4,74.1,Proportion,"59.7 (43.4, 74.1)",67,education,Primary,Meghalaya,North East
17,dm_treated,49.2,34.9,63.6,Proportion,"49.2 (34.9, 63.6)",148,education,Secondary,Meghalaya,North East
17,dm_controlled,NA,NA,NA,Proportion,"NaN (NaN, NaN)",148,education,Secondary,Meghalaya,North East
17,highbp,0,0,NA,Proportion,"0 (0, NaN)",148,education,Secondary,Meghalaya,North East
17,invhighbp,NA,0,NA,Proportion,"NaN (0, NaN)",148,education,Secondary,Meghalaya,North East
18,dm_treated,60.9,53.3,68.1,Proportion,"60.9 (53.3, 68.1)",266,education,Higher,Assam,North East
18,dm_controlled,61.7,55.2,67.9,Proportion,"61.7 (55.2, 67.9)",266,education,Higher,Assam,North East
18,highbp,33.3,26.8,40.4,Proportion,"33.3 (26.8, 40.4)",265,education,Higher,Assam,North East
18,invhighbp,66.7,59.6,73.2,Proportion,"66.7 (59.6, 73.2)",265,education,Higher,Assam,North East
18,dm_treated,62.4,56.8,67.7,Proportion,"62.4 (56.8, 67.7)",518,education,No education,Assam,North East
18,dm_controlled,67.5,62.5,72.1,Proportion,"67.5 (62.5, 72.1)",518,education,No education,Assam,North East
18,highbp,41.7,36.7,46.8,Proportion,"41.7 (36.7, 46.8)",518,education,No education,Assam,North East
18,invhighbp,58.3,53.2,63.3,Proportion,"58.3 (53.2, 63.3)",518,education,No education,Assam,North East
18,dm_treated,62.1,56,67.9,Proportion,"62.1 (56, 67.9)",393,education,Primary,Assam,North East
18,dm_controlled,58.8,52.7,64.6,Proportion,"58.8 (52.7, 64.6)",393,education,Primary,Assam,North East
18,highbp,43,37.5,48.8,Proportion,"43 (37.5, 48.8)",392,education,Primary,Assam,North East
18,invhighbp,57,51.2,62.5,Proportion,"57 (51.2, 62.5)",392,education,Primary,Assam,North East
18,dm_treated,62.5,57.9,66.8,Proportion,"62.5 (57.9, 66.8)",1137,education,Secondary,Assam,North East
18,dm_controlled,59.9,56,63.7,Proportion,"59.9 (56, 63.7)",1137,education,Secondary,Assam,North East
18,highbp,35,31.9,38.2,Proportion,"35 (31.9, 38.2)",1136,education,Secondary,Assam,North East
18,invhighbp,65,61.8,68.1,Proportion,"65 (61.8, 68.1)",1136,education,Secondary,Assam,North East
19,dm_treated,NA,NA,NA,Proportion,"NaN (NaN, NaN)",182,education,Higher,West Bengal,East
19,dm_controlled,54.6,46,63,Proportion,"54.6 (46, 63)",182,education,Higher,West Bengal,East
19,highbp,32,24.7,40.3,Proportion,"32 (24.7, 40.3)",182,education,Higher,West Bengal,East
19,invhighbp,68,59.7,75.3,Proportion,"68 (59.7, 75.3)",182,education,Higher,West Bengal,East
19,dm_treated,NA,NA,NA,Proportion,"NaN (NaN, NaN)",373,education,No education,West Bengal,East
19,dm_controlled,52.7,46.9,58.4,Proportion,"52.7 (46.9, 58.4)",373,education,No education,West Bengal,East
19,highbp,43.9,38.4,49.6,Proportion,"43.9 (38.4, 49.6)",373,education,No education,West Bengal,East
19,invhighbp,56.1,50.4,61.6,Proportion,"56.1 (50.4, 61.6)",373,education,No education,West Bengal,East
19,dm_treated,NA,NA,NA,Proportion,"NaN (NaN, NaN)",294,education,Primary,West Bengal,East
19,dm_controlled,52.5,45.8,59.1,Proportion,"52.5 (45.8, 59.1)",294,education,Primary,West Bengal,East
19,highbp,39.6,33.7,45.7,Proportion,"39.6 (33.7, 45.7)",294,education,Primary,West Bengal,East
19,invhighbp,60.4,54.3,66.3,Proportion,"60.4 (54.3, 66.3)",294,education,Primary,West Bengal,East
19,dm_treated,NA,NA,NA,Proportion,"NaN (NaN, NaN)",663,education,Secondary,West Bengal,East
19,dm_controlled,53,48.3,57.6,Proportion,"53 (48.3, 57.6)",663,education,Secondary,West Bengal,East
19,highbp,34.4,30.4,38.7,Proportion,"34.4 (30.4, 38.7)",663,education,Secondary,West Bengal,East
19,invhighbp,65.6,61.3,69.6,Proportion,"65.6 (61.3, 69.6)",663,education,Secondary,West Bengal,East
20,dm_treated,54.2,42.9,65.1,Proportion,"54.2 (42.9, 65.1)",301,education,Higher,Jharkhand,East
20,dm_controlled,NA,NA,NA,Proportion,"NaN (NaN, NaN)",301,education,Higher,Jharkhand,East
20,highbp,0,0,0,Proportion,"0 (0, 0)",301,education,Higher,Jharkhand,East
20,invhighbp,NA,NA,NA,Proportion,"NaN (NaN, NaN)",301,education,Higher,Jharkhand,East
20,dm_treated,43.2,37.3,49.2,Proportion,"43.2 (37.3, 49.2)",672,education,No education,Jharkhand,East
20,dm_controlled,NA,NA,NA,Proportion,"NaN (NaN, NaN)",672,education,No education,Jharkhand,East
20,highbp,34.8,30.3,39.7,Proportion,"34.8 (30.3, 39.7)",672,education,No education,Jharkhand,East
20,invhighbp,65.2,60.3,69.7,Proportion,"65.2 (60.3, 69.7)",672,education,No education,Jharkhand,East
20,dm_treated,38.2,30,47.2,Proportion,"38.2 (30, 47.2)",272,education,Primary,Jharkhand,East
20,dm_controlled,NA,NA,NA,Proportion,"NaN (NaN, NaN)",272,education,Primary,Jharkhand,East
20,highbp,0,0,0,Proportion,"0 (0, 0)",272,education,Primary,Jharkhand,East
20,invhighbp,NA,NA,NA,Proportion,"NaN (NaN, NaN)",272,education,Primary,Jharkhand,East
20,dm_treated,39.5,33.2,46.3,Proportion,"39.5 (33.2, 46.3)",864,education,Secondary,Jharkhand,East
20,dm_controlled,NA,NA,NA,Proportion,"NaN (NaN, NaN)",864,education,Secondary,Jharkhand,East
20,highbp,0,0,0,Proportion,"0 (0, 0)",864,education,Secondary,Jharkhand,East
20,invhighbp,NA,NA,NA,Proportion,"NaN (NaN, NaN)",864,education,Secondary,Jharkhand,East
21,dm_treated,NA,NA,NA,Proportion,"NaN (NaN, NaN)",291,education,Higher,Odisha,East
21,dm_controlled,57.5,50.1,64.5,Proportion,"57.5 (50.1, 64.5)",291,education,Higher,Odisha,East
21,highbp,33.6,28.3,39.4,Proportion,"33.6 (28.3, 39.4)",290,education,Higher,Odisha,East
21,invhighbp,66.4,60.6,71.7,Proportion,"66.4 (60.6, 71.7)",290,education,Higher,Odisha,East
21,dm_treated,66.6,60.2,72.4,Proportion,"66.6 (60.2, 72.4)",449,education,No education,Odisha,East
21,dm_controlled,59.5,53.9,64.9,Proportion,"59.5 (53.9, 64.9)",449,education,No education,Odisha,East
21,highbp,35.9,31.1,40.9,Proportion,"35.9 (31.1, 40.9)",448,education,No education,Odisha,East
21,invhighbp,64.1,59.1,68.9,Proportion,"64.1 (59.1, 68.9)",448,education,No education,Odisha,East
21,dm_treated,70.9,65.1,76.1,Proportion,"70.9 (65.1, 76.1)",507,education,Primary,Odisha,East
21,dm_controlled,58.2,52.8,63.5,Proportion,"58.2 (52.8, 63.5)",507,education,Primary,Odisha,East
21,highbp,38.2,33.3,43.4,Proportion,"38.2 (33.3, 43.4)",505,education,Primary,Odisha,East
21,invhighbp,61.8,56.6,66.7,Proportion,"61.8 (56.6, 66.7)",505,education,Primary,Odisha,East
21,dm_treated,71.4,66.5,75.9,Proportion,"71.4 (66.5, 75.9)",1089,education,Secondary,Odisha,East
21,dm_controlled,54.8,50.5,59,Proportion,"54.8 (50.5, 59)",1089,education,Secondary,Odisha,East
21,highbp,34.2,31,37.5,Proportion,"34.2 (31, 37.5)",1088,education,Secondary,Odisha,East
21,invhighbp,65.8,62.5,69,Proportion,"65.8 (62.5, 69)",1088,education,Secondary,Odisha,East
22,dm_treated,62.3,49.6,73.5,Proportion,"62.3 (49.6, 73.5)",209,education,Higher,Chhattisgarh,Central
22,dm_controlled,70.1,61.5,77.5,Proportion,"70.1 (61.5, 77.5)",209,education,Higher,Chhattisgarh,Central
22,highbp,40.6,33,48.6,Proportion,"40.6 (33, 48.6)",209,education,Higher,Chhattisgarh,Central
22,invhighbp,59.4,51.4,67,Proportion,"59.4 (51.4, 67)",209,education,Higher,Chhattisgarh,Central
22,dm_treated,54.1,46.7,61.3,Proportion,"54.1 (46.7, 61.3)",475,education,No education,Chhattisgarh,Central
22,dm_controlled,NA,NA,NA,Proportion,"NaN (NaN, NaN)",475,education,No education,Chhattisgarh,Central
22,highbp,50.2,45.1,55.3,Proportion,"50.2 (45.1, 55.3)",474,education,No education,Chhattisgarh,Central
22,invhighbp,49.8,44.7,54.9,Proportion,"49.8 (44.7, 54.9)",474,education,No education,Chhattisgarh,Central
22,dm_treated,61,53.7,67.9,Proportion,"61 (53.7, 67.9)",292,education,Primary,Chhattisgarh,Central
22,dm_controlled,NA,NA,NA,Proportion,"NaN (NaN, NaN)",292,education,Primary,Chhattisgarh,Central
22,highbp,43.5,36.9,50.4,Proportion,"43.5 (36.9, 50.4)",292,education,Primary,Chhattisgarh,Central
22,invhighbp,56.5,49.6,63.1,Proportion,"56.5 (49.6, 63.1)",292,education,Primary,Chhattisgarh,Central
22,dm_treated,54.8,47.6,61.9,Proportion,"54.8 (47.6, 61.9)",591,education,Secondary,Chhattisgarh,Central
22,dm_controlled,73,67.9,77.6,Proportion,"73 (67.9, 77.6)",591,education,Secondary,Chhattisgarh,Central
22,highbp,40.9,36.5,45.5,Proportion,"40.9 (36.5, 45.5)",589,education,Secondary,Chhattisgarh,Central
22,invhighbp,59.1,54.5,63.5,Proportion,"59.1 (54.5, 63.5)",589,education,Secondary,Chhattisgarh,Central
23,dm_treated,68.3,60.8,74.9,Proportion,"68.3 (60.8, 74.9)",352,education,Higher,Madhya Pradesh,Central
23,dm_controlled,59.8,53.3,66,Proportion,"59.8 (53.3, 66)",352,education,Higher,Madhya Pradesh,Central
23,highbp,38.3,32,44.9,Proportion,"38.3 (32, 44.9)",350,education,Higher,Madhya Pradesh,Central
23,invhighbp,61.7,55.1,68,Proportion,"61.7 (55.1, 68)",350,education,Higher,Madhya Pradesh,Central
23,dm_treated,71.5,66.8,75.7,Proportion,"71.5 (66.8, 75.7)",609,education,No education,Madhya Pradesh,Central
23,dm_controlled,59.2,54.6,63.5,Proportion,"59.2 (54.6, 63.5)",609,education,No education,Madhya Pradesh,Central
23,highbp,44.6,40,49.2,Proportion,"44.6 (40, 49.2)",609,education,No education,Madhya Pradesh,Central
23,invhighbp,55.4,50.8,60,Proportion,"55.4 (50.8, 60)",609,education,No education,Madhya Pradesh,Central
23,dm_treated,67.8,62.2,73,Proportion,"67.8 (62.2, 73)",404,education,Primary,Madhya Pradesh,Central
23,dm_controlled,62.9,57.5,68,Proportion,"62.9 (57.5, 68)",404,education,Primary,Madhya Pradesh,Central
23,highbp,42.9,37.6,48.4,Proportion,"42.9 (37.6, 48.4)",404,education,Primary,Madhya Pradesh,Central
