state,variable,estimate,lci,uci,type,est_ci,n,stratification,strata,n5_state,zone
35,dm_uncontrolled,46,35.1,57.3,Proportion,"46 (35.1, 57.3)",108,age_category,65 plus,Andaman & Nicobar Islands,South
35,highbp,53.2,43.2,62.9,Proportion,"53.2 (43.2, 62.9)",108,age_category,65 plus,Andaman & Nicobar Islands,South
36,dm_untreated,32.9,26.8,39.7,Proportion,"32.9 (26.8, 39.7)",341,age_category,18-39,Telangana,South
36,dm_uncontrolled,38.5,31.9,45.6,Proportion,"38.5 (31.9, 45.6)",341,age_category,18-39,Telangana,South
36,highbp,31.6,25.6,38.3,Proportion,"31.6 (25.6, 38.3)",341,age_category,18-39,Telangana,South
36,dm_untreated,11.3,9.7,13.1,Proportion,"11.3 (9.7, 13.1)",2227,age_category,40-64,Telangana,South
36,dm_uncontrolled,44.7,42.1,47.4,Proportion,"44.7 (42.1, 47.4)",2227,age_category,40-64,Telangana,South
36,highbp,40.1,37.2,43.1,Proportion,"40.1 (37.2, 43.1)",2221,age_category,40-64,Telangana,South
36,dm_untreated,0,0,0,Proportion,"0 (0, 0)",868,age_category,65 plus,Telangana,South
36,dm_uncontrolled,37.9,33.8,42.2,Proportion,"37.9 (33.8, 42.2)",868,age_category,65 plus,Telangana,South
36,highbp,42.2,37.9,46.6,Proportion,"42.2 (37.9, 46.6)",864,age_category,65 plus,Telangana,South
37,dm_untreated,NA,NA,NA,Proportion,"NaN (NaN, NaN)",122,age_category,18-39,Ladakh,North
37,dm_uncontrolled,0,0,0,Proportion,"0 (0, 0)",122,age_category,18-39,Ladakh,North
37,highbp,0,0,0,Proportion,"0 (0, 0)",122,age_category,18-39,Ladakh,North
37,dm_untreated,65.9,47.5,80.5,Proportion,"65.9 (47.5, 80.5)",197,age_category,40-64,Ladakh,North
37,dm_uncontrolled,0,0,0,Proportion,"0 (0, 0)",197,age_category,40-64,Ladakh,North
37,highbp,0,0,0,Proportion,"0 (0, 0)",197,age_category,40-64,Ladakh,North
37,dm_untreated,56,37.3,73.3,Proportion,"56 (37.3, 73.3)",72,age_category,65 plus,Ladakh,North
37,dm_uncontrolled,0,0,0,Proportion,"0 (0, 0)",72,age_category,65 plus,Ladakh,North
37,highbp,0,0,NA,Proportion,"0 (0, NaN)",72,age_category,65 plus,Ladakh,North
1,dm_untreated,50.7,41.9,59.4,Proportion,"50.7 (41.9, 59.4)",195,education,Higher,Jammu & Kashmir,North
1,dm_uncontrolled,0,0,0,Proportion,"0 (0, 0)",195,education,Higher,Jammu & Kashmir,North
1,highbp,0,0,0,Proportion,"0 (0, 0)",194,education,Higher,Jammu & Kashmir,North
1,dm_untreated,35.1,29.9,40.7,Proportion,"35.1 (29.9, 40.7)",1019,education,No education,Jammu & Kashmir,North
1,dm_uncontrolled,0,0,0,Proportion,"0 (0, 0)",1019,education,No education,Jammu & Kashmir,North
1,highbp,36,31.8,40.6,Proportion,"36 (31.8, 40.6)",1017,education,No education,Jammu & Kashmir,North
1,dm_untreated,45,33.9,56.6,Proportion,"45 (33.9, 56.6)",145,education,Primary,Jammu & Kashmir,North
1,dm_uncontrolled,0,0,0,Proportion,"0 (0, 0)",145,education,Primary,Jammu & Kashmir,North
1,highbp,0,0,0,Proportion,"0 (0, 0)",144,education,Primary,Jammu & Kashmir,North
1,dm_untreated,43.2,37.3,49.2,Proportion,"43.2 (37.3, 49.2)",722,education,Secondary,Jammu & Kashmir,North
1,dm_uncontrolled,0,0,0,Proportion,"0 (0, 0)",722,education,Secondary,Jammu & Kashmir,North
1,highbp,26.4,21.9,31.5,Proportion,"26.4 (21.9, 31.5)",720,education,Secondary,Jammu & Kashmir,North
2,dm_untreated,41.9,31.7,53,Proportion,"41.9 (31.7, 53)",170,education,Higher,Himachal Pradesh,North
2,dm_uncontrolled,35.8,27.3,45.4,Proportion,"35.8 (27.3, 45.4)",170,education,Higher,Himachal Pradesh,North
2,highbp,30.3,22.7,39.2,Proportion,"30.3 (22.7, 39.2)",170,education,Higher,Himachal Pradesh,North
2,dm_untreated,32.2,23.9,41.8,Proportion,"32.2 (23.9, 41.8)",278,education,No education,Himachal Pradesh,North
2,dm_uncontrolled,34.2,27.1,42.1,Proportion,"34.2 (27.1, 42.1)",278,education,No education,Himachal Pradesh,North
2,highbp,41.5,35.5,47.7,Proportion,"41.5 (35.5, 47.7)",278,education,No education,Himachal Pradesh,North
2,dm_untreated,30.7,22.3,40.6,Proportion,"30.7 (22.3, 40.6)",229,education,Primary,Himachal Pradesh,North
2,dm_uncontrolled,49.3,41.4,57.3,Proportion,"49.3 (41.4, 57.3)",229,education,Primary,Himachal Pradesh,North
2,highbp,37.8,30.4,45.8,Proportion,"37.8 (30.4, 45.8)",229,education,Primary,Himachal Pradesh,North
2,dm_untreated,34.6,29.2,40.4,Proportion,"34.6 (29.2, 40.4)",506,education,Secondary,Himachal Pradesh,North
2,dm_uncontrolled,40.6,35,46.4,Proportion,"40.6 (35, 46.4)",506,education,Secondary,Himachal Pradesh,North
2,highbp,40.2,34.9,45.8,Proportion,"40.2 (34.9, 45.8)",503,education,Secondary,Himachal Pradesh,North
3,dm_untreated,29.1,21.9,37.4,Proportion,"29.1 (21.9, 37.4)",271,education,Higher,Punjab,North
3,dm_uncontrolled,46.9,38.7,55.3,Proportion,"46.9 (38.7, 55.3)",271,education,Higher,Punjab,North
3,highbp,43.4,34.5,52.8,Proportion,"43.4 (34.5, 52.8)",271,education,Higher,Punjab,North
3,dm_untreated,24.7,21.3,28.6,Proportion,"24.7 (21.3, 28.6)",853,education,No education,Punjab,North
3,dm_uncontrolled,55,50.8,59.2,Proportion,"55 (50.8, 59.2)",853,education,No education,Punjab,North
3,highbp,52.4,48.3,56.5,Proportion,"52.4 (48.3, 56.5)",853,education,No education,Punjab,North
3,dm_untreated,0,0,0,Proportion,"0 (0, 0)",385,education,Primary,Punjab,North
3,dm_uncontrolled,60.5,54.6,66,Proportion,"60.5 (54.6, 66)",385,education,Primary,Punjab,North
3,highbp,54.2,48.6,59.7,Proportion,"54.2 (48.6, 59.7)",385,education,Primary,Punjab,North
3,dm_untreated,27.1,23.6,30.8,Proportion,"27.1 (23.6, 30.8)",1138,education,Secondary,Punjab,North
3,dm_uncontrolled,55,51.1,58.7,Proportion,"55 (51.1, 58.7)",1138,education,Secondary,Punjab,North
3,highbp,54.8,50.6,58.9,Proportion,"54.8 (50.6, 58.9)",1137,education,Secondary,Punjab,North
4,dm_untreated,0,0,0,Proportion,"0 (0, 0)",22,education,Higher,Chandigarh,North
4,dm_uncontrolled,50.3,28.4,72,Proportion,"50.3 (28.4, 72)",22,education,Higher,Chandigarh,North
4,highbp,44.8,22.6,69.2,Proportion,"44.8 (22.6, 69.2)",22,education,Higher,Chandigarh,North
4,dm_untreated,0,0,0,Proportion,"0 (0, 0)",23,education,No education,Chandigarh,North
4,dm_uncontrolled,64.7,44,81,Proportion,"64.7 (44, 81)",23,education,No education,Chandigarh,North
4,highbp,38.7,17.5,65.2,Proportion,"38.7 (17.5, 65.2)",23,education,No education,Chandigarh,North
4,dm_untreated,0,0,0,Proportion,"0 (0, 0)",11,education,Primary,Chandigarh,North
4,dm_uncontrolled,NA,0,NA,Proportion,"NaN (0, NaN)",11,education,Primary,Chandigarh,North
4,highbp,56.2,23.3,84.4,Proportion,"56.2 (23.3, 84.4)",11,education,Primary,Chandigarh,North
4,dm_untreated,0,0,0,Proportion,"0 (0, 0)",40,education,Secondary,Chandigarh,North
4,dm_uncontrolled,NA,0,NA,Proportion,"NaN (0, NaN)",40,education,Secondary,Chandigarh,North
4,highbp,46.3,31.4,61.9,Proportion,"46.3 (31.4, 61.9)",40,education,Secondary,Chandigarh,North
5,dm_untreated,31.4,22.5,41.8,Proportion,"31.4 (22.5, 41.8)",188,education,Higher,Uttarakhand,Central
5,dm_uncontrolled,38.6,29.5,48.6,Proportion,"38.6 (29.5, 48.6)",188,education,Higher,Uttarakhand,Central
5,highbp,40.4,32.4,48.9,Proportion,"40.4 (32.4, 48.9)",188,education,Higher,Uttarakhand,Central
5,dm_untreated,33.6,26.9,41.1,Proportion,"33.6 (26.9, 41.1)",266,education,No education,Uttarakhand,Central
5,dm_uncontrolled,49.3,41.3,57.3,Proportion,"49.3 (41.3, 57.3)",266,education,No education,Uttarakhand,Central
5,highbp,42.9,34.9,51.4,Proportion,"42.9 (34.9, 51.4)",266,education,No education,Uttarakhand,Central
5,dm_untreated,0,0,0,Proportion,"0 (0, 0)",145,education,Primary,Uttarakhand,Central
5,dm_uncontrolled,45,34,56.6,Proportion,"45 (34, 56.6)",145,education,Primary,Uttarakhand,Central
5,highbp,50.8,40.4,61.1,Proportion,"50.8 (40.4, 61.1)",145,education,Primary,Uttarakhand,Central
5,dm_untreated,30.2,24.2,36.9,Proportion,"30.2 (24.2, 36.9)",427,education,Secondary,Uttarakhand,Central
5,dm_uncontrolled,46.7,40.7,52.8,Proportion,"46.7 (40.7, 52.8)",427,education,Secondary,Uttarakhand,Central
5,highbp,45.7,39,52.5,Proportion,"45.7 (39, 52.5)",426,education,Secondary,Uttarakhand,Central
6,dm_untreated,44.6,36.7,52.8,Proportion,"44.6 (36.7, 52.8)",265,education,Higher,Haryana,North
6,dm_uncontrolled,35,28.9,41.6,Proportion,"35 (28.9, 41.6)",265,education,Higher,Haryana,North
6,highbp,31.9,26.7,37.5,Proportion,"31.9 (26.7, 37.5)",263,education,Higher,Haryana,North
6,dm_untreated,41.9,36.8,47.2,Proportion,"41.9 (36.8, 47.2)",633,education,No education,Haryana,North
6,dm_uncontrolled,44.2,39.3,49.2,Proportion,"44.2 (39.3, 49.2)",633,education,No education,Haryana,North
6,highbp,45.1,40.9,49.4,Proportion,"45.1 (40.9, 49.4)",632,education,No education,Haryana,North
6,dm_untreated,48.4,41.2,55.7,Proportion,"48.4 (41.2, 55.7)",301,education,Primary,Haryana,North
6,dm_uncontrolled,39.3,33.2,45.9,Proportion,"39.3 (33.2, 45.9)",301,education,Primary,Haryana,North
6,highbp,42.5,36.3,48.9,Proportion,"42.5 (36.3, 48.9)",300,education,Primary,Haryana,North
6,dm_untreated,45.3,40.6,50.2,Proportion,"45.3 (40.6, 50.2)",977,education,Secondary,Haryana,North
6,dm_uncontrolled,38.8,34.7,43,Proportion,"38.8 (34.7, 43)",977,education,Secondary,Haryana,North
6,highbp,38.7,35.3,42.1,Proportion,"38.7 (35.3, 42.1)",976,education,Secondary,Haryana,North
7,dm_untreated,0,0,0,Proportion,"0 (0, 0)",324,education,Higher,Nct Of Delhi,North
7,dm_uncontrolled,39.4,33.2,46,Proportion,"39.4 (33.2, 46)",324,education,Higher,Nct Of Delhi,North
7,highbp,43,37.4,48.8,Proportion,"43 (37.4, 48.8)",324,education,Higher,Nct Of Delhi,North
7,dm_untreated,0,0,0,Proportion,"0 (0, 0)",278,education,No education,Nct Of Delhi,North
7,dm_uncontrolled,44.5,37.7,51.5,Proportion,"44.5 (37.7, 51.5)",278,education,No education,Nct Of Delhi,North
7,highbp,50.5,44.2,56.8,Proportion,"50.5 (44.2, 56.8)",276,education,No education,Nct Of Delhi,North
7,dm_untreated,0,0,0,Proportion,"0 (0, 0)",181,education,Primary,Nct Of Delhi,North
7,dm_uncontrolled,52.7,44.7,60.5,Proportion,"52.7 (44.7, 60.5)",181,education,Primary,Nct Of Delhi,North
7,highbp,54.6,46.9,62.1,Proportion,"54.6 (46.9, 62.1)",180,education,Primary,Nct Of Delhi,North
7,dm_untreated,0,0,0,Proportion,"0 (0, 0)",549,education,Secondary,Nct Of Delhi,North
7,dm_uncontrolled,47.7,42.9,52.4,Proportion,"47.7 (42.9, 52.4)",549,education,Secondary,Nct Of Delhi,North
7,highbp,52.5,47.6,57.3,Proportion,"52.5 (47.6, 57.3)",547,education,Secondary,Nct Of Delhi,North
8,dm_untreated,57.5,48.5,65.9,Proportion,"57.5 (48.5, 65.9)",284,education,Higher,Rajasthan,North
8,dm_uncontrolled,0,0,0,Proportion,"0 (0, 0)",284,education,Higher,Rajasthan,North
8,highbp,29.5,23.9,35.7,Proportion,"29.5 (23.9, 35.7)",283,education,Higher,Rajasthan,North
8,dm_untreated,43.9,38.5,49.5,Proportion,"43.9 (38.5, 49.5)",775,education,No education,Rajasthan,North
8,dm_uncontrolled,36.4,31.8,41.3,Proportion,"36.4 (31.8, 41.3)",775,education,No education,Rajasthan,North
8,highbp,40.4,36.3,44.6,Proportion,"40.4 (36.3, 44.6)",775,education,No education,Rajasthan,North
8,dm_untreated,49.9,42.4,57.5,Proportion,"49.9 (42.4, 57.5)",297,education,Primary,Rajasthan,North
8,dm_uncontrolled,0,0,0,Proportion,"0 (0, 0)",297,education,Primary,Rajasthan,North
8,highbp,40.7,34.5,47.2,Proportion,"40.7 (34.5, 47.2)",297,education,Primary,Rajasthan,North
8,dm_untreated,53.6,47.1,59.9,Proportion,"53.6 (47.1, 59.9)",723,education,Secondary,Rajasthan,North
8,dm_uncontrolled,0,0,0,Proportion,"0 (0, 0)",723,education,Secondary,Rajasthan,North
8,highbp,34.2,29.8,38.9,Proportion,"34.2 (29.8, 38.9)",721,education,Secondary,Rajasthan,North
9,dm_untreated,57.6,52.6,62.5,Proportion,"57.6 (52.6, 62.5)",910,education,Higher,Uttar Pradesh,Central
9,dm_uncontrolled,28.8,24.8,33.1,Proportion,"28.8 (24.8, 33.1)",910,education,Higher,Uttar Pradesh,Central
9,highbp,32.6,28.9,36.4,Proportion,"32.6 (28.9, 36.4)",909,education,Higher,Uttar Pradesh,Central
9,dm_untreated,58.8,55.5,62.1,Proportion,"58.8 (55.5, 62.1)",2350,education,No education,Uttar Pradesh,Central
9,dm_uncontrolled,28.1,25.6,30.8,Proportion,"28.1 (25.6, 30.8)",2350,education,No education,Uttar Pradesh,Central
9,highbp,36.2,33.9,38.7,Proportion,"36.2 (33.9, 38.7)",2340,education,No education,Uttar Pradesh,Central
9,dm_untreated,56.8,52.4,61.2,Proportion,"56.8 (52.4, 61.2)",781,education,Primary,Uttar Pradesh,Central
9,dm_uncontrolled,30.3,26.6,34.3,Proportion,"30.3 (26.6, 34.3)",781,education,Primary,Uttar Pradesh,Central
9,highbp,39.7,35.9,43.7,Proportion,"39.7 (35.9, 43.7)",779,education,Primary,Uttar Pradesh,Central
9,dm_untreated,53.9,50.3,57.5,Proportion,"53.9 (50.3, 57.5)",2094,education,Secondary,Uttar Pradesh,Central
9,dm_uncontrolled,31.9,29.1,35,Proportion,"31.9 (29.1, 35)",2094,education,Secondary,Uttar Pradesh,Central
9,highbp,35,32.6,37.6,Proportion,"35 (32.6, 37.6)",2088,education,Secondary,Uttar Pradesh,Central
10,dm_untreated,49.5,41.6,57.3,Proportion,"49.5 (41.6, 57.3)",372,education,Higher,Bihar,East
10,dm_uncontrolled,31.5,25.2,38.6,Proportion,"31.5 (25.2, 38.6)",372,education,Higher,Bihar,East
10,highbp,0,0,0,Proportion,"0 (0, 0)",368,education,Higher,Bihar,East
10,dm_untreated,50.6,46.5,54.7,Proportion,"50.6 (46.5, 54.7)",1248,education,No education,Bihar,East
10,dm_uncontrolled,33.6,29.9,37.6,Proportion,"33.6 (29.9, 37.6)",1248,education,No education,Bihar,East
10,highbp,33.7,30.7,36.9,Proportion,"33.7 (30.7, 36.9)",1244,education,No education,Bihar,East
10,dm_untreated,49.9,43.7,56.2,Proportion,"49.9 (43.7, 56.2)",344,education,Primary,Bihar,East
10,dm_uncontrolled,34.6,29,40.7,Proportion,"34.6 (29, 40.7)",344,education,Primary,Bihar,East
10,highbp,35.7,30.2,41.6,Proportion,"35.7 (30.2, 41.6)",341,education,Primary,Bihar,East
10,dm_untreated,49.3,45,53.7,Proportion,"49.3 (45, 53.7)",1075,education,Secondary,Bihar,East
10,dm_uncontrolled,34.1,30.3,38.2,Proportion,"34.1 (30.3, 38.2)",1075,education,Secondary,Bihar,East
10,highbp,32.2,28.8,35.8,Proportion,"32.2 (28.8, 35.8)",1075,education,Secondary,Bihar,East
11,dm_untreated,0,0,NA,Proportion,"0 (0, NaN)",30,education,Higher,Sikkim,North East
11,dm_uncontrolled,66,40.1,84.9,Proportion,"66 (40.1, 84.9)",30,education,Higher,Sikkim,North East
11,highbp,NA,0,NA,Proportion,"NaN (0, NaN)",30,education,Higher,Sikkim,North East
11,dm_untreated,0,0,0,Proportion,"0 (0, 0)",69,education,No education,Sikkim,North East
11,dm_uncontrolled,44.3,30.3,59.2,Proportion,"44.3 (30.3, 59.2)",69,education,No education,Sikkim,North East
11,highbp,54.8,39.4,69.4,Proportion,"54.8 (39.4, 69.4)",69,education,No education,Sikkim,North East
11,dm_untreated,34.8,22.7,49.4,Proportion,"34.8 (22.7, 49.4)",76,education,Primary,Sikkim,North East
11,dm_uncontrolled,47.8,34.7,61.3,Proportion,"47.8 (34.7, 61.3)",76,education,Primary,Sikkim,North East
11,highbp,55.7,42.4,68.3,Proportion,"55.7 (42.4, 68.3)",75,education,Primary,Sikkim,North East
11,dm_untreated,0,0,0,Proportion,"0 (0, 0)",112,education,Secondary,Sikkim,North East
11,dm_uncontrolled,47,33.5,60.8,Proportion,"47 (33.5, 60.8)",112,education,Secondary,Sikkim,North East
11,highbp,52.9,40.6,65,Proportion,"52.9 (40.6, 65)",111,education,Secondary,Sikkim,North East
12,dm_untreated,NA,NA,NA,Proportion,"NaN (NaN, NaN)",254,education,Higher,Arunachal Pradesh,North East
12,dm_uncontrolled,0,0,0,Proportion,"0 (0, 0)",254,education,Higher,Arunachal Pradesh,North East
12,highbp,32.1,24.8,40.4,Proportion,"32.1 (24.8, 40.4)",254,education,Higher,Arunachal Pradesh,North East
12,dm_untreated,69.5,60.6,77.2,Proportion,"69.5 (60.6, 77.2)",391,education,No education,Arunachal Pradesh,North East
12,dm_uncontrolled,0,0,0,Proportion,"0 (0, 0)",391,education,No education,Arunachal Pradesh,North East
12,highbp,51.7,45,58.3,Proportion,"51.7 (45, 58.3)",390,education,No education,Arunachal Pradesh,North East
12,dm_untreated,NA,0,NA,Proportion,"NaN (0, NaN)",136,education,Primary,Arunachal Pradesh,North East
12,dm_uncontrolled,0,0,0,Proportion,"0 (0, 0)",136,education,Primary,Arunachal Pradesh,North East
12,highbp,53.5,44.1,62.7,Proportion,"53.5 (44.1, 62.7)",136,education,Primary,Arunachal Pradesh,North East
12,dm_untreated,69.2,62.4,75.2,Proportion,"69.2 (62.4, 75.2)",548,education,Secondary,Arunachal Pradesh,North East
12,dm_uncontrolled,0,0,0,Proportion,"0 (0, 0)",548,education,Secondary,Arunachal Pradesh,North East
12,highbp,41.2,36,46.6,Proportion,"41.2 (36, 46.6)",546,education,Secondary,Arunachal Pradesh,North East
13,dm_untreated,49.7,30.4,69,Proportion,"49.7 (30.4, 69)",65,education,Higher,Nagaland,North East
13,dm_uncontrolled,0,0,0,Proportion,"0 (0, 0)",65,education,Higher,Nagaland,North East
13,highbp,32.1,20,47.2,Proportion,"32.1 (20, 47.2)",64,education,Higher,Nagaland,North East
13,dm_untreated,41.1,24.4,60.2,Proportion,"41.1 (24.4, 60.2)",54,education,No education,Nagaland,North East
13,dm_uncontrolled,56.8,38.2,73.6,Proportion,"56.8 (38.2, 73.6)",54,education,No education,Nagaland,North East
13,highbp,58.5,42.1,73.3,Proportion,"58.5 (42.1, 73.3)",54,education,No education,Nagaland,North East
13,dm_untreated,42.9,25.3,62.6,Proportion,"42.9 (25.3, 62.6)",76,education,Primary,Nagaland,North East
13,dm_uncontrolled,46.4,29.6,64,Proportion,"46.4 (29.6, 64)",76,education,Primary,Nagaland,North East
13,highbp,50,36.1,63.8,Proportion,"50 (36.1, 63.8)",76,education,Primary,Nagaland,North East
13,dm_untreated,54.2,42.4,65.4,Proportion,"54.2 (42.4, 65.4)",224,education,Secondary,Nagaland,North East
13,dm_uncontrolled,43.9,33.7,54.6,Proportion,"43.9 (33.7, 54.6)",224,education,Secondary,Nagaland,North East
13,highbp,56.4,47.2,65.2,Proportion,"56.4 (47.2, 65.2)",224,education,Secondary,Nagaland,North East
14,dm_untreated,0,0,0,Proportion,"0 (0, 0)",167,education,Higher,Manipur,North East
14,dm_uncontrolled,47.9,40.2,55.6,Proportion,"47.9 (40.2, 55.6)",167,education,Higher,Manipur,North East
14,highbp,46,37.8,54.3,Proportion,"46 (37.8, 54.3)",167,education,Higher,Manipur,North East
14,dm_untreated,29.8,21.2,40.1,Proportion,"29.8 (21.2, 40.1)",180,education,No education,Manipur,North East
14,dm_uncontrolled,41.6,33,50.8,Proportion,"41.6 (33, 50.8)",180,education,No education,Manipur,North East
14,highbp,36.6,27.6,46.6,Proportion,"36.6 (27.6, 46.6)",180,education,No education,Manipur,North East
14,dm_untreated,30.2,22.1,39.9,Proportion,"30.2 (22.1, 39.9)",131,education,Primary,Manipur,North East
14,dm_uncontrolled,39.5,30.2,49.6,Proportion,"39.5 (30.2, 49.6)",131,education,Primary,Manipur,North East
14,highbp,43.6,34.2,53.6,Proportion,"43.6 (34.2, 53.6)",131,education,Primary,Manipur,North East
14,dm_untreated,31.8,26.4,37.8,Proportion,"31.8 (26.4, 37.8)",340,education,Secondary,Manipur,North East
14,dm_uncontrolled,40.9,34.1,48.1,Proportion,"40.9 (34.1, 48.1)",340,education,Secondary,Manipur,North East
14,highbp,43.5,38,49.2,Proportion,"43.5 (38, 49.2)",340,education,Secondary,Manipur,North East
15,dm_untreated,0,0,0,Proportion,"0 (0, 0)",75,education,Higher,Mizoram,North East
15,dm_uncontrolled,0,0,NA,Proportion,"0 (0, NaN)",75,education,Higher,Mizoram,North East
15,highbp,0,0,NA,Proportion,"0 (0, NaN)",75,education,Higher,Mizoram,North East
15,dm_untreated,37.1,19.9,58.3,Proportion,"37.1 (19.9, 58.3)",40,education,No education,Mizoram,North East
15,dm_uncontrolled,0,0,NA,Proportion,"0 (0, NaN)",40,education,No education,Mizoram,North East
15,highbp,0,0,0,Proportion,"0 (0, 0)",40,education,No education,Mizoram,North East
15,dm_untreated,0,0,0,Proportion,"0 (0, 0)",185,education,Primary,Mizoram,North East
15,dm_uncontrolled,0,0,0,Proportion,"0 (0, 0)",185,education,Primary,Mizoram,North East
15,highbp,31.7,23.5,41.3,Proportion,"31.7 (23.5, 41.3)",184,education,Primary,Mizoram,North East
15,dm_untreated,29.7,23.9,36.3,Proportion,"29.7 (23.9, 36.3)",349,education,Secondary,Mizoram,North East
15,dm_uncontrolled,36.3,29.7,43.4,Proportion,"36.3 (29.7, 43.4)",349,education,Secondary,Mizoram,North East
15,highbp,33.5,27.7,39.8,Proportion,"33.5 (27.7, 39.8)",346,education,Secondary,Mizoram,North East
16,dm_untreated,0,0,0,Proportion,"0 (0, 0)",82,education,Higher,Tripura,North East
16,dm_uncontrolled,45.7,34.9,56.8,Proportion,"45.7 (34.9, 56.8)",82,education,Higher,Tripura,North East
16,highbp,0,0,0,Proportion,"0 (0, 0)",82,education,Higher,Tripura,North East
16,dm_untreated,0,0,0,Proportion,"0 (0, 0)",86,education,No education,Tripura,North East
16,dm_uncontrolled,36.3,25.9,48.2,Proportion,"36.3 (25.9, 48.2)",86,education,No education,Tripura,North East
16,highbp,0,0,0,Proportion,"0 (0, 0)",86,education,No education,Tripura,North East
16,dm_untreated,40.1,31.4,49.4,Proportion,"40.1 (31.4, 49.4)",151,education,Primary,Tripura,North East
16,dm_uncontrolled,33.8,25.4,43.3,Proportion,"33.8 (25.4, 43.3)",151,education,Primary,Tripura,North East
16,highbp,0,0,0,Proportion,"0 (0, 0)",151,education,Primary,Tripura,North East
16,dm_untreated,27.2,21,34.5,Proportion,"27.2 (21, 34.5)",304,education,Secondary,Tripura,North East
16,dm_uncontrolled,48.3,42,54.8,Proportion,"48.3 (42, 54.8)",304,education,Secondary,Tripura,North East
16,highbp,31.1,26,36.8,Proportion,"31.1 (26, 36.8)",304,education,Secondary,Tripura,North East
17,dm_untreated,41.7,25,60.6,Proportion,"41.7 (25, 60.6)",35,education,Higher,Meghalaya,North East
17,dm_uncontrolled,0,0,0,Proportion,"0 (0, 0)",35,education,Higher,Meghalaya,North East
17,highbp,0,0,0,Proportion,"0 (0, 0)",35,education,Higher,Meghalaya,North East
17,dm_untreated,36.1,22.2,52.9,Proportion,"36.1 (22.2, 52.9)",65,education,No education,Meghalaya,North East
17,dm_uncontrolled,0,0,NA,Proportion,"0 (0, NaN)",65,education,No education,Meghalaya,North East
17,highbp,50.2,33.8,66.5,Proportion,"50.2 (33.8, 66.5)",64,education,No education,Meghalaya,North East
17,dm_untreated,0,0,NA,Proportion,"0 (0, NaN)",67,education,Primary,Meghalaya,North East
17,dm_uncontrolled,33.7,20.7,49.7,Proportion,"33.7 (20.7, 49.7)",67,education,Primary,Meghalaya,North East
17,highbp,40.3,25.9,56.6,Proportion,"40.3 (25.9, 56.6)",67,education,Primary,Meghalaya,North East
17,dm_untreated,50.8,36.4,65.1,Proportion,"50.8 (36.4, 65.1)",148,education,Secondary,Meghalaya,North East
17,dm_uncontrolled,0,0,0,Proportion,"0 (0, 0)",148,education,Secondary,Meghalaya,North East
17,highbp,0,0,NA,Proportion,"0 (0, NaN)",148,education,Secondary,Meghalaya,North East
18,dm_untreated,39.1,31.9,46.7,Proportion,"39.1 (31.9, 46.7)",266,education,Higher,Assam,North East
18,dm_uncontrolled,38.3,32.1,44.8,Proportion,"38.3 (32.1, 44.8)",266,education,Higher,Assam,North East
18,highbp,33.3,26.8,40.4,Proportion,"33.3 (26.8, 40.4)",265,education,Higher,Assam,North East
18,dm_untreated,37.6,32.3,43.2,Proportion,"37.6 (32.3, 43.2)",518,education,No education,Assam,North East
18,dm_uncontrolled,32.5,27.9,37.5,Proportion,"32.5 (27.9, 37.5)",518,education,No education,Assam,North East
18,highbp,41.7,36.7,46.8,Proportion,"41.7 (36.7, 46.8)",518,education,No education,Assam,North East
18,dm_untreated,37.9,32.1,44,Proportion,"37.9 (32.1, 44)",393,education,Primary,Assam,North East
18,dm_uncontrolled,41.2,35.4,47.3,Proportion,"41.2 (35.4, 47.3)",393,education,Primary,Assam,North East
18,highbp,43,37.5,48.8,Proportion,"43 (37.5, 48.8)",392,education,Primary,Assam,North East
18,dm_untreated,37.5,33.2,42.1,Proportion,"37.5 (33.2, 42.1)",1137,education,Secondary,Assam,North East
18,dm_uncontrolled,40.1,36.3,44,Proportion,"40.1 (36.3, 44)",1137,education,Secondary,Assam,North East
18,highbp,35,31.9,38.2,Proportion,"35 (31.9, 38.2)",1136,education,Secondary,Assam,North East
19,dm_untreated,0,0,0,Proportion,"0 (0, 0)",182,education,Higher,West Bengal,East
19,dm_uncontrolled,45.4,37,54,Proportion,"45.4 (37, 54)",182,education,Higher,West Bengal,East
19,highbp,32,24.7,40.3,Proportion,"32 (24.7, 40.3)",182,education,Higher,West Bengal,East
19,dm_untreated,0,0,0,Proportion,"0 (0, 0)",373,education,No education,West Bengal,East
19,dm_uncontrolled,47.3,41.6,53.1,Proportion,"47.3 (41.6, 53.1)",373,education,No education,West Bengal,East
19,highbp,43.9,38.4,49.6,Proportion,"43.9 (38.4, 49.6)",373,education,No education,West Bengal,East
19,dm_untreated,0,0,0,Proportion,"0 (0, 0)",294,education,Primary,West Bengal,East
19,dm_uncontrolled,47.5,40.9,54.2,Proportion,"47.5 (40.9, 54.2)",294,education,Primary,West Bengal,East
19,highbp,39.6,33.7,45.7,Proportion,"39.6 (33.7, 45.7)",294,education,Primary,West Bengal,East
19,dm_untreated,0,0,0,Proportion,"0 (0, 0)",663,education,Secondary,West Bengal,East
19,dm_uncontrolled,47,42.4,51.7,Proportion,"47 (42.4, 51.7)",663,education,Secondary,West Bengal,East
19,highbp,34.4,30.4,38.7,Proportion,"34.4 (30.4, 38.7)",663,education,Secondary,West Bengal,East
