REGCODE,REGNAME,n5_state,v024,variable,estimate,lci,uci,strata,est_ci
255,Lower Subansiri,Arunachal Pradesh,12,Diagnosed,97,94.1,99.9,Total,"97 (94.1, 99.9)"
257,Dibang Valley,Arunachal Pradesh,12,Diagnosed,86.8,77.3,96.3,Total,"86.8 (77.3, 96.3)"
258,Lower Dibang Valley,Arunachal Pradesh,12,Diagnosed,62,46.4,77.6,Total,"62 (46.4, 77.6)"
260,Anjaw,Arunachal Pradesh,12,Diagnosed,73.3,42.7,103.9,Total,"73.3 (42.7, 103.9)"
261,Mon,Nagaland,13,Diagnosed,60,31.3,88.7,Total,"60 (31.3, 88.7)"
262,Mokokchung,Nagaland,13,Diagnosed,58.3,40,76.7,Total,"58.3 (40, 76.7)"
263,Zunheboto,Nagaland,13,Diagnosed,81.4,73.2,89.5,Total,"81.4 (73.2, 89.5)"
264,Wokha,Nagaland,13,Diagnosed,77,56.6,97.5,Total,"77 (56.6, 97.5)"
265,Dimapur,Nagaland,13,Diagnosed,78.6,67.6,89.6,Total,"78.6 (67.6, 89.6)"
266,Phek,Nagaland,13,Diagnosed,84.1,67.5,100.8,Total,"84.1 (67.5, 100.8)"
267,Tuensang,Nagaland,13,Diagnosed,57.1,31.3,82.8,Total,"57.1 (31.3, 82.8)"
268,Longleng,Nagaland,13,Diagnosed,83.3,68.3,98.2,Total,"83.3 (68.3, 98.2)"
269,Kiphire,Nagaland,13,Diagnosed,77,53.9,100.1,Total,"77 (53.9, 100.1)"
270,Kohima,Nagaland,13,Diagnosed,89.1,81.3,96.8,Total,"89.1 (81.3, 96.8)"
271,Peren,Nagaland,13,Diagnosed,82,68,96,Total,"82 (68, 96)"
272,Senapati,Manipur,14,Diagnosed,61.6,46.5,76.6,Total,"61.6 (46.5, 76.6)"
273,Tamenglong,Manipur,14,Diagnosed,56.6,37,76.1,Total,"56.6 (37, 76.1)"
274,Churachandpur,Manipur,14,Diagnosed,63.2,35.3,91.2,Total,"63.2 (35.3, 91.2)"
275,Bishnupur,Manipur,14,Diagnosed,76,67.2,84.8,Total,"76 (67.2, 84.8)"
276,Thoubal,Manipur,14,Diagnosed,68.3,55.8,80.8,Total,"68.3 (55.8, 80.8)"
277,Imphal West,Manipur,14,Diagnosed,74.9,66,83.9,Total,"74.9 (66, 83.9)"
278,Imphal East,Manipur,14,Diagnosed,64.7,53.4,76,Total,"64.7 (53.4, 76)"
279,Ukhrul,Manipur,14,Diagnosed,76.6,56.7,96.5,Total,"76.6 (56.7, 96.5)"
280,Chandel,Manipur,14,Diagnosed,74.7,62.6,86.8,Total,"74.7 (62.6, 86.8)"
281,Mamit,Mizoram,15,Diagnosed,83,72.2,93.9,Total,"83 (72.2, 93.9)"
282,Kolasib,Mizoram,15,Diagnosed,79.9,66.8,93,Total,"79.9 (66.8, 93)"
283,Aizawl,Mizoram,15,Diagnosed,94.9,89.4,100.5,Total,"94.9 (89.4, 100.5)"
284,Champhai,Mizoram,15,Diagnosed,63.8,44.7,82.9,Total,"63.8 (44.7, 82.9)"
285,Serchhip,Mizoram,15,Diagnosed,86.9,78.9,94.9,Total,"86.9 (78.9, 94.9)"
286,Lunglei,Mizoram,15,Diagnosed,68.1,47.6,88.6,Total,"68.1 (47.6, 88.6)"
287,Lawngtlai,Mizoram,15,Diagnosed,74,61.3,86.6,Total,"74 (61.3, 86.6)"
288,Saiha,Mizoram,15,Diagnosed,79.2,66.2,92.1,Total,"79.2 (66.2, 92.1)"
291,Dhalai,Tripura,16,Diagnosed,51,33,69.1,Total,"51 (33, 69.1)"
295,South Garo Hills,Meghalaya,17,Diagnosed,69.3,44.9,93.7,Total,"69.3 (44.9, 93.7)"
297,Ribhoi,Meghalaya,17,Diagnosed,61.4,47.8,74.9,Total,"61.4 (47.8, 74.9)"
298,East Khasi Hills,Meghalaya,17,Diagnosed,79.8,62,97.6,Total,"79.8 (62, 97.6)"
300,Kokrajhar,Assam,18,Diagnosed,83.7,67.6,99.8,Total,"83.7 (67.6, 99.8)"
302,Goalpara,Assam,18,Diagnosed,89.9,82,97.8,Total,"89.9 (82, 97.8)"
303,Barpeta,Assam,18,Diagnosed,73.7,62.5,85,Total,"73.7 (62.5, 85)"
304,Morigaon,Assam,18,Diagnosed,60,44.1,75.8,Total,"60 (44.1, 75.8)"
307,Lakhimpur,Assam,18,Diagnosed,85.6,73.6,97.5,Total,"85.6 (73.6, 97.5)"
308,Dhemaji,Assam,18,Diagnosed,47.1,33.1,61.1,Total,"47.1 (33.1, 61.1)"
309,Tinsukia,Assam,18,Diagnosed,77.1,63.8,90.4,Total,"77.1 (63.8, 90.4)"
310,Dibrugarh,Assam,18,Diagnosed,72.2,61.9,82.6,Total,"72.2 (61.9, 82.6)"
313,Golaghat,Assam,18,Diagnosed,77.1,64.5,89.7,Total,"77.1 (64.5, 89.7)"
315,Dima Hasao,Assam,18,Diagnosed,92.4,87,97.8,Total,"92.4 (87, 97.8)"
316,Cachar,Assam,18,Diagnosed,81,72,90.1,Total,"81 (72, 90.1)"
317,Karimganj,Assam,18,Diagnosed,76.8,65.4,88.1,Total,"76.8 (65.4, 88.1)"
318,Hailakandi,Assam,18,Diagnosed,71.7,57.4,86,Total,"71.7 (57.4, 86)"
319,Bongaigaon,Assam,18,Diagnosed,79,68.3,89.6,Total,"79 (68.3, 89.6)"
320,Chirang,Assam,18,Diagnosed,82.7,67.8,97.6,Total,"82.7 (67.8, 97.6)"
321,Kamrup,Assam,18,Diagnosed,72.5,61.4,83.6,Total,"72.5 (61.4, 83.6)"
322,Kamrup Metropolitan,Assam,18,Diagnosed,77.4,60.7,94.1,Total,"77.4 (60.7, 94.1)"
323,Nalbari,Assam,18,Diagnosed,75.1,65.8,84.4,Total,"75.1 (65.8, 84.4)"
324,Baksa,Assam,18,Diagnosed,64.2,49.6,78.8,Total,"64.2 (49.6, 78.8)"
325,Darrang,Assam,18,Diagnosed,76.9,66.4,87.5,Total,"76.9 (66.4, 87.5)"
326,Udalguri,Assam,18,Diagnosed,79.3,68.5,90.2,Total,"79.3 (68.5, 90.2)"
327,Darjiling,West Bengal,19,Diagnosed,68.9,54.1,83.8,Total,"68.9 (54.1, 83.8)"
328,Jalpaiguri,West Bengal,19,Diagnosed,74.4,52.8,96.1,Total,"74.4 (52.8, 96.1)"
329,Koch Bihar,West Bengal,19,Diagnosed,53.1,40.1,66.1,Total,"53.1 (40.1, 66.1)"
330,Uttar Dinajpur,West Bengal,19,Diagnosed,65.8,49.1,82.6,Total,"65.8 (49.1, 82.6)"
331,Dakshin Dinajpur,West Bengal,19,Diagnosed,62.3,44.3,80.3,Total,"62.3 (44.3, 80.3)"
332,Maldah,West Bengal,19,Diagnosed,59.7,46.4,73.1,Total,"59.7 (46.4, 73.1)"
333,Murshidabad,West Bengal,19,Diagnosed,68.6,57,80.2,Total,"68.6 (57, 80.2)"
334,Birbhum,West Bengal,19,Diagnosed,73.2,58.9,87.5,Total,"73.2 (58.9, 87.5)"
336,Nadia,West Bengal,19,Diagnosed,63.6,49.4,77.7,Total,"63.6 (49.4, 77.7)"
337,North Twenty Four Parganas,West Bengal,19,Diagnosed,49.6,35.9,63.4,Total,"49.6 (35.9, 63.4)"
338,Hugli,West Bengal,19,Diagnosed,69.9,58.7,81.2,Total,"69.9 (58.7, 81.2)"
339,Bankura,West Bengal,19,Diagnosed,62.1,48.3,75.9,Total,"62.1 (48.3, 75.9)"
340,Puruliya,West Bengal,19,Diagnosed,73.4,63.9,82.9,Total,"73.4 (63.9, 82.9)"
341,Haora,West Bengal,19,Diagnosed,66.7,52.7,80.7,Total,"66.7 (52.7, 80.7)"
342,Kolkata,West Bengal,19,Diagnosed,84.9,75.8,93.9,Total,"84.9 (75.8, 93.9)"
343,South Twenty Four Parganas,West Bengal,19,Diagnosed,75.9,65.4,86.4,Total,"75.9 (65.4, 86.4)"
344,Paschim Medinipur,West Bengal,19,Diagnosed,75.7,64.5,87,Total,"75.7 (64.5, 87)"
345,Purba Medinipur,West Bengal,19,Diagnosed,64.3,54.4,74.2,Total,"64.3 (54.4, 74.2)"
346,Garhwa,Jharkhand,20,Diagnosed,42.5,27,58,Total,"42.5 (27, 58)"
347,Chatra,Jharkhand,20,Diagnosed,59.2,47.2,71.2,Total,"59.2 (47.2, 71.2)"
348,Kodarma,Jharkhand,20,Diagnosed,69,50.3,87.7,Total,"69 (50.3, 87.7)"
349,Giridih,Jharkhand,20,Diagnosed,68.9,53,84.8,Total,"68.9 (53, 84.8)"
350,Deoghar,Jharkhand,20,Diagnosed,67.5,53.3,81.8,Total,"67.5 (53.3, 81.8)"
351,Godda,Jharkhand,20,Diagnosed,47.5,35,60,Total,"47.5 (35, 60)"
352,Sahibganj,Jharkhand,20,Diagnosed,67.7,46.6,88.9,Total,"67.7 (46.6, 88.9)"
353,Pakur,Jharkhand,20,Diagnosed,47.7,33.6,61.8,Total,"47.7 (33.6, 61.8)"
354,Dhanbad,Jharkhand,20,Diagnosed,71.9,58.5,85.3,Total,"71.9 (58.5, 85.3)"
355,Bokaro,Jharkhand,20,Diagnosed,75.3,63.6,87,Total,"75.3 (63.6, 87)"
356,Lohardaga,Jharkhand,20,Diagnosed,87,77.6,96.5,Total,"87 (77.6, 96.5)"
357,Purbi Singhbhum,Jharkhand,20,Diagnosed,63.3,46.2,80.4,Total,"63.3 (46.2, 80.4)"
358,Palamu,Jharkhand,20,Diagnosed,66.3,49.9,82.6,Total,"66.3 (49.9, 82.6)"
359,Latehar,Jharkhand,20,Diagnosed,70,59.4,80.5,Total,"70 (59.4, 80.5)"
360,Hazaribagh,Jharkhand,20,Diagnosed,70.9,55.2,86.6,Total,"70.9 (55.2, 86.6)"
361,Ramgarh,Jharkhand,20,Diagnosed,84.6,76,93.3,Total,"84.6 (76, 93.3)"
362,Dumka,Jharkhand,20,Diagnosed,79.3,66.2,92.4,Total,"79.3 (66.2, 92.4)"
363,Jamtara,Jharkhand,20,Diagnosed,80.4,66.8,94,Total,"80.4 (66.8, 94)"
364,Ranchi,Jharkhand,20,Diagnosed,73.4,60.7,86.2,Total,"73.4 (60.7, 86.2)"
365,Khunti,Jharkhand,20,Diagnosed,79.4,61,97.8,Total,"79.4 (61, 97.8)"
366,Gumla,Jharkhand,20,Diagnosed,94.1,88.3,99.9,Total,"94.1 (88.3, 99.9)"
367,Simdega,Jharkhand,20,Diagnosed,77.1,58.9,95.2,Total,"77.1 (58.9, 95.2)"
368,Pashchimi Singhbhum,Jharkhand,20,Diagnosed,83.5,68.7,98.3,Total,"83.5 (68.7, 98.3)"
369,Saraikela-Kharsawan,Jharkhand,20,Diagnosed,94.9,90.7,99.2,Total,"94.9 (90.7, 99.2)"
370,Bargarh,Odisha,21,Diagnosed,56.2,45.1,67.3,Total,"56.2 (45.1, 67.3)"
371,Jharsuguda,Odisha,21,Diagnosed,62.2,49.2,75.1,Total,"62.2 (49.2, 75.1)"
372,Sambalpur,Odisha,21,Diagnosed,82.4,71.4,93.3,Total,"82.4 (71.4, 93.3)"
373,Debagarh,Odisha,21,Diagnosed,68.5,51.3,85.8,Total,"68.5 (51.3, 85.8)"
374,Sundargarh,Odisha,21,Diagnosed,81.6,72.3,90.8,Total,"81.6 (72.3, 90.8)"
375,Kendujhar,Odisha,21,Diagnosed,72.3,62.8,81.8,Total,"72.3 (62.8, 81.8)"
376,Mayurbhanj,Odisha,21,Diagnosed,65.1,50.1,80,Total,"65.1 (50.1, 80)"
377,Baleshwar,Odisha,21,Diagnosed,66.6,51.1,82.1,Total,"66.6 (51.1, 82.1)"
378,Bhadrak,Odisha,21,Diagnosed,66.7,52,81.5,Total,"66.7 (52, 81.5)"
379,Kendrapara,Odisha,21,Diagnosed,77.9,67.1,88.7,Total,"77.9 (67.1, 88.7)"
380,Jagatsinghapur,Odisha,21,Diagnosed,89.9,85.3,94.4,Total,"89.9 (85.3, 94.4)"
381,Cuttack,Odisha,21,Diagnosed,83.4,74.3,92.4,Total,"83.4 (74.3, 92.4)"
382,Jajapur,Odisha,21,Diagnosed,80.9,72.4,89.4,Total,"80.9 (72.4, 89.4)"
383,Dhenkanal,Odisha,21,Diagnosed,54.3,42.6,66,Total,"54.3 (42.6, 66)"
384,Anugul,Odisha,21,Diagnosed,88.3,80,96.7,Total,"88.3 (80, 96.7)"
385,Nayagarh,Odisha,21,Diagnosed,53.9,43.4,64.4,Total,"53.9 (43.4, 64.4)"
386,Khordha,Odisha,21,Diagnosed,64.3,55.9,72.8,Total,"64.3 (55.9, 72.8)"
387,Puri,Odisha,21,Diagnosed,67.4,55.3,79.4,Total,"67.4 (55.3, 79.4)"
388,Ganjam,Odisha,21,Diagnosed,60.8,45.2,76.4,Total,"60.8 (45.2, 76.4)"
389,Gajapati,Odisha,21,Diagnosed,59.2,22,96.4,Total,"59.2 (22, 96.4)"
390,Kandhamal,Odisha,21,Diagnosed,47.5,31.5,63.5,Total,"47.5 (31.5, 63.5)"
391,Baudh,Odisha,21,Diagnosed,57.4,35,79.8,Total,"57.4 (35, 79.8)"
392,Subarnapur,Odisha,21,Diagnosed,54.2,37.9,70.4,Total,"54.2 (37.9, 70.4)"
393,Balangir,Odisha,21,Diagnosed,80.8,74.3,87.3,Total,"80.8 (74.3, 87.3)"
394,Nuapada,Odisha,21,Diagnosed,61.3,46.9,75.6,Total,"61.3 (46.9, 75.6)"
395,Kalahandi,Odisha,21,Diagnosed,41.1,27.7,54.5,Total,"41.1 (27.7, 54.5)"
396,Rayagada,Odisha,21,Diagnosed,47.2,30.7,63.6,Total,"47.2 (30.7, 63.6)"
397,Nabarangapur,Odisha,21,Diagnosed,43.7,23,64.5,Total,"43.7 (23, 64.5)"
398,Koraput,Odisha,21,Diagnosed,53.5,38.7,68.3,Total,"53.5 (38.7, 68.3)"
399,Malkangiri,Odisha,21,Diagnosed,77.8,67,88.6,Total,"77.8 (67, 88.6)"
400,Koriya,Chhattisgarh,22,Diagnosed,42.6,29.9,55.4,Total,"42.6 (29.9, 55.4)"
402,Jashpur,Chhattisgarh,22,Diagnosed,58.6,42.4,74.9,Total,"58.6 (42.4, 74.9)"
403,Raigarh,Chhattisgarh,22,Diagnosed,71.2,57.7,84.8,Total,"71.2 (57.7, 84.8)"
404,Korba,Chhattisgarh,22,Diagnosed,91.3,82.1,100.4,Total,"91.3 (82.1, 100.4)"
405,Janjgir-Champa,Chhattisgarh,22,Diagnosed,85.7,76,95.4,Total,"85.7 (76, 95.4)"
407,Kabeerdham,Chhattisgarh,22,Diagnosed,51,33.3,68.6,Total,"51 (33.3, 68.6)"
408,Rajnandgaon,Chhattisgarh,22,Diagnosed,58,40.2,75.8,Total,"58 (40.2, 75.8)"
411,Mahasamund,Chhattisgarh,22,Diagnosed,60.2,46.4,73.9,Total,"60.2 (46.4, 73.9)"
412,Dhamtari,Chhattisgarh,22,Diagnosed,74,58,90,Total,"74 (58, 90)"
413,Uttar Bastar Kanker,Chhattisgarh,22,Diagnosed,64,47.6,80.3,Total,"64 (47.6, 80.3)"
415,Narayanpur,Chhattisgarh,22,Diagnosed,30.1,18.6,41.6,Total,"30.1 (18.6, 41.6)"
417,Bijapur,Chhattisgarh,22,Diagnosed,34.1,18.2,50,Total,"34.1 (18.2, 50)"
418,Sheopur,Madhya Pradesh,23,Diagnosed,34.1,24.9,43.2,Total,"34.1 (24.9, 43.2)"
419,Morena,Madhya Pradesh,23,Diagnosed,56.5,44.4,68.5,Total,"56.5 (44.4, 68.5)"
420,Bhind,Madhya Pradesh,23,Diagnosed,65.3,47.3,83.3,Total,"65.3 (47.3, 83.3)"
421,Gwalior,Madhya Pradesh,23,Diagnosed,64.8,46.1,83.5,Total,"64.8 (46.1, 83.5)"
422,Datia,Madhya Pradesh,23,Diagnosed,44.7,31,58.3,Total,"44.7 (31, 58.3)"
423,Shivpuri,Madhya Pradesh,23,Diagnosed,50,30.7,69.3,Total,"50 (30.7, 69.3)"
424,Tikamgarh,Madhya Pradesh,23,Diagnosed,39.9,24.8,55,Total,"39.9 (24.8, 55)"
425,Chhatarpur,Madhya Pradesh,23,Diagnosed,54.7,37,72.4,Total,"54.7 (37, 72.4)"
426,Panna,Madhya Pradesh,23,Diagnosed,65.6,51.3,79.9,Total,"65.6 (51.3, 79.9)"
427,Sagar,Madhya Pradesh,23,Diagnosed,73.9,58.5,89.2,Total,"73.9 (58.5, 89.2)"
428,Damoh,Madhya Pradesh,23,Diagnosed,85.9,72.9,98.9,Total,"85.9 (72.9, 98.9)"
429,Satna,Madhya Pradesh,23,Diagnosed,59.1,40.8,77.5,Total,"59.1 (40.8, 77.5)"
430,Rewa,Madhya Pradesh,23,Diagnosed,49.9,35,64.9,Total,"49.9 (35, 64.9)"
431,Umaria,Madhya Pradesh,23,Diagnosed,74.5,61.5,87.6,Total,"74.5 (61.5, 87.6)"
432,Neemuch,Madhya Pradesh,23,Diagnosed,53.7,36.9,70.5,Total,"53.7 (36.9, 70.5)"
433,Mandsaur,Madhya Pradesh,23,Diagnosed,51.1,36.9,65.2,Total,"51.1 (36.9, 65.2)"
434,Ratlam,Madhya Pradesh,23,Diagnosed,48.3,30.7,66,Total,"48.3 (30.7, 66)"
435,Ujjain,Madhya Pradesh,23,Diagnosed,83.1,71.1,95,Total,"83.1 (71.1, 95)"
437,Dewas,Madhya Pradesh,23,Diagnosed,81.7,71.3,92.1,Total,"81.7 (71.3, 92.1)"
438,Dhar,Madhya Pradesh,23,Diagnosed,73.2,47.4,99,Total,"73.2 (47.4, 99)"
439,Indore,Madhya Pradesh,23,Diagnosed,82.1,71.4,92.8,Total,"82.1 (71.4, 92.8)"
440,Khargone (West Nimar),Madhya Pradesh,23,Diagnosed,75.4,54.1,96.6,Total,"75.4 (54.1, 96.6)"
441,Barwani,Madhya Pradesh,23,Diagnosed,71.2,56.5,85.8,Total,"71.2 (56.5, 85.8)"
442,Rajgarh,Madhya Pradesh,23,Diagnosed,85.4,77.7,93,Total,"85.4 (77.7, 93)"
443,Vidisha,Madhya Pradesh,23,Diagnosed,64.6,43.9,85.3,Total,"64.6 (43.9, 85.3)"
444,Bhopal,Madhya Pradesh,23,Diagnosed,60,27.1,93,Total,"60 (27.1, 93)"
445,Sehore,Madhya Pradesh,23,Diagnosed,80.4,68.7,92.1,Total,"80.4 (68.7, 92.1)"
446,Raisen,Madhya Pradesh,23,Diagnosed,94.6,87.9,101.2,Total,"94.6 (87.9, 101.2)"
447,Betul,Madhya Pradesh,23,Diagnosed,70.9,52.3,89.5,Total,"70.9 (52.3, 89.5)"
448,Harda,Madhya Pradesh,23,Diagnosed,69.4,56.2,82.5,Total,"69.4 (56.2, 82.5)"
449,Hoshangabad,Madhya Pradesh,23,Diagnosed,77.8,67.6,87.9,Total,"77.8 (67.6, 87.9)"
450,Katni,Madhya Pradesh,23,Diagnosed,31.4,14.8,48,Total,"31.4 (14.8, 48)"
451,Jabalpur,Madhya Pradesh,23,Diagnosed,25.3,16.7,33.9,Total,"25.3 (16.7, 33.9)"
452,Narsimhapur,Madhya Pradesh,23,Diagnosed,69.2,58.9,79.6,Total,"69.2 (58.9, 79.6)"
453,Dindori,Madhya Pradesh,23,Diagnosed,33.2,19.8,46.6,Total,"33.2 (19.8, 46.6)"
454,Mandla,Madhya Pradesh,23,Diagnosed,48.5,33.9,63.1,Total,"48.5 (33.9, 63.1)"
455,Chhindwara,Madhya Pradesh,23,Diagnosed,51.2,37,65.4,Total,"51.2 (37, 65.4)"
456,Seoni,Madhya Pradesh,23,Diagnosed,56,45.1,67,Total,"56 (45.1, 67)"
457,Balaghat,Madhya Pradesh,23,Diagnosed,50.1,29.6,70.5,Total,"50.1 (29.6, 70.5)"
458,Guna,Madhya Pradesh,23,Diagnosed,76.8,64.7,89,Total,"76.8 (64.7, 89)"
459,Ashoknagar,Madhya Pradesh,23,Diagnosed,41,26.6,55.5,Total,"41 (26.6, 55.5)"
460,Shahdol,Madhya Pradesh,23,Diagnosed,32.6,17.6,47.7,Total,"32.6 (17.6, 47.7)"
461,Anuppur,Madhya Pradesh,23,Diagnosed,49.3,32.9,65.7,Total,"49.3 (32.9, 65.7)"
462,Sidhi,Madhya Pradesh,23,Diagnosed,66,42.5,89.5,Total,"66 (42.5, 89.5)"
463,Singrauli,Madhya Pradesh,23,Diagnosed,24.5,10.4,38.6,Total,"24.5 (10.4, 38.6)"
464,Jhabua,Madhya Pradesh,23,Diagnosed,40,18.5,61.5,Total,"40 (18.5, 61.5)"
465,Alirajpur,Madhya Pradesh,23,Diagnosed,62.7,39.2,86.2,Total,"62.7 (39.2, 86.2)"
466,Khandwa (East Nimar),Madhya Pradesh,23,Diagnosed,53.7,36.2,71.1,Total,"53.7 (36.2, 71.1)"
467,Burhanpur,Madhya Pradesh,23,Diagnosed,84,70.9,97.1,Total,"84 (70.9, 97.1)"
468,Kachchh,Gujarat,24,Diagnosed,68.4,52.5,84.3,Total,"68.4 (52.5, 84.3)"
469,Banas Kantha,Gujarat,24,Diagnosed,61.2,46.7,75.7,Total,"61.2 (46.7, 75.7)"
470,Patan,Gujarat,24,Diagnosed,74.3,61.7,86.9,Total,"74.3 (61.7, 86.9)"
471,Mahesana,Gujarat,24,Diagnosed,60.8,46.5,75.1,Total,"60.8 (46.5, 75.1)"
473,Gandhinagar,Gujarat,24,Diagnosed,53.7,38.5,68.8,Total,"53.7 (38.5, 68.8)"
478,Porbandar,Gujarat,24,Diagnosed,85.6,78.3,92.9,Total,"85.6 (78.3, 92.9)"
480,Amreli,Gujarat,24,Diagnosed,74.6,65,84.2,Total,"74.6 (65, 84.2)"
482,Anand,Gujarat,24,Diagnosed,65.2,50.9,79.4,Total,"65.2 (50.9, 79.4)"
485,Dohad,Gujarat,24,Diagnosed,64.5,47.3,81.7,Total,"64.5 (47.3, 81.7)"
487,Narmada,Gujarat,24,Diagnosed,52.8,37.3,68.3,Total,"52.8 (37.3, 68.3)"
488,Bharuch,Gujarat,24,Diagnosed,61.2,52.8,69.5,Total,"61.2 (52.8, 69.5)"
489,The Dangs,Gujarat,24,Diagnosed,58.4,34.2,82.5,Total,"58.4 (34.2, 82.5)"
490,Navsari,Gujarat,24,Diagnosed,62,47,77,Total,"62 (47, 77)"
491,Valsad,Gujarat,24,Diagnosed,50.6,38.6,62.7,Total,"50.6 (38.6, 62.7)"
492,Surat,Gujarat,24,Diagnosed,58.4,42.1,74.7,Total,"58.4 (42.1, 74.7)"
493,Tapi,Gujarat,24,Diagnosed,48.7,31.8,65.7,Total,"48.7 (31.8, 65.7)"
494,Diu,Dadra & Nagar Haveli & Daman & Diu,25,Diagnosed,80,62.9,97,Total,"80 (62.9, 97)"
495,Daman,Dadra & Nagar Haveli & Daman & Diu,25,Diagnosed,45.4,32.5,58.3,Total,"45.4 (32.5, 58.3)"
496,Dadra & Nagar Haveli,Dadra & Nagar Haveli & Daman & Diu,25,Diagnosed,48.6,36.6,60.6,Total,"48.6 (36.6, 60.6)"
497,Nandurbar,Maharashtra,27,Diagnosed,62.2,46.2,78.2,Total,"62.2 (46.2, 78.2)"
498,Dhule,Maharashtra,27,Diagnosed,78.2,66.4,90,Total,"78.2 (66.4, 90)"
499,Jalgaon,Maharashtra,27,Diagnosed,55.9,42.7,69.1,Total,"55.9 (42.7, 69.1)"
500,Buldana,Maharashtra,27,Diagnosed,73.8,51.3,96.4,Total,"73.8 (51.3, 96.4)"
501,Akola,Maharashtra,27,Diagnosed,66,49.9,82,Total,"66 (49.9, 82)"
502,Washim,Maharashtra,27,Diagnosed,91.1,87.3,94.9,Total,"91.1 (87.3, 94.9)"
503,Amravati,Maharashtra,27,Diagnosed,50.7,36.1,65.2,Total,"50.7 (36.1, 65.2)"
504,Wardha,Maharashtra,27,Diagnosed,46.6,33.1,60.1,Total,"46.6 (33.1, 60.1)"
505,Nagpur,Maharashtra,27,Diagnosed,79.4,61,97.7,Total,"79.4 (61, 97.7)"
506,Bhandara,Maharashtra,27,Diagnosed,89.8,85.2,94.5,Total,"89.8 (85.2, 94.5)"
507,Gondiya,Maharashtra,27,Diagnosed,72.2,57.6,86.8,Total,"72.2 (57.6, 86.8)"
508,Gadchiroli,Maharashtra,27,Diagnosed,66.3,53.2,79.5,Total,"66.3 (53.2, 79.5)"
509,Chandrapur,Maharashtra,27,Diagnosed,76.7,64,89.3,Total,"76.7 (64, 89.3)"
510,Yavatmal,Maharashtra,27,Diagnosed,71.1,55.1,87,Total,"71.1 (55.1, 87)"
511,Nanded,Maharashtra,27,Diagnosed,63.1,49.5,76.7,Total,"63.1 (49.5, 76.7)"
512,Hingoli,Maharashtra,27,Diagnosed,60.7,44.3,77,Total,"60.7 (44.3, 77)"
513,Parbhani,Maharashtra,27,Diagnosed,71.6,56.3,87,Total,"71.6 (56.3, 87)"
514,Jalna,Maharashtra,27,Diagnosed,69.9,52.6,87.3,Total,"69.9 (52.6, 87.3)"
515,Aurangabad,Maharashtra,27,Diagnosed,71.2,51.1,91.4,Total,"71.2 (51.1, 91.4)"
516,Nashik,Maharashtra,27,Diagnosed,64.1,50.9,77.3,Total,"64.1 (50.9, 77.3)"
518,Mumbai Suburban,Maharashtra,27,Diagnosed,83.7,70.5,96.9,Total,"83.7 (70.5, 96.9)"
519,Mumbai,Maharashtra,27,Diagnosed,65,49.1,80.9,Total,"65 (49.1, 80.9)"
520,Raigarh,Maharashtra,27,Diagnosed,62.3,52,72.6,Total,"62.3 (52, 72.6)"
521,Pune,Maharashtra,27,Diagnosed,74.1,61.9,86.4,Total,"74.1 (61.9, 86.4)"
522,Ahmadnagar,Maharashtra,27,Diagnosed,72.7,61.3,84.2,Total,"72.7 (61.3, 84.2)"
523,Bid,Maharashtra,27,Diagnosed,67.1,53.6,80.7,Total,"67.1 (53.6, 80.7)"
524,Latur,Maharashtra,27,Diagnosed,76.8,63.7,89.9,Total,"76.8 (63.7, 89.9)"
525,Osmanabad,Maharashtra,27,Diagnosed,65.5,45.3,85.6,Total,"65.5 (45.3, 85.6)"
526,Solapur,Maharashtra,27,Diagnosed,53.4,40.7,66.1,Total,"53.4 (40.7, 66.1)"
527,Satara,Maharashtra,27,Diagnosed,57,40.9,73.1,Total,"57 (40.9, 73.1)"
528,Ratnagiri,Maharashtra,27,Diagnosed,72,57.6,86.3,Total,"72 (57.6, 86.3)"
529,Sindhudurg,Maharashtra,27,Diagnosed,66.3,54,78.7,Total,"66.3 (54, 78.7)"
530,Kolhapur,Maharashtra,27,Diagnosed,74.3,60.7,87.8,Total,"74.3 (60.7, 87.8)"
531,Sangli,Maharashtra,27,Diagnosed,73.5,62.5,84.5,Total,"73.5 (62.5, 84.5)"
542,Srikakulam,Andhra Pradesh,28,Diagnosed,84.9,77,92.8,Total,"84.9 (77, 92.8)"
543,Vizianagaram,Andhra Pradesh,28,Diagnosed,68.4,55,81.8,Total,"68.4 (55, 81.8)"
544,Visakhapatnam,Andhra Pradesh,28,Diagnosed,60.1,49.7,70.5,Total,"60.1 (49.7, 70.5)"
545,East Godavari,Andhra Pradesh,28,Diagnosed,66.4,57.2,75.6,Total,"66.4 (57.2, 75.6)"
546,West Godavari,Andhra Pradesh,28,Diagnosed,68,55.9,80,Total,"68 (55.9, 80)"
547,Krishna,Andhra Pradesh,28,Diagnosed,78,68.5,87.5,Total,"78 (68.5, 87.5)"
548,Guntur,Andhra Pradesh,28,Diagnosed,67,58.1,75.9,Total,"67 (58.1, 75.9)"
549,Prakasam,Andhra Pradesh,28,Diagnosed,63.8,54.7,72.9,Total,"63.8 (54.7, 72.9)"
550,Sri Potti Sriramulu Nellore,Andhra Pradesh,28,Diagnosed,65.6,54.6,76.6,Total,"65.6 (54.6, 76.6)"
551,Y.S.R.,Andhra Pradesh,28,Diagnosed,60,48.6,71.3,Total,"60 (48.6, 71.3)"
