state,n5_state,residence,variable,estimate,lci,uci,stratification,strata,est_ci,ST_NM
14,Manipur,Urban,Diabetes,5.7,3.2,8.2,caste,Schedule Caste,"5.7 (3.2, 8.2)",Manipur
14,Manipur,Urban,Diagnosed,4.5,2.6,6.4,caste,Schedule Caste,"4.5 (2.6, 6.4)",Manipur
14,Manipur,Urban,Treated,3.1,1.5,4.7,caste,Schedule Caste,"3.1 (1.5, 4.7)",Manipur
14,Manipur,Urban,Controlled,2.5,0.9,4,caste,Schedule Caste,"2.5 (0.9, 4)",Manipur
14,Manipur,Urban,Screened,44.6,38.7,50.6,caste,Schedule Tribe,"44.6 (38.7, 50.6)",Manipur
14,Manipur,Urban,Diabetes,7.9,4.9,10.9,caste,Schedule Tribe,"7.9 (4.9, 10.9)",Manipur
14,Manipur,Urban,Diagnosed,7.1,4.2,10,caste,Schedule Tribe,"7.1 (4.2, 10)",Manipur
14,Manipur,Urban,Treated,4.8,2.1,7.6,caste,Schedule Tribe,"4.8 (2.1, 7.6)",Manipur
14,Manipur,Urban,Controlled,4,2.2,5.9,caste,Schedule Tribe,"4 (2.2, 5.9)",Manipur
15,Mizoram,Rural,Screened,18.3,4.7,31.9,caste,General,"18.3 (4.7, 31.9)",Mizoram
15,Mizoram,Rural,Diabetes,3.4,-1.4,8.2,caste,General,"3.4 (-1.4, 8.2)",Mizoram
15,Mizoram,Rural,Diagnosed,1.2,-0.3,2.7,caste,General,"1.2 (-0.3, 2.7)",Mizoram
15,Mizoram,Rural,Treated,0.7,-0.4,1.7,caste,General,"0.7 (-0.4, 1.7)",Mizoram
15,Mizoram,Rural,Controlled,0.5,-0.6,1.7,caste,General,"0.5 (-0.6, 1.7)",Mizoram
15,Mizoram,Rural,Screened,6.7,1.8,11.6,caste,OBC,"6.7 (1.8, 11.6)",Mizoram
15,Mizoram,Rural,Diabetes,3.3,-1.5,8.2,caste,OBC,"3.3 (-1.5, 8.2)",Mizoram
15,Mizoram,Rural,Diagnosed,0.3,-0.3,0.9,caste,OBC,"0.3 (-0.3, 0.9)",Mizoram
15,Mizoram,Rural,Treated,0.3,-0.3,0.9,caste,OBC,"0.3 (-0.3, 0.9)",Mizoram
15,Mizoram,Rural,Controlled,0,0,0,caste,OBC,"0 (0, 0)",Mizoram
15,Mizoram,Rural,Screened,9.9,5.2,14.7,caste,Schedule Caste,"9.9 (5.2, 14.7)",Mizoram
15,Mizoram,Rural,Diabetes,1,-0.2,2.1,caste,Schedule Caste,"1 (-0.2, 2.1)",Mizoram
15,Mizoram,Rural,Diagnosed,0.2,-0.2,0.7,caste,Schedule Caste,"0.2 (-0.2, 0.7)",Mizoram
15,Mizoram,Rural,Treated,0.2,-0.2,0.7,caste,Schedule Caste,"0.2 (-0.2, 0.7)",Mizoram
15,Mizoram,Rural,Controlled,0,0,0,caste,Schedule Caste,"0 (0, 0)",Mizoram
15,Mizoram,Rural,Screened,27.5,23.6,31.4,caste,Schedule Tribe,"27.5 (23.6, 31.4)",Mizoram
15,Mizoram,Rural,Diabetes,3.9,3.1,4.7,caste,Schedule Tribe,"3.9 (3.1, 4.7)",Mizoram
15,Mizoram,Rural,Diagnosed,3.2,2.4,4,caste,Schedule Tribe,"3.2 (2.4, 4)",Mizoram
15,Mizoram,Rural,Treated,2,1.4,2.5,caste,Schedule Tribe,"2 (1.4, 2.5)",Mizoram
15,Mizoram,Rural,Controlled,2.2,1.6,2.8,caste,Schedule Tribe,"2.2 (1.6, 2.8)",Mizoram
15,Mizoram,Urban,Screened,33.6,8.6,58.6,caste,General,"33.6 (8.6, 58.6)",Mizoram
15,Mizoram,Urban,Diabetes,4.9,-2.9,12.7,caste,General,"4.9 (-2.9, 12.7)",Mizoram
15,Mizoram,Urban,Diagnosed,4.9,-2.9,12.7,caste,General,"4.9 (-2.9, 12.7)",Mizoram
15,Mizoram,Urban,Treated,4.9,-2.9,12.7,caste,General,"4.9 (-2.9, 12.7)",Mizoram
15,Mizoram,Urban,Controlled,2.6,-1.2,6.4,caste,General,"2.6 (-1.2, 6.4)",Mizoram
15,Mizoram,Urban,Screened,57,19.6,94.5,caste,OBC,"57 (19.6, 94.5)",Mizoram
15,Mizoram,Urban,Diabetes,4.7,-2.1,11.5,caste,OBC,"4.7 (-2.1, 11.5)",Mizoram
15,Mizoram,Urban,Diagnosed,4.7,-2.1,11.5,caste,OBC,"4.7 (-2.1, 11.5)",Mizoram
15,Mizoram,Urban,Treated,4.7,-2.1,11.5,caste,OBC,"4.7 (-2.1, 11.5)",Mizoram
15,Mizoram,Urban,Controlled,3.8,-2.8,10.4,caste,OBC,"3.8 (-2.8, 10.4)",Mizoram
15,Mizoram,Urban,Screened,48,30,66,caste,Schedule Caste,"48 (30, 66)",Mizoram
15,Mizoram,Urban,Diabetes,4.9,-0.2,9.9,caste,Schedule Caste,"4.9 (-0.2, 9.9)",Mizoram
15,Mizoram,Urban,Diagnosed,4.4,-0.6,9.4,caste,Schedule Caste,"4.4 (-0.6, 9.4)",Mizoram
15,Mizoram,Urban,Treated,4.4,-0.6,9.4,caste,Schedule Caste,"4.4 (-0.6, 9.4)",Mizoram
15,Mizoram,Urban,Controlled,1,-0.4,2.4,caste,Schedule Caste,"1 (-0.4, 2.4)",Mizoram
15,Mizoram,Urban,Screened,48.7,45.4,52,caste,Schedule Tribe,"48.7 (45.4, 52)",Mizoram
15,Mizoram,Urban,Diabetes,7,5.8,8.2,caste,Schedule Tribe,"7 (5.8, 8.2)",Mizoram
15,Mizoram,Urban,Diagnosed,6.4,5.3,7.5,caste,Schedule Tribe,"6.4 (5.3, 7.5)",Mizoram
15,Mizoram,Urban,Treated,4.6,3.7,5.5,caste,Schedule Tribe,"4.6 (3.7, 5.5)",Mizoram
15,Mizoram,Urban,Controlled,4.2,3.5,4.9,caste,Schedule Tribe,"4.2 (3.5, 4.9)",Mizoram
16,Tripura,Rural,Screened,33.3,28,38.5,caste,General,"33.3 (28, 38.5)",Tripura
16,Tripura,Rural,Diabetes,5.7,4.8,6.6,caste,General,"5.7 (4.8, 6.6)",Tripura
16,Tripura,Rural,Diagnosed,4.2,3.3,5,caste,General,"4.2 (3.3, 5)",Tripura
16,Tripura,Rural,Treated,2.6,2,3.2,caste,General,"2.6 (2, 3.2)",Tripura
16,Tripura,Rural,Controlled,2.2,1.6,2.8,caste,General,"2.2 (1.6, 2.8)",Tripura
16,Tripura,Rural,Screened,35.7,29,42.4,caste,OBC,"35.7 (29, 42.4)",Tripura
16,Tripura,Rural,Diabetes,6,4.7,7.2,caste,OBC,"6 (4.7, 7.2)",Tripura
16,Tripura,Rural,Diagnosed,4.7,3.5,5.9,caste,OBC,"4.7 (3.5, 5.9)",Tripura
16,Tripura,Rural,Treated,3.4,2.5,4.3,caste,OBC,"3.4 (2.5, 4.3)",Tripura
16,Tripura,Rural,Controlled,2.4,1.7,3.1,caste,OBC,"2.4 (1.7, 3.1)",Tripura
16,Tripura,Rural,Screened,31.5,27.7,35.4,caste,Schedule Caste,"31.5 (27.7, 35.4)",Tripura
16,Tripura,Rural,Diabetes,4.3,3.6,5.1,caste,Schedule Caste,"4.3 (3.6, 5.1)",Tripura
16,Tripura,Rural,Diagnosed,3.2,2.6,3.9,caste,Schedule Caste,"3.2 (2.6, 3.9)",Tripura
16,Tripura,Rural,Treated,1.6,1.1,2.1,caste,Schedule Caste,"1.6 (1.1, 2.1)",Tripura
16,Tripura,Rural,Controlled,2,1.4,2.6,caste,Schedule Caste,"2 (1.4, 2.6)",Tripura
16,Tripura,Rural,Screened,24.2,19.5,28.8,caste,Schedule Tribe,"24.2 (19.5, 28.8)",Tripura
16,Tripura,Rural,Diabetes,2.5,2,3.1,caste,Schedule Tribe,"2.5 (2, 3.1)",Tripura
16,Tripura,Rural,Diagnosed,1.5,1.1,2,caste,Schedule Tribe,"1.5 (1.1, 2)",Tripura
16,Tripura,Rural,Treated,0.7,0.5,1,caste,Schedule Tribe,"0.7 (0.5, 1)",Tripura
16,Tripura,Rural,Controlled,0.9,0.6,1.2,caste,Schedule Tribe,"0.9 (0.6, 1.2)",Tripura
16,Tripura,Urban,Screened,45.3,38.8,51.7,caste,General,"45.3 (38.8, 51.7)",Tripura
16,Tripura,Urban,Diabetes,9.8,7.6,12,caste,General,"9.8 (7.6, 12)",Tripura
16,Tripura,Urban,Diagnosed,7.3,5.2,9.3,caste,General,"7.3 (5.2, 9.3)",Tripura
16,Tripura,Urban,Treated,6.3,4.1,8.4,caste,General,"6.3 (4.1, 8.4)",Tripura
16,Tripura,Urban,Controlled,4,2.7,5.3,caste,General,"4 (2.7, 5.3)",Tripura
16,Tripura,Urban,Screened,40.7,33.7,47.8,caste,OBC,"40.7 (33.7, 47.8)",Tripura
16,Tripura,Urban,Diabetes,9,7,11.1,caste,OBC,"9 (7, 11.1)",Tripura
16,Tripura,Urban,Diagnosed,6.9,4.5,9.2,caste,OBC,"6.9 (4.5, 9.2)",Tripura
16,Tripura,Urban,Treated,5.4,3.4,7.5,caste,OBC,"5.4 (3.4, 7.5)",Tripura
16,Tripura,Urban,Controlled,4.2,2.5,5.9,caste,OBC,"4.2 (2.5, 5.9)",Tripura
16,Tripura,Urban,Screened,41.8,34.9,48.7,caste,Schedule Caste,"41.8 (34.9, 48.7)",Tripura
16,Tripura,Urban,Diabetes,5.8,3.9,7.7,caste,Schedule Caste,"5.8 (3.9, 7.7)",Tripura
16,Tripura,Urban,Diagnosed,4.1,2.3,6,caste,Schedule Caste,"4.1 (2.3, 6)",Tripura
16,Tripura,Urban,Treated,3.2,1.7,4.8,caste,Schedule Caste,"3.2 (1.7, 4.8)",Tripura
16,Tripura,Urban,Controlled,2.3,0.7,4,caste,Schedule Caste,"2.3 (0.7, 4)",Tripura
16,Tripura,Urban,Screened,35.3,24.8,45.9,caste,Schedule Tribe,"35.3 (24.8, 45.9)",Tripura
16,Tripura,Urban,Diabetes,2.8,-1.6,7.3,caste,Schedule Tribe,"2.8 (-1.6, 7.3)",Tripura
16,Tripura,Urban,Diagnosed,2.8,-1.6,7.3,caste,Schedule Tribe,"2.8 (-1.6, 7.3)",Tripura
16,Tripura,Urban,Treated,1.7,-1.1,4.6,caste,Schedule Tribe,"1.7 (-1.1, 4.6)",Tripura
16,Tripura,Urban,Controlled,2.5,-1.9,6.9,caste,Schedule Tribe,"2.5 (-1.9, 6.9)",Tripura
17,Meghalaya,Rural,Screened,10.5,4.5,16.6,caste,General,"10.5 (4.5, 16.6)",Meghalaya
17,Meghalaya,Rural,Diabetes,1.3,0.3,2.3,caste,General,"1.3 (0.3, 2.3)",Meghalaya
17,Meghalaya,Rural,Diagnosed,0.5,0,1,caste,General,"0.5 (0, 1)",Meghalaya
17,Meghalaya,Rural,Treated,0.5,0,1,caste,General,"0.5 (0, 1)",Meghalaya
17,Meghalaya,Rural,Controlled,0.5,-0,1,caste,General,"0.5 (0, 1)",Meghalaya
17,Meghalaya,Rural,Screened,20.7,4.6,36.8,caste,OBC,"20.7 (4.6, 36.8)",Meghalaya
17,Meghalaya,Rural,Diabetes,3.3,-0.3,7,caste,OBC,"3.3 (-0.3, 7)",Meghalaya
17,Meghalaya,Rural,Diagnosed,2,-0.5,4.5,caste,OBC,"2 (-0.5, 4.5)",Meghalaya
17,Meghalaya,Rural,Treated,2,-0.5,4.5,caste,OBC,"2 (-0.5, 4.5)",Meghalaya
17,Meghalaya,Rural,Controlled,1.3,-1.1,3.7,caste,OBC,"1.3 (-1.1, 3.7)",Meghalaya
17,Meghalaya,Rural,Screened,9.4,3.7,15.1,caste,Schedule Caste,"9.4 (3.7, 15.1)",Meghalaya
17,Meghalaya,Rural,Diabetes,1.2,-0.2,2.6,caste,Schedule Caste,"1.2 (-0.2, 2.6)",Meghalaya
17,Meghalaya,Rural,Diagnosed,0.7,-0.3,1.7,caste,Schedule Caste,"0.7 (-0.3, 1.7)",Meghalaya
17,Meghalaya,Rural,Treated,0.4,-0.4,1.2,caste,Schedule Caste,"0.4 (-0.4, 1.2)",Meghalaya
17,Meghalaya,Rural,Controlled,0.3,-0.3,0.9,caste,Schedule Caste,"0.3 (-0.3, 0.9)",Meghalaya
17,Meghalaya,Rural,Screened,12.5,10.6,14.4,caste,Schedule Tribe,"12.5 (10.6, 14.4)",Meghalaya
17,Meghalaya,Rural,Diabetes,2.2,1.7,2.6,caste,Schedule Tribe,"2.2 (1.7, 2.6)",Meghalaya
17,Meghalaya,Rural,Diagnosed,1.6,1.2,2.1,caste,Schedule Tribe,"1.6 (1.2, 2.1)",Meghalaya
17,Meghalaya,Rural,Treated,0.8,0.5,1.2,caste,Schedule Tribe,"0.8 (0.5, 1.2)",Meghalaya
17,Meghalaya,Rural,Controlled,1.2,0.8,1.5,caste,Schedule Tribe,"1.2 (0.8, 1.5)",Meghalaya
17,Meghalaya,Urban,Screened,37.3,28,46.5,caste,General,"37.3 (28, 46.5)",Meghalaya
17,Meghalaya,Urban,Diabetes,7.8,3.9,11.8,caste,General,"7.8 (3.9, 11.8)",Meghalaya
17,Meghalaya,Urban,Diagnosed,5.5,2.3,8.7,caste,General,"5.5 (2.3, 8.7)",Meghalaya
17,Meghalaya,Urban,Treated,4.3,1.1,7.5,caste,General,"4.3 (1.1, 7.5)",Meghalaya
17,Meghalaya,Urban,Controlled,3.9,1.5,6.2,caste,General,"3.9 (1.5, 6.2)",Meghalaya
17,Meghalaya,Urban,Screened,32,-15.3,79.3,caste,OBC,"32 (-15.3, 79.3)",Meghalaya
17,Meghalaya,Urban,Diabetes,0,0,0,caste,OBC,"0 (0, 0)",Meghalaya
17,Meghalaya,Urban,Diagnosed,0,0,0,caste,OBC,"0 (0, 0)",Meghalaya
17,Meghalaya,Urban,Treated,0,0,0,caste,OBC,"0 (0, 0)",Meghalaya
17,Meghalaya,Urban,Controlled,0,0,0,caste,OBC,"0 (0, 0)",Meghalaya
17,Meghalaya,Urban,Screened,59,36.4,81.6,caste,Schedule Caste,"59 (36.4, 81.6)",Meghalaya
17,Meghalaya,Urban,Diabetes,5.5,-0.2,11.2,caste,Schedule Caste,"5.5 (-0.2, 11.2)",Meghalaya
17,Meghalaya,Urban,Diagnosed,5.1,-0.2,10.3,caste,Schedule Caste,"5.1 (-0.2, 10.3)",Meghalaya
17,Meghalaya,Urban,Treated,4.7,-0.3,9.6,caste,Schedule Caste,"4.7 (-0.3, 9.6)",Meghalaya
17,Meghalaya,Urban,Controlled,1.2,-0.3,2.7,caste,Schedule Caste,"1.2 (-0.3, 2.7)",Meghalaya
17,Meghalaya,Urban,Screened,33.3,26.4,40.2,caste,Schedule Tribe,"33.3 (26.4, 40.2)",Meghalaya
17,Meghalaya,Urban,Diabetes,5.5,4.4,6.7,caste,Schedule Tribe,"5.5 (4.4, 6.7)",Meghalaya
17,Meghalaya,Urban,Diagnosed,4.7,3.5,5.9,caste,Schedule Tribe,"4.7 (3.5, 5.9)",Meghalaya
17,Meghalaya,Urban,Treated,3.2,2,4.3,caste,Schedule Tribe,"3.2 (2, 4.3)",Meghalaya
17,Meghalaya,Urban,Controlled,3.4,2.1,4.6,caste,Schedule Tribe,"3.4 (2.1, 4.6)",Meghalaya
18,Assam,Rural,Screened,28,25.7,30.4,caste,General,"28 (25.7, 30.4)",Assam
18,Assam,Rural,Diabetes,4.4,3.9,4.8,caste,General,"4.4 (3.9, 4.8)",Assam
18,Assam,Rural,Diagnosed,3.3,2.9,3.7,caste,General,"3.3 (2.9, 3.7)",Assam
18,Assam,Rural,Treated,2.1,1.8,2.4,caste,General,"2.1 (1.8, 2.4)",Assam
18,Assam,Rural,Controlled,2,1.7,2.3,caste,General,"2 (1.7, 2.3)",Assam
18,Assam,Rural,Screened,33.2,30.5,36,caste,OBC,"33.2 (30.5, 36)",Assam
18,Assam,Rural,Diabetes,3.9,3.5,4.4,caste,OBC,"3.9 (3.5, 4.4)",Assam
18,Assam,Rural,Diagnosed,3.1,2.6,3.5,caste,OBC,"3.1 (2.6, 3.5)",Assam
18,Assam,Rural,Treated,1.8,1.5,2.1,caste,OBC,"1.8 (1.5, 2.1)",Assam
18,Assam,Rural,Controlled,1.8,1.5,2.1,caste,OBC,"1.8 (1.5, 2.1)",Assam
18,Assam,Rural,Screened,26.9,23.8,30,caste,Schedule Caste,"26.9 (23.8, 30)",Assam
18,Assam,Rural,Diabetes,3.7,2.9,4.4,caste,Schedule Caste,"3.7 (2.9, 4.4)",Assam
18,Assam,Rural,Diagnosed,3,2.3,3.8,caste,Schedule Caste,"3 (2.3, 3.8)",Assam
18,Assam,Rural,Treated,1.8,1.3,2.3,caste,Schedule Caste,"1.8 (1.3, 2.3)",Assam
18,Assam,Rural,Controlled,2,1.5,2.6,caste,Schedule Caste,"2 (1.5, 2.6)",Assam
18,Assam,Rural,Screened,29.7,26.7,32.7,caste,Schedule Tribe,"29.7 (26.7, 32.7)",Assam
18,Assam,Rural,Diabetes,2.6,2.1,3.1,caste,Schedule Tribe,"2.6 (2.1, 3.1)",Assam
18,Assam,Rural,Diagnosed,1.9,1.5,2.4,caste,Schedule Tribe,"1.9 (1.5, 2.4)",Assam
18,Assam,Rural,Treated,1,0.7,1.3,caste,Schedule Tribe,"1 (0.7, 1.3)",Assam
18,Assam,Rural,Controlled,1.4,1,1.8,caste,Schedule Tribe,"1.4 (1, 1.8)",Assam
18,Assam,Urban,Screened,48.2,43.3,53,caste,General,"48.2 (43.3, 53)",Assam
18,Assam,Urban,Diabetes,8.9,7.7,10,caste,General,"8.9 (7.7, 10)",Assam
18,Assam,Urban,Diagnosed,7.2,6,8.3,caste,General,"7.2 (6, 8.3)",Assam
18,Assam,Urban,Treated,4.9,4,5.8,caste,General,"4.9 (4, 5.8)",Assam
18,Assam,Urban,Controlled,4.1,3.2,5.1,caste,General,"4.1 (3.2, 5.1)",Assam
18,Assam,Urban,Screened,48.2,42.1,54.3,caste,OBC,"48.2 (42.1, 54.3)",Assam
18,Assam,Urban,Diabetes,7.9,5.9,9.9,caste,OBC,"7.9 (5.9, 9.9)",Assam
18,Assam,Urban,Diagnosed,6.4,4.6,8.1,caste,OBC,"6.4 (4.6, 8.1)",Assam
18,Assam,Urban,Treated,4.5,3.2,5.7,caste,OBC,"4.5 (3.2, 5.7)",Assam
18,Assam,Urban,Controlled,3.9,2.7,5,caste,OBC,"3.9 (2.7, 5)",Assam
18,Assam,Urban,Screened,38.5,31.5,45.4,caste,Schedule Caste,"38.5 (31.5, 45.4)",Assam
18,Assam,Urban,Diabetes,5,3.5,6.5,caste,Schedule Caste,"5 (3.5, 6.5)",Assam
18,Assam,Urban,Diagnosed,3.7,2.5,4.9,caste,Schedule Caste,"3.7 (2.5, 4.9)",Assam
18,Assam,Urban,Treated,2.7,1.7,3.7,caste,Schedule Caste,"2.7 (1.7, 3.7)",Assam
18,Assam,Urban,Controlled,2.3,1.5,3.2,caste,Schedule Caste,"2.3 (1.5, 3.2)",Assam
18,Assam,Urban,Screened,49.9,42.1,57.7,caste,Schedule Tribe,"49.9 (42.1, 57.7)",Assam
18,Assam,Urban,Diabetes,6.6,4.5,8.8,caste,Schedule Tribe,"6.6 (4.5, 8.8)",Assam
18,Assam,Urban,Diagnosed,5.6,3.5,7.7,caste,Schedule Tribe,"5.6 (3.5, 7.7)",Assam
18,Assam,Urban,Treated,3.2,2,4.4,caste,Schedule Tribe,"3.2 (2, 4.4)",Assam
18,Assam,Urban,Controlled,4.4,2.4,6.4,caste,Schedule Tribe,"4.4 (2.4, 6.4)",Assam
19,West Bengal,Rural,Screened,25.4,23.7,27.1,caste,General,"25.4 (23.7, 27.1)",West Bengal
19,West Bengal,Rural,Diabetes,5,4.5,5.4,caste,General,"5 (4.5, 5.4)",West Bengal
19,West Bengal,Rural,Diagnosed,3.3,2.9,3.7,caste,General,"3.3 (2.9, 3.7)",West Bengal
19,West Bengal,Rural,Treated,2.5,2.1,2.8,caste,General,"2.5 (2.1, 2.8)",West Bengal
19,West Bengal,Rural,Controlled,1.6,1.4,1.9,caste,General,"1.6 (1.4, 1.9)",West Bengal
19,West Bengal,Rural,Screened,22.5,19.7,25.3,caste,OBC,"22.5 (19.7, 25.3)",West Bengal
19,West Bengal,Rural,Diabetes,4.9,4,5.7,caste,OBC,"4.9 (4, 5.7)",West Bengal
19,West Bengal,Rural,Diagnosed,2.8,2.1,3.4,caste,OBC,"2.8 (2.1, 3.4)",West Bengal
19,West Bengal,Rural,Treated,2.1,1.5,2.7,caste,OBC,"2.1 (1.5, 2.7)",West Bengal
19,West Bengal,Rural,Controlled,1.6,1.1,2,caste,OBC,"1.6 (1.1, 2)",West Bengal
19,West Bengal,Rural,Screened,20.4,18.3,22.5,caste,Schedule Caste,"20.4 (18.3, 22.5)",West Bengal
19,West Bengal,Rural,Diabetes,3.7,3.2,4.2,caste,Schedule Caste,"3.7 (3.2, 4.2)",West Bengal
19,West Bengal,Rural,Diagnosed,2.6,2.1,3,caste,Schedule Caste,"2.6 (2.1, 3)",West Bengal
19,West Bengal,Rural,Treated,1.8,1.4,2.2,caste,Schedule Caste,"1.8 (1.4, 2.2)",West Bengal
19,West Bengal,Rural,Controlled,1.4,1.1,1.7,caste,Schedule Caste,"1.4 (1.1, 1.7)",West Bengal
19,West Bengal,Rural,Screened,13.6,11,16.1,caste,Schedule Tribe,"13.6 (11, 16.1)",West Bengal
19,West Bengal,Rural,Diabetes,2.3,1.6,3,caste,Schedule Tribe,"2.3 (1.6, 3)",West Bengal
19,West Bengal,Rural,Diagnosed,1.3,0.8,1.9,caste,Schedule Tribe,"1.3 (0.8, 1.9)",West Bengal
19,West Bengal,Rural,Treated,0.8,0.5,1.2,caste,Schedule Tribe,"0.8 (0.5, 1.2)",West Bengal
19,West Bengal,Rural,Controlled,0.8,0.4,1.2,caste,Schedule Tribe,"0.8 (0.4, 1.2)",West Bengal
19,West Bengal,Urban,Screened,39.1,35.5,42.7,caste,General,"39.1 (35.5, 42.7)",West Bengal
19,West Bengal,Urban,Diabetes,6.7,5.8,7.5,caste,General,"6.7 (5.8, 7.5)",West Bengal
19,West Bengal,Urban,Diagnosed,5.1,4.3,5.9,caste,General,"5.1 (4.3, 5.9)",West Bengal
19,West Bengal,Urban,Treated,4.3,3.6,5,caste,General,"4.3 (3.6, 5)",West Bengal
19,West Bengal,Urban,Controlled,2.7,2.2,3.2,caste,General,"2.7 (2.2, 3.2)",West Bengal
19,West Bengal,Urban,Screened,29.7,24.9,34.5,caste,OBC,"29.7 (24.9, 34.5)",West Bengal
19,West Bengal,Urban,Diabetes,6.8,5.1,8.5,caste,OBC,"6.8 (5.1, 8.5)",West Bengal
19,West Bengal,Urban,Diagnosed,4.9,3.4,6.4,caste,OBC,"4.9 (3.4, 6.4)",West Bengal
19,West Bengal,Urban,Treated,4.3,3,5.7,caste,OBC,"4.3 (3, 5.7)",West Bengal
19,West Bengal,Urban,Controlled,3.4,2.1,4.8,caste,OBC,"3.4 (2.1, 4.8)",West Bengal
19,West Bengal,Urban,Screened,27.7,23.3,32.2,caste,Schedule Caste,"27.7 (23.3, 32.2)",West Bengal
19,West Bengal,Urban,Diabetes,4.7,3.7,5.8,caste,Schedule Caste,"4.7 (3.7, 5.8)",West Bengal
19,West Bengal,Urban,Diagnosed,3.4,2.5,4.2,caste,Schedule Caste,"3.4 (2.5, 4.2)",West Bengal
19,West Bengal,Urban,Treated,2.8,2,3.5,caste,Schedule Caste,"2.8 (2, 3.5)",West Bengal
19,West Bengal,Urban,Controlled,1.6,1.1,2.2,caste,Schedule Caste,"1.6 (1.1, 2.2)",West Bengal
19,West Bengal,Urban,Screened,32.2,23.1,41.3,caste,Schedule Tribe,"32.2 (23.1, 41.3)",West Bengal
19,West Bengal,Urban,Diabetes,6.7,2.8,10.6,caste,Schedule Tribe,"6.7 (2.8, 10.6)",West Bengal
19,West Bengal,Urban,Diagnosed,4.4,1.2,7.7,caste,Schedule Tribe,"4.4 (1.2, 7.7)",West Bengal
19,West Bengal,Urban,Treated,3.5,0.8,6.1,caste,Schedule Tribe,"3.5 (0.8, 6.1)",West Bengal
19,West Bengal,Urban,Controlled,1.9,0.3,3.5,caste,Schedule Tribe,"1.9 (0.3, 3.5)",West Bengal
20,Jharkhand,Rural,Screened,24.3,21.2,27.4,caste,General,"24.3 (21.2, 27.4)",Jharkhand
20,Jharkhand,Rural,Diabetes,6.7,5.3,8,caste,General,"6.7 (5.3, 8)",Jharkhand
20,Jharkhand,Rural,Diagnosed,5.1,3.8,6.3,caste,General,"5.1 (3.8, 6.3)",Jharkhand
20,Jharkhand,Rural,Treated,2.5,1.8,3.2,caste,General,"2.5 (1.8, 3.2)",Jharkhand
20,Jharkhand,Rural,Controlled,3.3,2.2,4.3,caste,General,"3.3 (2.2, 4.3)",Jharkhand
20,Jharkhand,Rural,Screened,19,17.1,21,caste,OBC,"19 (17.1, 21)",Jharkhand
20,Jharkhand,Rural,Diabetes,5,4.3,5.7,caste,OBC,"5 (4.3, 5.7)",Jharkhand
20,Jharkhand,Rural,Diagnosed,3.5,2.8,4.2,caste,OBC,"3.5 (2.8, 4.2)",Jharkhand
20,Jharkhand,Rural,Treated,1.5,1.3,1.7,caste,OBC,"1.5 (1.3, 1.7)",Jharkhand
20,Jharkhand,Rural,Controlled,2.6,2,3.3,caste,OBC,"2.6 (2, 3.3)",Jharkhand
20,Jharkhand,Rural,Screened,13.7,12,15.4,caste,Schedule Caste,"13.7 (12, 15.4)",Jharkhand
20,Jharkhand,Rural,Diabetes,3.6,2.9,4.4,caste,Schedule Caste,"3.6 (2.9, 4.4)",Jharkhand
20,Jharkhand,Rural,Diagnosed,2.8,2,3.5,caste,Schedule Caste,"2.8 (2, 3.5)",Jharkhand
20,Jharkhand,Rural,Treated,0.8,0.5,1,caste,Schedule Caste,"0.8 (0.5, 1)",Jharkhand
20,Jharkhand,Rural,Controlled,2.2,1.5,2.9,caste,Schedule Caste,"2.2 (1.5, 2.9)",Jharkhand
20,Jharkhand,Rural,Screened,13.1,10.9,15.2,caste,Schedule Tribe,"13.1 (10.9, 15.2)",Jharkhand
20,Jharkhand,Rural,Diabetes,2.4,1.8,3,caste,Schedule Tribe,"2.4 (1.8, 3)",Jharkhand
20,Jharkhand,Rural,Diagnosed,1.7,1.2,2.3,caste,Schedule Tribe,"1.7 (1.2, 2.3)",Jharkhand
20,Jharkhand,Rural,Treated,0.4,0.2,0.5,caste,Schedule Tribe,"0.4 (0.2, 0.5)",Jharkhand
20,Jharkhand,Rural,Controlled,1.5,0.9,2.1,caste,Schedule Tribe,"1.5 (0.9, 2.1)",Jharkhand
20,Jharkhand,Urban,Screened,47.1,41.9,52.3,caste,General,"47.1 (41.9, 52.3)",Jharkhand
20,Jharkhand,Urban,Diabetes,11.2,8.7,13.7,caste,General,"11.2 (8.7, 13.7)",Jharkhand
20,Jharkhand,Urban,Diagnosed,9.8,7.5,12.1,caste,General,"9.8 (7.5, 12.1)",Jharkhand
20,Jharkhand,Urban,Treated,5.3,4.1,6.6,caste,General,"5.3 (4.1, 6.6)",Jharkhand
20,Jharkhand,Urban,Controlled,6.6,4.5,8.6,caste,General,"6.6 (4.5, 8.6)",Jharkhand
20,Jharkhand,Urban,Screened,38,34.4,41.6,caste,OBC,"38 (34.4, 41.6)",Jharkhand
20,Jharkhand,Urban,Diabetes,7.7,6.5,9,caste,OBC,"7.7 (6.5, 9)",Jharkhand
20,Jharkhand,Urban,Diagnosed,6.2,5,7.3,caste,OBC,"6.2 (5, 7.3)",Jharkhand
20,Jharkhand,Urban,Treated,3.3,2.7,3.8,caste,OBC,"3.3 (2.7, 3.8)",Jharkhand
20,Jharkhand,Urban,Controlled,4.1,3,5.2,caste,OBC,"4.1 (3, 5.2)",Jharkhand
