REGCODE,REGNAME,n5_state,v024,variable,estimate,lci,uci,strata,est_ci
352,Sahibganj,Jharkhand,20,Treated,1.7,0.8,2.7,Male,"1.7 (0.8, 2.7)"
352,Sahibganj,Jharkhand,20,Controlled,2,0.7,3.3,Male,"2 (0.7, 3.3)"
353,Pakur,Jharkhand,20,Screened,13.2,9.2,17.1,Female,"13.2 (9.2, 17.1)"
353,Pakur,Jharkhand,20,Diabetes,2.9,1.8,4,Female,"2.9 (1.8, 4)"
353,Pakur,Jharkhand,20,Diagnosed,1.2,0.6,1.8,Female,"1.2 (0.6, 1.8)"
353,Pakur,Jharkhand,20,Treated,0.8,0.3,1.4,Female,"0.8 (0.3, 1.4)"
353,Pakur,Jharkhand,20,Controlled,0.5,0.1,1,Female,"0.5 (0.1, 1)"
353,Pakur,Jharkhand,20,Screened,13.3,9.9,16.6,Male,"13.3 (9.9, 16.6)"
353,Pakur,Jharkhand,20,Diabetes,5,3.3,6.8,Male,"5 (3.3, 6.8)"
353,Pakur,Jharkhand,20,Diagnosed,2.8,1.4,4.2,Male,"2.8 (1.4, 4.2)"
353,Pakur,Jharkhand,20,Treated,2.2,0.9,3.5,Male,"2.2 (0.9, 3.5)"
353,Pakur,Jharkhand,20,Controlled,1.3,0.3,2.3,Male,"1.3 (0.3, 2.3)"
354,Dhanbad,Jharkhand,20,Screened,23.8,18.3,29.3,Female,"23.8 (18.3, 29.3)"
354,Dhanbad,Jharkhand,20,Diabetes,7.6,5.4,9.8,Female,"7.6 (5.4, 9.8)"
354,Dhanbad,Jharkhand,20,Diagnosed,5.9,3.7,8.1,Female,"5.9 (3.7, 8.1)"
354,Dhanbad,Jharkhand,20,Treated,2.8,1.8,3.8,Female,"2.8 (1.8, 3.8)"
354,Dhanbad,Jharkhand,20,Controlled,4.3,2.4,6.3,Female,"4.3 (2.4, 6.3)"
354,Dhanbad,Jharkhand,20,Screened,23.3,18.2,28.4,Male,"23.3 (18.2, 28.4)"
354,Dhanbad,Jharkhand,20,Diabetes,7.9,5.7,10.1,Male,"7.9 (5.7, 10.1)"
354,Dhanbad,Jharkhand,20,Diagnosed,5.4,3.3,7.5,Male,"5.4 (3.3, 7.5)"
354,Dhanbad,Jharkhand,20,Treated,3,1.9,4,Male,"3 (1.9, 4)"
354,Dhanbad,Jharkhand,20,Controlled,3.9,2,5.8,Male,"3.9 (2, 5.8)"
355,Bokaro,Jharkhand,20,Screened,28.1,20.4,35.9,Female,"28.1 (20.4, 35.9)"
355,Bokaro,Jharkhand,20,Diabetes,6,4.1,7.8,Female,"6 (4.1, 7.8)"
355,Bokaro,Jharkhand,20,Diagnosed,4.6,3,6.3,Female,"4.6 (3, 6.3)"
355,Bokaro,Jharkhand,20,Treated,2.4,1.3,3.6,Female,"2.4 (1.3, 3.6)"
355,Bokaro,Jharkhand,20,Controlled,2.8,1.6,4,Female,"2.8 (1.6, 4)"
355,Bokaro,Jharkhand,20,Screened,28,21.5,34.4,Male,"28 (21.5, 34.4)"
355,Bokaro,Jharkhand,20,Diabetes,7.1,5.1,9.1,Male,"7.1 (5.1, 9.1)"
355,Bokaro,Jharkhand,20,Diagnosed,5.5,3.6,7.3,Male,"5.5 (3.6, 7.3)"
355,Bokaro,Jharkhand,20,Treated,2.1,1.1,3,Male,"2.1 (1.1, 3)"
355,Bokaro,Jharkhand,20,Controlled,3.8,2.2,5.5,Male,"3.8 (2.2, 5.5)"
356,Lohardaga,Jharkhand,20,Screened,27,21,32.9,Female,"27 (21, 32.9)"
356,Lohardaga,Jharkhand,20,Diabetes,3.3,2.1,4.5,Female,"3.3 (2.1, 4.5)"
356,Lohardaga,Jharkhand,20,Diagnosed,2.9,1.8,3.9,Female,"2.9 (1.8, 3.9)"
356,Lohardaga,Jharkhand,20,Treated,1.4,0.7,2,Female,"1.4 (0.7, 2)"
356,Lohardaga,Jharkhand,20,Controlled,2,1.2,2.9,Female,"2 (1.2, 2.9)"
356,Lohardaga,Jharkhand,20,Screened,23.4,18,28.7,Male,"23.4 (18, 28.7)"
356,Lohardaga,Jharkhand,20,Diabetes,3.1,1.9,4.4,Male,"3.1 (1.9, 4.4)"
356,Lohardaga,Jharkhand,20,Diagnosed,2.7,1.5,3.8,Male,"2.7 (1.5, 3.8)"
356,Lohardaga,Jharkhand,20,Treated,1.2,0.4,2,Male,"1.2 (0.4, 2)"
356,Lohardaga,Jharkhand,20,Controlled,2,1,2.9,Male,"2 (1, 2.9)"
357,Purbi Singhbhum,Jharkhand,20,Screened,40.3,31.2,49.3,Female,"40.3 (31.2, 49.3)"
357,Purbi Singhbhum,Jharkhand,20,Diabetes,3.9,2.2,5.6,Female,"3.9 (2.2, 5.6)"
357,Purbi Singhbhum,Jharkhand,20,Diagnosed,3,1.5,4.5,Female,"3 (1.5, 4.5)"
357,Purbi Singhbhum,Jharkhand,20,Treated,1.9,0.8,3,Female,"1.9 (0.8, 3)"
357,Purbi Singhbhum,Jharkhand,20,Controlled,1.9,0.6,3.3,Female,"1.9 (0.6, 3.3)"
357,Purbi Singhbhum,Jharkhand,20,Screened,42.5,32.5,52.5,Male,"42.5 (32.5, 52.5)"
357,Purbi Singhbhum,Jharkhand,20,Diabetes,4.8,3.2,6.5,Male,"4.8 (3.2, 6.5)"
357,Purbi Singhbhum,Jharkhand,20,Diagnosed,3.5,2,4.9,Male,"3.5 (2, 4.9)"
357,Purbi Singhbhum,Jharkhand,20,Treated,2.5,1.3,3.7,Male,"2.5 (1.3, 3.7)"
357,Purbi Singhbhum,Jharkhand,20,Controlled,1.9,0.8,3,Male,"1.9 (0.8, 3)"
358,Palamu,Jharkhand,20,Screened,23.5,17.1,30,Female,"23.5 (17.1, 30)"
358,Palamu,Jharkhand,20,Diabetes,3.8,2.3,5.2,Female,"3.8 (2.3, 5.2)"
358,Palamu,Jharkhand,20,Diagnosed,2.2,1.1,3.3,Female,"2.2 (1.1, 3.3)"
358,Palamu,Jharkhand,20,Treated,1.1,0.5,1.7,Female,"1.1 (0.5, 1.7)"
358,Palamu,Jharkhand,20,Controlled,1.7,0.7,2.7,Female,"1.7 (0.7, 2.7)"
358,Palamu,Jharkhand,20,Screened,22.2,15.8,28.6,Male,"22.2 (15.8, 28.6)"
358,Palamu,Jharkhand,20,Diabetes,4.8,3,6.6,Male,"4.8 (3, 6.6)"
358,Palamu,Jharkhand,20,Diagnosed,3.7,1.9,5.5,Male,"3.7 (1.9, 5.5)"
358,Palamu,Jharkhand,20,Treated,2,1.1,3,Male,"2 (1.1, 3)"
358,Palamu,Jharkhand,20,Controlled,2.7,1.1,4.3,Male,"2.7 (1.1, 4.3)"
359,Latehar,Jharkhand,20,Screened,13,8.2,17.8,Female,"13 (8.2, 17.8)"
359,Latehar,Jharkhand,20,Diabetes,4.1,2,6.2,Female,"4.1 (2, 6.2)"
359,Latehar,Jharkhand,20,Diagnosed,3,1.2,4.8,Female,"3 (1.2, 4.8)"
359,Latehar,Jharkhand,20,Treated,0.8,0.3,1.3,Female,"0.8 (0.3, 1.3)"
359,Latehar,Jharkhand,20,Controlled,2.7,1,4.3,Female,"2.7 (1, 4.3)"
359,Latehar,Jharkhand,20,Screened,8.6,6,11.3,Male,"8.6 (6, 11.3)"
359,Latehar,Jharkhand,20,Diabetes,3.1,1.6,4.6,Male,"3.1 (1.6, 4.6)"
359,Latehar,Jharkhand,20,Diagnosed,2.1,0.9,3.4,Male,"2.1 (0.9, 3.4)"
359,Latehar,Jharkhand,20,Treated,0.7,0.2,1.1,Male,"0.7 (0.2, 1.1)"
359,Latehar,Jharkhand,20,Controlled,1.7,0.5,2.8,Male,"1.7 (0.5, 2.8)"
360,Hazaribagh,Jharkhand,20,Screened,18.7,13.9,23.5,Female,"18.7 (13.9, 23.5)"
360,Hazaribagh,Jharkhand,20,Diabetes,3.3,2.1,4.4,Female,"3.3 (2.1, 4.4)"
360,Hazaribagh,Jharkhand,20,Diagnosed,2.3,1.1,3.4,Female,"2.3 (1.1, 3.4)"
360,Hazaribagh,Jharkhand,20,Treated,1.3,0.7,2,Female,"1.3 (0.7, 2)"
360,Hazaribagh,Jharkhand,20,Controlled,1.5,0.7,2.4,Female,"1.5 (0.7, 2.4)"
360,Hazaribagh,Jharkhand,20,Screened,21.3,16.8,25.8,Male,"21.3 (16.8, 25.8)"
360,Hazaribagh,Jharkhand,20,Diabetes,6.1,4.2,8,Male,"6.1 (4.2, 8)"
360,Hazaribagh,Jharkhand,20,Diagnosed,4.3,2.6,6,Male,"4.3 (2.6, 6)"
360,Hazaribagh,Jharkhand,20,Treated,2.2,1,3.3,Male,"2.2 (1, 3.3)"
360,Hazaribagh,Jharkhand,20,Controlled,2.9,1.4,4.3,Male,"2.9 (1.4, 4.3)"
361,Ramgarh,Jharkhand,20,Screened,19.2,14.5,23.9,Female,"19.2 (14.5, 23.9)"
361,Ramgarh,Jharkhand,20,Diabetes,5.1,3.4,6.9,Female,"5.1 (3.4, 6.9)"
361,Ramgarh,Jharkhand,20,Diagnosed,4.5,3,6.1,Female,"4.5 (3, 6.1)"
361,Ramgarh,Jharkhand,20,Treated,2.1,1.3,2.9,Female,"2.1 (1.3, 2.9)"
361,Ramgarh,Jharkhand,20,Controlled,3.1,1.8,4.4,Female,"3.1 (1.8, 4.4)"
361,Ramgarh,Jharkhand,20,Screened,20.4,15.7,25.1,Male,"20.4 (15.7, 25.1)"
361,Ramgarh,Jharkhand,20,Diabetes,7.3,5.1,9.5,Male,"7.3 (5.1, 9.5)"
361,Ramgarh,Jharkhand,20,Diagnosed,6,3.9,8,Male,"6 (3.9, 8)"
361,Ramgarh,Jharkhand,20,Treated,3.1,1.7,4.6,Male,"3.1 (1.7, 4.6)"
361,Ramgarh,Jharkhand,20,Controlled,4.3,2.7,6,Male,"4.3 (2.7, 6)"
362,Dumka,Jharkhand,20,Screened,15.7,9.8,21.6,Female,"15.7 (9.8, 21.6)"
362,Dumka,Jharkhand,20,Diabetes,3.6,1,6.2,Female,"3.6 (1, 6.2)"
362,Dumka,Jharkhand,20,Diagnosed,2.8,0.3,5.3,Female,"2.8 (0.3, 5.3)"
362,Dumka,Jharkhand,20,Treated,0.6,0.1,1.2,Female,"0.6 (0.1, 1.2)"
362,Dumka,Jharkhand,20,Controlled,2.4,0.2,4.6,Female,"2.4 (0.2, 4.6)"
362,Dumka,Jharkhand,20,Screened,14.4,9.3,19.5,Male,"14.4 (9.3, 19.5)"
362,Dumka,Jharkhand,20,Diabetes,4.9,2.5,7.4,Male,"4.9 (2.5, 7.4)"
362,Dumka,Jharkhand,20,Diagnosed,3.5,1.4,5.6,Male,"3.5 (1.4, 5.6)"
362,Dumka,Jharkhand,20,Treated,1.8,1,2.5,Male,"1.8 (1, 2.5)"
362,Dumka,Jharkhand,20,Controlled,2.8,0.9,4.8,Male,"2.8 (0.9, 4.8)"
363,Jamtara,Jharkhand,20,Screened,20,12.9,27.1,Female,"20 (12.9, 27.1)"
363,Jamtara,Jharkhand,20,Diabetes,4.4,2.7,6.2,Female,"4.4 (2.7, 6.2)"
363,Jamtara,Jharkhand,20,Diagnosed,3.6,2,5.1,Female,"3.6 (2, 5.1)"
363,Jamtara,Jharkhand,20,Treated,1.3,0.5,2,Female,"1.3 (0.5, 2)"
363,Jamtara,Jharkhand,20,Controlled,3,1.6,4.4,Female,"3 (1.6, 4.4)"
363,Jamtara,Jharkhand,20,Screened,20.4,12.1,28.7,Male,"20.4 (12.1, 28.7)"
363,Jamtara,Jharkhand,20,Diabetes,4.5,2.3,6.6,Male,"4.5 (2.3, 6.6)"
363,Jamtara,Jharkhand,20,Diagnosed,3.8,1.8,5.9,Male,"3.8 (1.8, 5.9)"
363,Jamtara,Jharkhand,20,Treated,1.9,1,2.9,Male,"1.9 (1, 2.9)"
363,Jamtara,Jharkhand,20,Controlled,3.3,1.5,5,Male,"3.3 (1.5, 5)"
364,Ranchi,Jharkhand,20,Screened,27.7,22.2,33.2,Female,"27.7 (22.2, 33.2)"
364,Ranchi,Jharkhand,20,Diabetes,3.1,2.2,4,Female,"3.1 (2.2, 4)"
364,Ranchi,Jharkhand,20,Diagnosed,2.6,1.8,3.4,Female,"2.6 (1.8, 3.4)"
364,Ranchi,Jharkhand,20,Treated,1.9,1.2,2.6,Female,"1.9 (1.2, 2.6)"
364,Ranchi,Jharkhand,20,Controlled,1.8,1.1,2.5,Female,"1.8 (1.1, 2.5)"
364,Ranchi,Jharkhand,20,Screened,29.3,24.1,34.5,Male,"29.3 (24.1, 34.5)"
364,Ranchi,Jharkhand,20,Diabetes,2.9,1.7,4,Male,"2.9 (1.7, 4)"
364,Ranchi,Jharkhand,20,Diagnosed,2,1,3,Male,"2 (1, 3)"
364,Ranchi,Jharkhand,20,Treated,1.2,0.4,2,Male,"1.2 (0.4, 2)"
364,Ranchi,Jharkhand,20,Controlled,0.9,0.4,1.4,Male,"0.9 (0.4, 1.4)"
365,Khunti,Jharkhand,20,Screened,18.4,13.6,23.2,Female,"18.4 (13.6, 23.2)"
365,Khunti,Jharkhand,20,Diabetes,2.5,0.8,4.3,Female,"2.5 (0.8, 4.3)"
365,Khunti,Jharkhand,20,Diagnosed,2.2,0.5,3.9,Female,"2.2 (0.5, 3.9)"
365,Khunti,Jharkhand,20,Treated,0.4,0.1,0.8,Female,"0.4 (0.1, 0.8)"
365,Khunti,Jharkhand,20,Controlled,2.1,0.4,3.8,Female,"2.1 (0.4, 3.8)"
365,Khunti,Jharkhand,20,Screened,20.2,14.8,25.6,Male,"20.2 (14.8, 25.6)"
365,Khunti,Jharkhand,20,Diabetes,3.8,1.2,6.3,Male,"3.8 (1.2, 6.3)"
365,Khunti,Jharkhand,20,Diagnosed,2.6,0.2,5.1,Male,"2.6 (0.2, 5.1)"
365,Khunti,Jharkhand,20,Treated,0.4,0,0.7,Male,"0.4 (0, 0.7)"
365,Khunti,Jharkhand,20,Controlled,2.6,0.1,5,Male,"2.6 (0.1, 5)"
366,Gumla,Jharkhand,20,Screened,16.5,11,22,Female,"16.5 (11, 22)"
366,Gumla,Jharkhand,20,Diabetes,5.9,1.4,10.4,Female,"5.9 (1.4, 10.4)"
366,Gumla,Jharkhand,20,Diagnosed,5.4,1,9.8,Female,"5.4 (1, 9.8)"
366,Gumla,Jharkhand,20,Treated,0.4,-0,0.8,Female,"0.4 (0, 0.8)"
366,Gumla,Jharkhand,20,Controlled,5.2,0.8,9.6,Female,"5.2 (0.8, 9.6)"
366,Gumla,Jharkhand,20,Screened,14.7,8.6,20.9,Male,"14.7 (8.6, 20.9)"
366,Gumla,Jharkhand,20,Diabetes,6.8,1.1,12.4,Male,"6.8 (1.1, 12.4)"
366,Gumla,Jharkhand,20,Diagnosed,6.5,0.8,12.2,Male,"6.5 (0.8, 12.2)"
366,Gumla,Jharkhand,20,Treated,0.6,0.1,1.1,Male,"0.6 (0.1, 1.1)"
366,Gumla,Jharkhand,20,Controlled,6.4,0.7,12,Male,"6.4 (0.7, 12)"
367,Simdega,Jharkhand,20,Screened,9.8,6,13.6,Female,"9.8 (6, 13.6)"
367,Simdega,Jharkhand,20,Diabetes,4.1,1.3,6.9,Female,"4.1 (1.3, 6.9)"
367,Simdega,Jharkhand,20,Diagnosed,3.1,0.3,5.9,Female,"3.1 (0.3, 5.9)"
367,Simdega,Jharkhand,20,Treated,0.6,0.1,1.1,Female,"0.6 (0.1, 1.1)"
367,Simdega,Jharkhand,20,Controlled,2.7,-0,5.5,Female,"2.7 (0, 5.5)"
367,Simdega,Jharkhand,20,Screened,8,4.9,11.2,Male,"8 (4.9, 11.2)"
367,Simdega,Jharkhand,20,Diabetes,4.3,1.8,6.7,Male,"4.3 (1.8, 6.7)"
367,Simdega,Jharkhand,20,Diagnosed,3,0.6,5.4,Male,"3 (0.6, 5.4)"
367,Simdega,Jharkhand,20,Treated,0.2,-0.1,0.5,Male,"0.2 (-0.1, 0.5)"
367,Simdega,Jharkhand,20,Controlled,2.7,0.3,5.2,Male,"2.7 (0.3, 5.2)"
368,Pashchimi Singhbhum,Jharkhand,20,Screened,9.7,5.7,13.8,Female,"9.7 (5.7, 13.8)"
368,Pashchimi Singhbhum,Jharkhand,20,Diabetes,4.9,1.2,8.6,Female,"4.9 (1.2, 8.6)"
368,Pashchimi Singhbhum,Jharkhand,20,Diagnosed,4.3,0.6,8,Female,"4.3 (0.6, 8)"
368,Pashchimi Singhbhum,Jharkhand,20,Treated,0.4,-0,0.9,Female,"0.4 (0, 0.9)"
368,Pashchimi Singhbhum,Jharkhand,20,Controlled,4.1,0.5,7.6,Female,"4.1 (0.5, 7.6)"
368,Pashchimi Singhbhum,Jharkhand,20,Screened,9.8,6.3,13.3,Male,"9.8 (6.3, 13.3)"
368,Pashchimi Singhbhum,Jharkhand,20,Diabetes,4.5,1.7,7.3,Male,"4.5 (1.7, 7.3)"
368,Pashchimi Singhbhum,Jharkhand,20,Diagnosed,3.5,0.7,6.3,Male,"3.5 (0.7, 6.3)"
368,Pashchimi Singhbhum,Jharkhand,20,Treated,0.2,-0.1,0.4,Male,"0.2 (-0.1, 0.4)"
368,Pashchimi Singhbhum,Jharkhand,20,Controlled,3.3,0.6,6.1,Male,"3.3 (0.6, 6.1)"
369,Saraikela-Kharsawan,Jharkhand,20,Screened,22.4,15.4,29.3,Female,"22.4 (15.4, 29.3)"
369,Saraikela-Kharsawan,Jharkhand,20,Diabetes,8.3,2.8,13.8,Female,"8.3 (2.8, 13.8)"
369,Saraikela-Kharsawan,Jharkhand,20,Diagnosed,8.1,2.7,13.6,Female,"8.1 (2.7, 13.6)"
369,Saraikela-Kharsawan,Jharkhand,20,Treated,0.5,0.1,0.8,Female,"0.5 (0.1, 0.8)"
369,Saraikela-Kharsawan,Jharkhand,20,Controlled,7.5,2.1,12.8,Female,"7.5 (2.1, 12.8)"
369,Saraikela-Kharsawan,Jharkhand,20,Screened,22.2,14.8,29.7,Male,"22.2 (14.8, 29.7)"
369,Saraikela-Kharsawan,Jharkhand,20,Diabetes,10.9,4.2,17.6,Male,"10.9 (4.2, 17.6)"
369,Saraikela-Kharsawan,Jharkhand,20,Diagnosed,10,3.2,16.9,Male,"10 (3.2, 16.9)"
369,Saraikela-Kharsawan,Jharkhand,20,Treated,0.7,0.2,1.2,Male,"0.7 (0.2, 1.2)"
369,Saraikela-Kharsawan,Jharkhand,20,Controlled,9.6,2.9,16.3,Male,"9.6 (2.9, 16.3)"
370,Bargarh,Odisha,21,Screened,16.2,12,20.5,Female,"16.2 (12, 20.5)"
370,Bargarh,Odisha,21,Diabetes,4.1,3,5.3,Female,"4.1 (3, 5.3)"
370,Bargarh,Odisha,21,Diagnosed,2.5,1.6,3.5,Female,"2.5 (1.6, 3.5)"
370,Bargarh,Odisha,21,Treated,1.9,1,2.7,Female,"1.9 (1, 2.7)"
370,Bargarh,Odisha,21,Controlled,1.1,0.5,1.7,Female,"1.1 (0.5, 1.7)"
370,Bargarh,Odisha,21,Screened,11.2,8.2,14.1,Male,"11.2 (8.2, 14.1)"
370,Bargarh,Odisha,21,Diabetes,4,2.5,5.4,Male,"4 (2.5, 5.4)"
370,Bargarh,Odisha,21,Diagnosed,2.1,1.2,3.1,Male,"2.1 (1.2, 3.1)"
370,Bargarh,Odisha,21,Treated,1.6,0.8,2.5,Male,"1.6 (0.8, 2.5)"
370,Bargarh,Odisha,21,Controlled,0.9,0.4,1.5,Male,"0.9 (0.4, 1.5)"
371,Jharsuguda,Odisha,21,Screened,42.9,36.5,49.3,Female,"42.9 (36.5, 49.3)"
371,Jharsuguda,Odisha,21,Diabetes,5.1,3.8,6.5,Female,"5.1 (3.8, 6.5)"
371,Jharsuguda,Odisha,21,Diagnosed,3.5,2.4,4.6,Female,"3.5 (2.4, 4.6)"
371,Jharsuguda,Odisha,21,Treated,3.1,2,4.1,Female,"3.1 (2, 4.1)"
371,Jharsuguda,Odisha,21,Controlled,1.9,1.1,2.7,Female,"1.9 (1.1, 2.7)"
371,Jharsuguda,Odisha,21,Screened,32.1,25.8,38.4,Male,"32.1 (25.8, 38.4)"
371,Jharsuguda,Odisha,21,Diabetes,8.1,6.1,10.2,Male,"8.1 (6.1, 10.2)"
371,Jharsuguda,Odisha,21,Diagnosed,5.3,3.5,7.1,Male,"5.3 (3.5, 7.1)"
371,Jharsuguda,Odisha,21,Treated,4.6,2.9,6.4,Male,"4.6 (2.9, 6.4)"
371,Jharsuguda,Odisha,21,Controlled,2.1,1.1,3.1,Male,"2.1 (1.1, 3.1)"
372,Sambalpur,Odisha,21,Screened,35.4,29.8,41,Female,"35.4 (29.8, 41)"
372,Sambalpur,Odisha,21,Diabetes,3,1.9,4,Female,"3 (1.9, 4)"
372,Sambalpur,Odisha,21,Diagnosed,2.4,1.5,3.3,Female,"2.4 (1.5, 3.3)"
372,Sambalpur,Odisha,21,Treated,1.8,1.1,2.5,Female,"1.8 (1.1, 2.5)"
372,Sambalpur,Odisha,21,Controlled,1.4,0.7,2.2,Female,"1.4 (0.7, 2.2)"
372,Sambalpur,Odisha,21,Screened,29.1,23.5,34.6,Male,"29.1 (23.5, 34.6)"
372,Sambalpur,Odisha,21,Diabetes,4,2.7,5.3,Male,"4 (2.7, 5.3)"
372,Sambalpur,Odisha,21,Diagnosed,3.3,2.1,4.5,Male,"3.3 (2.1, 4.5)"
372,Sambalpur,Odisha,21,Treated,2.4,1.5,3.4,Male,"2.4 (1.5, 3.4)"
372,Sambalpur,Odisha,21,Controlled,2.1,1.3,2.9,Male,"2.1 (1.3, 2.9)"
373,Debagarh,Odisha,21,Screened,20.2,14.8,25.6,Female,"20.2 (14.8, 25.6)"
373,Debagarh,Odisha,21,Diabetes,3.4,2.4,4.5,Female,"3.4 (2.4, 4.5)"
373,Debagarh,Odisha,21,Diagnosed,2.5,1.5,3.4,Female,"2.5 (1.5, 3.4)"
373,Debagarh,Odisha,21,Treated,1.5,0.8,2.2,Female,"1.5 (0.8, 2.2)"
373,Debagarh,Odisha,21,Controlled,1.9,1.1,2.8,Female,"1.9 (1.1, 2.8)"
373,Debagarh,Odisha,21,Screened,17.5,12.4,22.6,Male,"17.5 (12.4, 22.6)"
373,Debagarh,Odisha,21,Diabetes,5.2,3.2,7.2,Male,"5.2 (3.2, 7.2)"
373,Debagarh,Odisha,21,Diagnosed,3.4,1.6,5.2,Male,"3.4 (1.6, 5.2)"
373,Debagarh,Odisha,21,Treated,1.6,0.8,2.3,Male,"1.6 (0.8, 2.3)"
373,Debagarh,Odisha,21,Controlled,2.7,0.9,4.5,Male,"2.7 (0.9, 4.5)"
374,Sundargarh,Odisha,21,Screened,24.5,18.5,30.5,Female,"24.5 (18.5, 30.5)"
374,Sundargarh,Odisha,21,Diabetes,4.2,2.7,5.8,Female,"4.2 (2.7, 5.8)"
374,Sundargarh,Odisha,21,Diagnosed,3.6,2.3,5,Female,"3.6 (2.3, 5)"
374,Sundargarh,Odisha,21,Treated,2.5,1.4,3.6,Female,"2.5 (1.4, 3.6)"
374,Sundargarh,Odisha,21,Controlled,2.1,1.2,3.1,Female,"2.1 (1.2, 3.1)"
374,Sundargarh,Odisha,21,Screened,23.6,16.3,30.8,Male,"23.6 (16.3, 30.8)"
374,Sundargarh,Odisha,21,Diabetes,5,3.5,6.6,Male,"5 (3.5, 6.6)"
374,Sundargarh,Odisha,21,Diagnosed,3.7,2.6,4.9,Male,"3.7 (2.6, 4.9)"
374,Sundargarh,Odisha,21,Treated,2.8,1.8,3.8,Male,"2.8 (1.8, 3.8)"
374,Sundargarh,Odisha,21,Controlled,1.6,0.8,2.3,Male,"1.6 (0.8, 2.3)"
375,Kendujhar,Odisha,21,Screened,14.3,10.1,18.4,Female,"14.3 (10.1, 18.4)"
375,Kendujhar,Odisha,21,Diabetes,4.4,1.8,7.1,Female,"4.4 (1.8, 7.1)"
375,Kendujhar,Odisha,21,Diagnosed,3.8,1.2,6.4,Female,"3.8 (1.2, 6.4)"
375,Kendujhar,Odisha,21,Treated,2,1.3,2.8,Female,"2 (1.3, 2.8)"
375,Kendujhar,Odisha,21,Controlled,3,0.3,5.6,Female,"3 (0.3, 5.6)"
375,Kendujhar,Odisha,21,Screened,12,9,15.1,Male,"12 (9, 15.1)"
375,Kendujhar,Odisha,21,Diabetes,6.6,3.9,9.2,Male,"6.6 (3.9, 9.2)"
375,Kendujhar,Odisha,21,Diagnosed,4.4,2.1,6.7,Male,"4.4 (2.1, 6.7)"
375,Kendujhar,Odisha,21,Treated,2.4,0.9,3.8,Male,"2.4 (0.9, 3.8)"
375,Kendujhar,Odisha,21,Controlled,3.6,1.4,5.9,Male,"3.6 (1.4, 5.9)"
376,Mayurbhanj,Odisha,21,Screened,12.4,8.6,16.2,Female,"12.4 (8.6, 16.2)"
376,Mayurbhanj,Odisha,21,Diabetes,3.4,2.2,4.6,Female,"3.4 (2.2, 4.6)"
376,Mayurbhanj,Odisha,21,Diagnosed,2.5,1.3,3.6,Female,"2.5 (1.3, 3.6)"
376,Mayurbhanj,Odisha,21,Treated,1.8,0.8,2.8,Female,"1.8 (0.8, 2.8)"
376,Mayurbhanj,Odisha,21,Controlled,1.8,0.9,2.6,Female,"1.8 (0.9, 2.6)"
376,Mayurbhanj,Odisha,21,Screened,9.1,6.1,12,Male,"9.1 (6.1, 12)"
376,Mayurbhanj,Odisha,21,Diabetes,4.1,2.3,5.9,Male,"4.1 (2.3, 5.9)"
376,Mayurbhanj,Odisha,21,Diagnosed,2.8,1.5,4.1,Male,"2.8 (1.5, 4.1)"
376,Mayurbhanj,Odisha,21,Treated,2.2,1.1,3.3,Male,"2.2 (1.1, 3.3)"
376,Mayurbhanj,Odisha,21,Controlled,1.2,0.4,1.9,Male,"1.2 (0.4, 1.9)"
377,Baleshwar,Odisha,21,Screened,17.2,13.2,21.2,Female,"17.2 (13.2, 21.2)"
377,Baleshwar,Odisha,21,Diabetes,4,2.3,5.6,Female,"4 (2.3, 5.6)"
377,Baleshwar,Odisha,21,Diagnosed,3.1,1.5,4.7,Female,"3.1 (1.5, 4.7)"
377,Baleshwar,Odisha,21,Treated,2.5,1,3.9,Female,"2.5 (1, 3.9)"
377,Baleshwar,Odisha,21,Controlled,2.3,1,3.5,Female,"2.3 (1, 3.5)"
377,Baleshwar,Odisha,21,Screened,14.1,10.9,17.3,Male,"14.1 (10.9, 17.3)"
377,Baleshwar,Odisha,21,Diabetes,5.9,3.8,8.1,Male,"5.9 (3.8, 8.1)"
377,Baleshwar,Odisha,21,Diagnosed,4,2.3,5.7,Male,"4 (2.3, 5.7)"
377,Baleshwar,Odisha,21,Treated,2.7,1.6,3.8,Male,"2.7 (1.6, 3.8)"
377,Baleshwar,Odisha,21,Controlled,2.4,1.1,3.7,Male,"2.4 (1.1, 3.7)"
378,Bhadrak,Odisha,21,Screened,24.3,18.3,30.4,Female,"24.3 (18.3, 30.4)"
378,Bhadrak,Odisha,21,Diabetes,5.3,3.9,6.7,Female,"5.3 (3.9, 6.7)"
378,Bhadrak,Odisha,21,Diagnosed,3.7,2.5,5,Female,"3.7 (2.5, 5)"
378,Bhadrak,Odisha,21,Treated,2.3,1.5,3.1,Female,"2.3 (1.5, 3.1)"
378,Bhadrak,Odisha,21,Controlled,2.6,1.5,3.8,Female,"2.6 (1.5, 3.8)"
378,Bhadrak,Odisha,21,Screened,20.8,15.5,26,Male,"20.8 (15.5, 26)"
378,Bhadrak,Odisha,21,Diabetes,6.7,4.9,8.5,Male,"6.7 (4.9, 8.5)"
378,Bhadrak,Odisha,21,Diagnosed,4.6,3,6.2,Male,"4.6 (3, 6.2)"
378,Bhadrak,Odisha,21,Treated,3.3,2,4.5,Male,"3.3 (2, 4.5)"
378,Bhadrak,Odisha,21,Controlled,3.2,1.9,4.5,Male,"3.2 (1.9, 4.5)"
