state,residence,variable,estimate,lci,uci,type,est_ci,n,stratification,strata
14,Urban,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",641,caste,Schedule Caste
14,Urban,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",641,caste,Schedule Caste
14,Urban,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",641,caste,Schedule Caste
14,Urban,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",641,caste,Schedule Caste
14,Urban,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",1172,caste,Schedule Tribe
14,Urban,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",1172,caste,Schedule Tribe
14,Urban,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",1172,caste,Schedule Tribe
14,Urban,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",1172,caste,Schedule Tribe
14,Urban,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",1172,caste,Schedule Tribe
15,Rural,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",138,caste,General
15,Rural,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",138,caste,General
15,Rural,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",138,caste,General
15,Rural,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",138,caste,General
15,Rural,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",138,caste,General
15,Rural,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",152,caste,OBC
15,Rural,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",152,caste,OBC
15,Rural,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",152,caste,OBC
15,Rural,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",152,caste,OBC
15,Rural,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",152,caste,OBC
15,Rural,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",347,caste,Schedule Caste
15,Rural,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",347,caste,Schedule Caste
15,Rural,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",347,caste,Schedule Caste
15,Rural,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",347,caste,Schedule Caste
15,Rural,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",347,caste,Schedule Caste
15,Rural,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",9829,caste,Schedule Tribe
15,Rural,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",9829,caste,Schedule Tribe
15,Rural,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",9829,caste,Schedule Tribe
15,Rural,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",9829,caste,Schedule Tribe
15,Rural,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",9829,caste,Schedule Tribe
15,Urban,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",114,caste,General
15,Urban,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",114,caste,General
15,Urban,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",114,caste,General
15,Urban,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",114,caste,General
15,Urban,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",114,caste,General
15,Urban,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",32,caste,OBC
15,Urban,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",32,caste,OBC
15,Urban,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",32,caste,OBC
15,Urban,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",32,caste,OBC
15,Urban,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",32,caste,OBC
15,Urban,dm_screened,50,NA,NA,Proportion,"50 (NaN, NaN)",133,caste,Schedule Caste
15,Urban,dm_disease,6.8,NA,NA,Proportion,"6.8 (NaN, NaN)",133,caste,Schedule Caste
15,Urban,dm_diagnosed,6.3,NA,NA,Proportion,"6.3 (NaN, NaN)",133,caste,Schedule Caste
15,Urban,dm_treated,6.3,NA,NA,Proportion,"6.3 (NaN, NaN)",133,caste,Schedule Caste
15,Urban,dm_controlled,1.2,NA,NA,Proportion,"1.2 (NaN, NaN)",133,caste,Schedule Caste
15,Urban,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",7641,caste,Schedule Tribe
15,Urban,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",7641,caste,Schedule Tribe
15,Urban,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",7641,caste,Schedule Tribe
15,Urban,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",7641,caste,Schedule Tribe
15,Urban,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",7641,caste,Schedule Tribe
16,Rural,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",3591,caste,General
16,Rural,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",3591,caste,General
16,Rural,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",3591,caste,General
16,Rural,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",3591,caste,General
16,Rural,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",3591,caste,General
16,Rural,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",2373,caste,OBC
16,Rural,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",2373,caste,OBC
16,Rural,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",2373,caste,OBC
16,Rural,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",2373,caste,OBC
16,Rural,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",2373,caste,OBC
16,Rural,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",3167,caste,Schedule Caste
16,Rural,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",3167,caste,Schedule Caste
16,Rural,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",3167,caste,Schedule Caste
16,Rural,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",3167,caste,Schedule Caste
16,Rural,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",3167,caste,Schedule Caste
16,Rural,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",4837,caste,Schedule Tribe
16,Rural,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",4837,caste,Schedule Tribe
16,Rural,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",4837,caste,Schedule Tribe
16,Rural,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",4837,caste,Schedule Tribe
16,Rural,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",4837,caste,Schedule Tribe
16,Urban,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",1402,caste,General
16,Urban,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",1402,caste,General
16,Urban,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",1402,caste,General
16,Urban,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",1402,caste,General
16,Urban,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",1402,caste,General
16,Urban,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",854,caste,OBC
16,Urban,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",854,caste,OBC
16,Urban,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",854,caste,OBC
16,Urban,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",854,caste,OBC
16,Urban,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",854,caste,OBC
16,Urban,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",906,caste,Schedule Caste
16,Urban,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",906,caste,Schedule Caste
16,Urban,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",906,caste,Schedule Caste
16,Urban,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",906,caste,Schedule Caste
16,Urban,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",906,caste,Schedule Caste
16,Urban,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",192,caste,Schedule Tribe
16,Urban,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",192,caste,Schedule Tribe
16,Urban,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",192,caste,Schedule Tribe
16,Urban,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",192,caste,Schedule Tribe
16,Urban,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",192,caste,Schedule Tribe
17,Rural,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",1045,caste,General
17,Rural,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",1045,caste,General
17,Rural,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",1045,caste,General
17,Rural,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",1045,caste,General
17,Rural,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",1045,caste,General
17,Rural,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",128,caste,OBC
17,Rural,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",128,caste,OBC
17,Rural,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",128,caste,OBC
17,Rural,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",128,caste,OBC
17,Rural,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",128,caste,OBC
17,Rural,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",212,caste,Schedule Caste
17,Rural,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",212,caste,Schedule Caste
17,Rural,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",212,caste,Schedule Caste
17,Rural,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",212,caste,Schedule Caste
17,Rural,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",212,caste,Schedule Caste
17,Rural,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",21330,caste,Schedule Tribe
17,Rural,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",21330,caste,Schedule Tribe
17,Rural,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",21330,caste,Schedule Tribe
17,Rural,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",21330,caste,Schedule Tribe
17,Rural,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",21330,caste,Schedule Tribe
17,Urban,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",241,caste,General
17,Urban,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",241,caste,General
17,Urban,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",241,caste,General
17,Urban,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",241,caste,General
17,Urban,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",241,caste,General
17,Urban,dm_screened,42.4,NA,NA,Proportion,"42.4 (NaN, NaN)",13,caste,OBC
17,Urban,dm_disease,0,NA,NA,Proportion,"0 (NaN, NaN)",13,caste,OBC
17,Urban,dm_diagnosed,0,NA,NA,Proportion,"0 (NaN, NaN)",13,caste,OBC
17,Urban,dm_treated,0,NA,NA,Proportion,"0 (NaN, NaN)",13,caste,OBC
17,Urban,dm_controlled,0,NA,NA,Proportion,"0 (NaN, NaN)",13,caste,OBC
17,Urban,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",166,caste,Schedule Caste
17,Urban,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",166,caste,Schedule Caste
17,Urban,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",166,caste,Schedule Caste
17,Urban,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",166,caste,Schedule Caste
17,Urban,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",166,caste,Schedule Caste
17,Urban,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",2428,caste,Schedule Tribe
17,Urban,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",2428,caste,Schedule Tribe
17,Urban,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",2428,caste,Schedule Tribe
17,Urban,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",2428,caste,Schedule Tribe
17,Urban,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",2428,caste,Schedule Tribe
18,Rural,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",28023,caste,General
18,Rural,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",28023,caste,General
18,Rural,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",28023,caste,General
18,Rural,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",28023,caste,General
18,Rural,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",28023,caste,General
18,Rural,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",18653,caste,OBC
18,Rural,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",18653,caste,OBC
18,Rural,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",18653,caste,OBC
18,Rural,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",18653,caste,OBC
18,Rural,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",18653,caste,OBC
18,Rural,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",8111,caste,Schedule Caste
18,Rural,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",8111,caste,Schedule Caste
18,Rural,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",8111,caste,Schedule Caste
18,Rural,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",8111,caste,Schedule Caste
18,Rural,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",8111,caste,Schedule Caste
18,Rural,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",13093,caste,Schedule Tribe
18,Rural,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",13093,caste,Schedule Tribe
18,Rural,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",13093,caste,Schedule Tribe
18,Rural,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",13093,caste,Schedule Tribe
18,Rural,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",13093,caste,Schedule Tribe
18,Urban,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",4570,caste,General
18,Urban,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",4570,caste,General
18,Urban,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",4570,caste,General
18,Urban,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",4570,caste,General
18,Urban,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",4570,caste,General
18,Urban,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",2202,caste,OBC
18,Urban,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",2202,caste,OBC
18,Urban,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",2202,caste,OBC
18,Urban,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",2202,caste,OBC
18,Urban,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",2202,caste,OBC
18,Urban,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",1759,caste,Schedule Caste
18,Urban,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",1759,caste,Schedule Caste
18,Urban,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",1759,caste,Schedule Caste
18,Urban,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",1759,caste,Schedule Caste
18,Urban,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",1759,caste,Schedule Caste
18,Urban,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",1244,caste,Schedule Tribe
18,Urban,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",1244,caste,Schedule Tribe
18,Urban,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",1244,caste,Schedule Tribe
18,Urban,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",1244,caste,Schedule Tribe
18,Urban,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",1244,caste,Schedule Tribe
19,Rural,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",15456,caste,General
19,Rural,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",15456,caste,General
19,Rural,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",15456,caste,General
19,Rural,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",15456,caste,General
19,Rural,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",15456,caste,General
19,Rural,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",4437,caste,OBC
19,Rural,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",4437,caste,OBC
19,Rural,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",4437,caste,OBC
19,Rural,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",4437,caste,OBC
19,Rural,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",4437,caste,OBC
19,Rural,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",9847,caste,Schedule Caste
19,Rural,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",9847,caste,Schedule Caste
19,Rural,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",9847,caste,Schedule Caste
19,Rural,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",9847,caste,Schedule Caste
19,Rural,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",9847,caste,Schedule Caste
19,Rural,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",3215,caste,Schedule Tribe
19,Rural,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",3215,caste,Schedule Tribe
19,Rural,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",3215,caste,Schedule Tribe
19,Rural,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",3215,caste,Schedule Tribe
19,Rural,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",3215,caste,Schedule Tribe
19,Urban,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",9149,caste,General
19,Urban,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",9149,caste,General
19,Urban,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",9149,caste,General
19,Urban,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",9149,caste,General
19,Urban,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",9149,caste,General
19,Urban,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",1719,caste,OBC
19,Urban,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",1719,caste,OBC
19,Urban,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",1719,caste,OBC
19,Urban,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",1719,caste,OBC
19,Urban,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",1719,caste,OBC
19,Urban,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",3659,caste,Schedule Caste
19,Urban,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",3659,caste,Schedule Caste
19,Urban,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",3659,caste,Schedule Caste
19,Urban,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",3659,caste,Schedule Caste
19,Urban,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",3659,caste,Schedule Caste
19,Urban,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",278,caste,Schedule Tribe
19,Urban,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",278,caste,Schedule Tribe
19,Urban,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",278,caste,Schedule Tribe
19,Urban,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",278,caste,Schedule Tribe
19,Urban,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",278,caste,Schedule Tribe
20,Rural,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",3640,caste,General
20,Rural,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",3640,caste,General
20,Rural,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",3640,caste,General
20,Rural,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",3640,caste,General
20,Rural,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",3640,caste,General
20,Rural,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",17935,caste,OBC
20,Rural,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",17935,caste,OBC
20,Rural,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",17935,caste,OBC
20,Rural,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",17935,caste,OBC
20,Rural,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",17935,caste,OBC
20,Rural,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",6971,caste,Schedule Caste
20,Rural,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",6971,caste,Schedule Caste
20,Rural,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",6971,caste,Schedule Caste
20,Rural,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",6971,caste,Schedule Caste
20,Rural,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",6971,caste,Schedule Caste
20,Rural,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",16710,caste,Schedule Tribe
20,Rural,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",16710,caste,Schedule Tribe
20,Rural,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",16710,caste,Schedule Tribe
20,Rural,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",16710,caste,Schedule Tribe
20,Rural,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",16710,caste,Schedule Tribe
20,Urban,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",2493,caste,General
20,Urban,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",2493,caste,General
20,Urban,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",2493,caste,General
20,Urban,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",2493,caste,General
20,Urban,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",2493,caste,General
20,Urban,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",5113,caste,OBC
20,Urban,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",5113,caste,OBC
20,Urban,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",5113,caste,OBC
20,Urban,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",5113,caste,OBC
20,Urban,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",5113,caste,OBC
20,Urban,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",1797,caste,Schedule Caste
20,Urban,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",1797,caste,Schedule Caste
20,Urban,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",1797,caste,Schedule Caste
20,Urban,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",1797,caste,Schedule Caste
20,Urban,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",1797,caste,Schedule Caste
20,Urban,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",1967,caste,Schedule Tribe
20,Urban,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",1967,caste,Schedule Tribe
20,Urban,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",1967,caste,Schedule Tribe
20,Urban,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",1967,caste,Schedule Tribe
20,Urban,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",1967,caste,Schedule Tribe
21,Rural,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",8385,caste,General
21,Rural,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",8385,caste,General
21,Rural,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",8385,caste,General
21,Rural,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",8385,caste,General
21,Rural,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",8385,caste,General
21,Rural,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",20344,caste,OBC
21,Rural,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",20344,caste,OBC
21,Rural,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",20344,caste,OBC
21,Rural,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",20344,caste,OBC
21,Rural,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",20344,caste,OBC
21,Rural,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",11728,caste,Schedule Caste
21,Rural,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",11728,caste,Schedule Caste
21,Rural,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",11728,caste,Schedule Caste
21,Rural,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",11728,caste,Schedule Caste
21,Rural,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",11728,caste,Schedule Caste
21,Rural,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",17034,caste,Schedule Tribe
21,Rural,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",17034,caste,Schedule Tribe
21,Rural,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",17034,caste,Schedule Tribe
21,Rural,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",17034,caste,Schedule Tribe
21,Rural,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",17034,caste,Schedule Tribe
21,Urban,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",3275,caste,General
21,Urban,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",3275,caste,General
