Level1,Level2,Level3,REGNAME,REGCODE,estimate,lci,uci,est_ci,nfhs5_statecode,nfhs5_statename
Crude,Controlled,Female,Unakoti,919,61.4,45,77.7,"61.4 (45, 77.7)",16,Tripura
Crude,Treated,Male,Unakoti,919,53.4,36.2,70.5,"53.4 (36.2, 70.5)",16,Tripura
Crude,Controlled,Male,Unakoti,919,42.6,28,57.2,"42.6 (28, 57.2)",16,Tripura
Crude,Treated,Female,West Tripura,920,74.8,60.4,89.3,"74.8 (60.4, 89.3)",16,Tripura
Crude,Controlled,Female,West Tripura,920,58,41.7,74.2,"58 (41.7, 74.2)",16,Tripura
Crude,Treated,Male,West Tripura,920,82,71.5,92.4,"82 (71.5, 92.4)",16,Tripura
Crude,Controlled,Male,West Tripura,920,60.1,49.2,71,"60.1 (49.2, 71)",16,Tripura
Crude,Treated,Female,Amethi,921,62.5,43.2,81.7,"62.5 (43.2, 81.7)",9,Uttar Pradesh
Crude,Controlled,Female,Amethi,921,56.7,31.1,82.4,"56.7 (31.1, 82.4)",9,Uttar Pradesh
Crude,Treated,Male,Amethi,921,53,31.6,74.3,"53 (31.6, 74.3)",9,Uttar Pradesh
Crude,Controlled,Male,Amethi,921,69.5,55.2,83.9,"69.5 (55.2, 83.9)",9,Uttar Pradesh
Crude,Treated,Female,Budaun,922,55.7,29.6,81.9,"55.7 (29.6, 81.9)",9,Uttar Pradesh
Crude,Controlled,Female,Budaun,922,47.6,25.8,69.5,"47.6 (25.8, 69.5)",9,Uttar Pradesh
Crude,Treated,Male,Budaun,922,66.7,38.7,94.8,"66.7 (38.7, 94.8)",9,Uttar Pradesh
Crude,Controlled,Male,Budaun,922,49.8,21.2,78.4,"49.8 (21.2, 78.4)",9,Uttar Pradesh
Crude,Treated,Female,Ghaziabad,923,84.6,72.2,97.1,"84.6 (72.2, 97.1)",9,Uttar Pradesh
Crude,Controlled,Female,Ghaziabad,923,48.8,36,61.5,"48.8 (36, 61.5)",9,Uttar Pradesh
Crude,Treated,Male,Ghaziabad,923,86.6,72.2,101,"86.6 (72.2, 101)",9,Uttar Pradesh
Crude,Controlled,Male,Ghaziabad,923,35.8,15.9,55.7,"35.8 (15.9, 55.7)",9,Uttar Pradesh
Crude,Treated,Female,Hapur,924,63.2,45.2,81.2,"63.2 (45.2, 81.2)",9,Uttar Pradesh
Crude,Controlled,Female,Hapur,924,60.7,39.3,82.1,"60.7 (39.3, 82.1)",9,Uttar Pradesh
Crude,Treated,Male,Hapur,924,63.6,45.9,81.3,"63.6 (45.9, 81.3)",9,Uttar Pradesh
Crude,Controlled,Male,Hapur,924,62,46.8,77.3,"62 (46.8, 77.3)",9,Uttar Pradesh
Crude,Treated,Female,Moradabad,925,67.8,47.8,87.9,"67.8 (47.8, 87.9)",9,Uttar Pradesh
Crude,Controlled,Female,Moradabad,925,65.6,40.2,91.1,"65.6 (40.2, 91.1)",9,Uttar Pradesh
Crude,Treated,Male,Moradabad,925,75.3,57.4,93.3,"75.3 (57.4, 93.3)",9,Uttar Pradesh
Crude,Controlled,Male,Moradabad,925,73.3,61.5,85.1,"73.3 (61.5, 85.1)",9,Uttar Pradesh
Crude,Treated,Female,Muzaffarnagar,926,83.5,71.8,95.2,"83.5 (71.8, 95.2)",9,Uttar Pradesh
Crude,Controlled,Female,Muzaffarnagar,926,37,18.6,55.3,"37 (18.6, 55.3)",9,Uttar Pradesh
Crude,Treated,Male,Muzaffarnagar,926,63.1,40.5,85.7,"63.1 (40.5, 85.7)",9,Uttar Pradesh
Crude,Controlled,Male,Muzaffarnagar,926,30.5,3.1,57.8,"30.5 (3.1, 57.8)",9,Uttar Pradesh
Crude,Treated,Female,Rae Bareli,927,34.8,13.8,55.7,"34.8 (13.8, 55.7)",9,Uttar Pradesh
Crude,Controlled,Female,Rae Bareli,927,74.5,58.2,90.9,"74.5 (58.2, 90.9)",9,Uttar Pradesh
Crude,Treated,Male,Rae Bareli,927,35.7,16.3,55,"35.7 (16.3, 55)",9,Uttar Pradesh
Crude,Controlled,Male,Rae Bareli,927,79.7,65,94.4,"79.7 (65, 94.4)",9,Uttar Pradesh
Crude,Treated,Female,Sambhal,928,69.1,47.8,90.5,"69.1 (47.8, 90.5)",9,Uttar Pradesh
Crude,Controlled,Female,Sambhal,928,53.9,36.8,70.9,"53.9 (36.8, 70.9)",9,Uttar Pradesh
Crude,Treated,Male,Sambhal,928,71.9,48.9,94.9,"71.9 (48.9, 94.9)",9,Uttar Pradesh
Crude,Controlled,Male,Sambhal,928,59,35.4,82.7,"59 (35.4, 82.7)",9,Uttar Pradesh
Crude,Treated,Female,Shamli,929,79.7,64.5,94.9,"79.7 (64.5, 94.9)",9,Uttar Pradesh
Crude,Controlled,Female,Shamli,929,57.3,35.4,79.2,"57.3 (35.4, 79.2)",9,Uttar Pradesh
Crude,Treated,Male,Shamli,929,77.9,57.3,98.5,"77.9 (57.3, 98.5)",9,Uttar Pradesh
Crude,Controlled,Male,Shamli,929,37.7,14.4,61,"37.7 (14.4, 61)",9,Uttar Pradesh
Crude,Treated,Female,Sultanpur,930,66,49.5,82.4,"66 (49.5, 82.4)",9,Uttar Pradesh
Crude,Controlled,Female,Sultanpur,930,58.9,47,70.8,"58.9 (47, 70.8)",9,Uttar Pradesh
Crude,Treated,Male,Sultanpur,930,65.9,51.5,80.3,"65.9 (51.5, 80.3)",9,Uttar Pradesh
Crude,Controlled,Male,Sultanpur,930,56.5,43,70.1,"56.5 (43, 70.1)",9,Uttar Pradesh
Crude,Treated,Female,Paschim Barddhaman,931,70.4,59,81.8,"70.4 (59, 81.8)",19,West Bengal
Crude,Controlled,Female,Paschim Barddhaman,931,59.8,45.1,74.5,"59.8 (45.1, 74.5)",19,West Bengal
Crude,Treated,Male,Paschim Barddhaman,931,79,68,90.1,"79 (68, 90.1)",19,West Bengal
Crude,Controlled,Male,Paschim Barddhaman,931,42.4,27.3,57.6,"42.4 (27.3, 57.6)",19,West Bengal
Crude,Treated,Female,Purba Barddhaman,932,80.1,68,92.2,"80.1 (68, 92.2)",19,West Bengal
Crude,Controlled,Female,Purba Barddhaman,932,39,21.1,56.9,"39 (21.1, 56.9)",19,West Bengal
Crude,Treated,Male,Purba Barddhaman,932,76,59.5,92.4,"76 (59.5, 92.4)",19,West Bengal
Crude,Controlled,Male,Purba Barddhaman,932,49.1,29.2,69,"49.1 (29.2, 69)",19,West Bengal
Age-standardized,Diabetes,Total,Kupwara,1,5,2.6,7.5,"5 (2.6, 7.5)",1,Jammu & Kashmir
Age-standardized,Diabetes,Total,Badgam,2,4.7,2.9,6.5,"4.7 (2.9, 6.5)",1,Jammu & Kashmir
Age-standardized,Diabetes,Total,Leh,3,2.7,1.5,3.9,"2.7 (1.5, 3.9)",37,Ladakh
Age-standardized,Diabetes,Total,Kargil,4,12.4,6.4,18.4,"12.4 (6.4, 18.4)",37,Ladakh
Age-standardized,Diabetes,Total,Punch,5,5.3,3.8,6.9,"5.3 (3.8, 6.9)",1,Jammu & Kashmir
Age-standardized,Diabetes,Total,Rajouri,6,2.6,1.7,3.6,"2.6 (1.7, 3.6)",1,Jammu & Kashmir
Age-standardized,Diabetes,Total,Kathua,7,2.3,1.4,3.1,"2.3 (1.4, 3.1)",1,Jammu & Kashmir
Age-standardized,Diabetes,Total,Baramula,8,4.5,3.4,5.6,"4.5 (3.4, 5.6)",1,Jammu & Kashmir
Age-standardized,Diabetes,Total,Bandipore,9,6.6,3.9,9.3,"6.6 (3.9, 9.3)",1,Jammu & Kashmir
Age-standardized,Diabetes,Total,Srinagar,10,4.9,3.5,6.2,"4.9 (3.5, 6.2)",1,Jammu & Kashmir
Age-standardized,Diabetes,Total,Ganderbal,11,5.2,3.9,6.4,"5.2 (3.9, 6.4)",1,Jammu & Kashmir
Age-standardized,Diabetes,Total,Pulwama,12,5.2,4,6.3,"5.2 (4, 6.3)",1,Jammu & Kashmir
Age-standardized,Diabetes,Total,Shupiyan,13,5,3.3,6.8,"5 (3.3, 6.8)",1,Jammu & Kashmir
Age-standardized,Diabetes,Total,Anantnag,14,3.8,2.5,5.2,"3.8 (2.5, 5.2)",1,Jammu & Kashmir
Age-standardized,Diabetes,Total,Kulgam,15,2.4,1.6,3.1,"2.4 (1.6, 3.1)",1,Jammu & Kashmir
Age-standardized,Diabetes,Total,Doda,16,3.1,2,4.3,"3.1 (2, 4.3)",1,Jammu & Kashmir
Age-standardized,Diabetes,Total,Ramban,17,4.5,1.2,7.8,"4.5 (1.2, 7.8)",1,Jammu & Kashmir
Age-standardized,Diabetes,Total,Kishtwar,18,5.7,3.5,7.9,"5.7 (3.5, 7.9)",1,Jammu & Kashmir
Age-standardized,Diabetes,Total,Udhampur,19,4.4,3,5.8,"4.4 (3, 5.8)",1,Jammu & Kashmir
Age-standardized,Diabetes,Total,Reasi,20,3.1,2.2,4,"3.1 (2.2, 4)",1,Jammu & Kashmir
Age-standardized,Diabetes,Total,Jammu,21,5.3,3.9,6.7,"5.3 (3.9, 6.7)",1,Jammu & Kashmir
Age-standardized,Diabetes,Total,Samba,22,4.8,3.3,6.2,"4.8 (3.3, 6.2)",1,Jammu & Kashmir
Age-standardized,Diabetes,Total,Chamba,23,3.9,2.6,5.1,"3.9 (2.6, 5.1)",2,Himachal Pradesh
Age-standardized,Diabetes,Total,Kangra,24,6.9,5.8,8,"6.9 (5.8, 8)",2,Himachal Pradesh
Age-standardized,Diabetes,Total,Lahul & Spiti,25,1.3,0.8,1.8,"1.3 (0.8, 1.8)",2,Himachal Pradesh
Age-standardized,Diabetes,Total,Kullu,26,7.2,3.7,10.6,"7.2 (3.7, 10.6)",2,Himachal Pradesh
Age-standardized,Diabetes,Total,Mandi,27,3.9,2.8,5.1,"3.9 (2.8, 5.1)",2,Himachal Pradesh
Age-standardized,Diabetes,Total,Hamirpur,28,7.7,6,9.4,"7.7 (6, 9.4)",2,Himachal Pradesh
Age-standardized,Diabetes,Total,Una,29,8.7,7.1,10.3,"8.7 (7.1, 10.3)",2,Himachal Pradesh
Age-standardized,Diabetes,Total,Bilaspur,30,4.2,3.4,5.1,"4.2 (3.4, 5.1)",2,Himachal Pradesh
Age-standardized,Diabetes,Total,Solan,31,3.9,3.1,4.7,"3.9 (3.1, 4.7)",2,Himachal Pradesh
Age-standardized,Diabetes,Total,Sirmaur,32,5.4,3.6,7.1,"5.4 (3.6, 7.1)",2,Himachal Pradesh
Age-standardized,Diabetes,Total,Shimla,33,3.4,2.4,4.3,"3.4 (2.4, 4.3)",2,Himachal Pradesh
Age-standardized,Diabetes,Total,Kinnaur,34,2.9,2.1,3.6,"2.9 (2.1, 3.6)",2,Himachal Pradesh
Age-standardized,Diabetes,Total,Kapurthala,36,6.8,5.6,7.9,"6.8 (5.6, 7.9)",3,Punjab
Age-standardized,Diabetes,Total,Jalandhar,37,7.3,6,8.7,"7.3 (6, 8.7)",3,Punjab
Age-standardized,Diabetes,Total,Hoshiarpur,38,4.5,3.4,5.5,"4.5 (3.4, 5.5)",3,Punjab
Age-standardized,Diabetes,Total,Shahid Bhagat Singh Nagar,39,5.2,3.9,6.4,"5.2 (3.9, 6.4)",3,Punjab
Age-standardized,Diabetes,Total,Fatehgarh Sahib,40,8.1,6.7,9.4,"8.1 (6.7, 9.4)",3,Punjab
Age-standardized,Diabetes,Total,Ludhiana,41,7.6,5.9,9.3,"7.6 (5.9, 9.3)",3,Punjab
Age-standardized,Diabetes,Total,Moga,42,5.9,4.9,6.8,"5.9 (4.9, 6.8)",3,Punjab
Age-standardized,Diabetes,Total,Muktsar,44,5.5,4.4,6.6,"5.5 (4.4, 6.6)",3,Punjab
Age-standardized,Diabetes,Total,Faridkot,45,8.4,6.3,10.5,"8.4 (6.3, 10.5)",3,Punjab
Age-standardized,Diabetes,Total,Bathinda,46,7.6,6.2,9,"7.6 (6.2, 9)",3,Punjab
Age-standardized,Diabetes,Total,Mansa,47,4.8,3.5,6,"4.8 (3.5, 6)",3,Punjab
Age-standardized,Diabetes,Total,Patiala,48,8.2,6.5,9.8,"8.2 (6.5, 9.8)",3,Punjab
Age-standardized,Diabetes,Total,Amritsar,49,6.6,4.9,8.3,"6.6 (4.9, 8.3)",3,Punjab
Age-standardized,Diabetes,Total,Tarn Taran,50,4.6,3.8,5.5,"4.6 (3.8, 5.5)",3,Punjab
Age-standardized,Diabetes,Total,Rupnagar,51,8.3,7.1,9.6,"8.3 (7.1, 9.6)",3,Punjab
Age-standardized,Diabetes,Total,Sahibzada Ajit Singh Nagar,52,8.3,7.1,9.4,"8.3 (7.1, 9.4)",3,Punjab
Age-standardized,Diabetes,Total,Sangrur,53,6.1,4.6,7.6,"6.1 (4.6, 7.6)",3,Punjab
Age-standardized,Diabetes,Total,Barnala,54,6.7,5.2,8.2,"6.7 (5.2, 8.2)",3,Punjab
Age-standardized,Diabetes,Total,Chandigarh,55,9.7,7.8,11.6,"9.7 (7.8, 11.6)",4,Chandigarh
Age-standardized,Diabetes,Total,Uttarkashi,56,2.7,1.9,3.5,"2.7 (1.9, 3.5)",5,Uttarakhand
Age-standardized,Diabetes,Total,Chamoli,57,3,2.1,3.9,"3 (2.1, 3.9)",5,Uttarakhand
Age-standardized,Diabetes,Total,Rudraprayag,58,3.3,2.4,4.2,"3.3 (2.4, 4.2)",5,Uttarakhand
Age-standardized,Diabetes,Total,Tehri Garhwal,59,3.6,2.7,4.6,"3.6 (2.7, 4.6)",5,Uttarakhand
Age-standardized,Diabetes,Total,Dehradun,60,8.5,6.9,10.2,"8.5 (6.9, 10.2)",5,Uttarakhand
Age-standardized,Diabetes,Total,Garhwal,61,4.9,3.3,6.5,"4.9 (3.3, 6.5)",5,Uttarakhand
Age-standardized,Diabetes,Total,Pithoragarh,62,2.8,1.9,3.6,"2.8 (1.9, 3.6)",5,Uttarakhand
Age-standardized,Diabetes,Total,Bageshwar,63,3,2.3,3.8,"3 (2.3, 3.8)",5,Uttarakhand
Age-standardized,Diabetes,Total,Almora,64,3.6,2.5,4.6,"3.6 (2.5, 4.6)",5,Uttarakhand
Age-standardized,Diabetes,Total,Champawat,65,4.4,3,5.8,"4.4 (3, 5.8)",5,Uttarakhand
Age-standardized,Diabetes,Total,Nainital,66,7.3,5.8,8.8,"7.3 (5.8, 8.8)",5,Uttarakhand
Age-standardized,Diabetes,Total,Udham Singh Nagar,67,8,6.4,9.6,"8 (6.4, 9.6)",5,Uttarakhand
Age-standardized,Diabetes,Total,Hardwar,68,7.4,5.9,8.9,"7.4 (5.9, 8.9)",5,Uttarakhand
Age-standardized,Diabetes,Total,Panchkula,69,6.9,5.6,8.2,"6.9 (5.6, 8.2)",6,Haryana
Age-standardized,Diabetes,Total,Ambala,70,6.1,4.7,7.6,"6.1 (4.7, 7.6)",6,Haryana
Age-standardized,Diabetes,Total,Yamunanagar,71,7.8,6.5,9.2,"7.8 (6.5, 9.2)",6,Haryana
Age-standardized,Diabetes,Total,Kurukshetra,72,8.7,7.2,10.2,"8.7 (7.2, 10.2)",6,Haryana
Age-standardized,Diabetes,Total,Kaithal,73,5.4,4,6.7,"5.4 (4, 6.7)",6,Haryana
Age-standardized,Diabetes,Total,Karnal,74,5.4,4.3,6.5,"5.4 (4.3, 6.5)",6,Haryana
Age-standardized,Diabetes,Total,Panipat,75,8.5,5.7,11.3,"8.5 (5.7, 11.3)",6,Haryana
Age-standardized,Diabetes,Total,Sonipat,76,5.5,4.1,7,"5.5 (4.1, 7)",6,Haryana
Age-standardized,Diabetes,Total,Jind,77,4.6,3.7,5.5,"4.6 (3.7, 5.5)",6,Haryana
Age-standardized,Diabetes,Total,Fatehabad,78,6,4.7,7.4,"6 (4.7, 7.4)",6,Haryana
Age-standardized,Diabetes,Total,Sirsa,79,11.5,7.9,15.1,"11.5 (7.9, 15.1)",6,Haryana
Age-standardized,Diabetes,Total,Hisar,80,10,7.2,12.8,"10 (7.2, 12.8)",6,Haryana
Age-standardized,Diabetes,Total,Rohtak,82,11.6,7,16.1,"11.6 (7, 16.1)",6,Haryana
Age-standardized,Diabetes,Total,Jhajjar,83,4.7,3.9,5.6,"4.7 (3.9, 5.6)",6,Haryana
Age-standardized,Diabetes,Total,Mahendragarh,84,3.5,2.6,4.4,"3.5 (2.6, 4.4)",6,Haryana
Age-standardized,Diabetes,Total,Rewari,85,3,2.2,3.9,"3 (2.2, 3.9)",6,Haryana
Age-standardized,Diabetes,Total,Gurgaon,86,3.4,2.4,4.4,"3.4 (2.4, 4.4)",6,Haryana
Age-standardized,Diabetes,Total,Mewat,87,2,1.2,2.8,"2 (1.2, 2.8)",6,Haryana
Age-standardized,Diabetes,Total,Faridabad,88,5.5,4.2,6.8,"5.5 (4.2, 6.8)",6,Haryana
Age-standardized,Diabetes,Total,Palwal,89,4.1,3.2,5,"4.1 (3.2, 5)",6,Haryana
Age-standardized,Diabetes,Total,Ganganagar,99,6.5,4.3,8.8,"6.5 (4.3, 8.8)",8,Rajasthan
Age-standardized,Diabetes,Total,Hanumangarh,100,5.8,3.8,7.7,"5.8 (3.8, 7.7)",8,Rajasthan
Age-standardized,Diabetes,Total,Bikaner,101,4.1,2.2,6,"4.1 (2.2, 6)",8,Rajasthan
Age-standardized,Diabetes,Total,Churu,102,4.6,3,6.2,"4.6 (3, 6.2)",8,Rajasthan
Age-standardized,Diabetes,Total,Jhunjhunun,103,5.4,3.7,7,"5.4 (3.7, 7)",8,Rajasthan
Age-standardized,Diabetes,Total,Alwar,104,2.4,1.6,3.1,"2.4 (1.6, 3.1)",8,Rajasthan
Age-standardized,Diabetes,Total,Bharatpur,105,2.8,1.9,3.6,"2.8 (1.9, 3.6)",8,Rajasthan
Age-standardized,Diabetes,Total,Dhaulpur,106,1.7,0.8,2.6,"1.7 (0.8, 2.6)",8,Rajasthan
Age-standardized,Diabetes,Total,Karauli,107,1.3,0.8,1.7,"1.3 (0.8, 1.7)",8,Rajasthan
Age-standardized,Diabetes,Total,Sawai Madhopur,108,2.2,1.5,2.9,"2.2 (1.5, 2.9)",8,Rajasthan
Age-standardized,Diabetes,Total,Dausa,109,1.6,1.1,2.2,"1.6 (1.1, 2.2)",8,Rajasthan
Age-standardized,Diabetes,Total,Jaipur,110,3.6,2.5,4.6,"3.6 (2.5, 4.6)",8,Rajasthan
Age-standardized,Diabetes,Total,Sikar,111,4.4,3,5.7,"4.4 (3, 5.7)",8,Rajasthan
Age-standardized,Diabetes,Total,Nagaur,112,1.8,1.3,2.4,"1.8 (1.3, 2.4)",8,Rajasthan
Age-standardized,Diabetes,Total,Jodhpur,113,3.9,2.1,5.7,"3.9 (2.1, 5.7)",8,Rajasthan
Age-standardized,Diabetes,Total,Jaisalmer,114,2.2,1.1,3.3,"2.2 (1.1, 3.3)",8,Rajasthan
Age-standardized,Diabetes,Total,Barmer,115,1.2,0.6,1.8,"1.2 (0.6, 1.8)",8,Rajasthan
Age-standardized,Diabetes,Total,Jalor,116,2.8,1.1,4.5,"2.8 (1.1, 4.5)",8,Rajasthan
Age-standardized,Diabetes,Total,Sirohi,117,2,0.7,3.2,"2 (0.7, 3.2)",8,Rajasthan
Age-standardized,Diabetes,Total,Pali,118,4,1.8,6.2,"4 (1.8, 6.2)",8,Rajasthan
Age-standardized,Diabetes,Total,Ajmer,119,3.1,2.3,3.9,"3.1 (2.3, 3.9)",8,Rajasthan
Age-standardized,Diabetes,Total,Tonk,120,1.8,1.3,2.2,"1.8 (1.3, 2.2)",8,Rajasthan
Age-standardized,Diabetes,Total,Bundi,121,1.7,1.2,2.2,"1.7 (1.2, 2.2)",8,Rajasthan
Age-standardized,Diabetes,Total,Bhilwara,122,2.1,1,3.1,"2.1 (1, 3.1)",8,Rajasthan
Age-standardized,Diabetes,Total,Rajsamand,123,2,1.4,2.6,"2 (1.4, 2.6)",8,Rajasthan
Age-standardized,Diabetes,Total,Dungarpur,124,3.6,1.9,5.3,"3.6 (1.9, 5.3)",8,Rajasthan
Age-standardized,Diabetes,Total,Banswara,125,1,0.5,1.5,"1 (0.5, 1.5)",8,Rajasthan
Age-standardized,Diabetes,Total,Chittaurgarh,126,1.7,1.2,2.3,"1.7 (1.2, 2.3)",8,Rajasthan
Age-standardized,Diabetes,Total,Kota,127,2,1.4,2.5,"2 (1.4, 2.5)",8,Rajasthan
Age-standardized,Diabetes,Total,Baran,128,1.5,1,2,"1.5 (1, 2)",8,Rajasthan
Age-standardized,Diabetes,Total,Jhalawar,129,1,0.6,1.5,"1 (0.6, 1.5)",8,Rajasthan
Age-standardized,Diabetes,Total,Udaipur,130,4.8,2.5,7.1,"4.8 (2.5, 7.1)",8,Rajasthan
Age-standardized,Diabetes,Total,Pratapgarh,131,1.4,0.9,1.8,"1.4 (0.9, 1.8)",8,Rajasthan
Age-standardized,Diabetes,Total,Saharanpur,132,2,1.4,2.6,"2 (1.4, 2.6)",9,Uttar Pradesh
Age-standardized,Diabetes,Total,Bijnor,134,5.6,4.4,6.8,"5.6 (4.4, 6.8)",9,Uttar Pradesh
Age-standardized,Diabetes,Total,Rampur,136,5,3.5,6.4,"5 (3.5, 6.4)",9,Uttar Pradesh
Age-standardized,Diabetes,Total,Jyotiba Phule Nagar,137,3.7,2.2,5.3,"3.7 (2.2, 5.3)",9,Uttar Pradesh
Age-standardized,Diabetes,Total,Meerut,138,7.6,5.7,9.4,"7.6 (5.7, 9.4)",9,Uttar Pradesh
Age-standardized,Diabetes,Total,Baghpat,139,4.6,3.7,5.4,"4.6 (3.7, 5.4)",9,Uttar Pradesh
Age-standardized,Diabetes,Total,Gautam Buddha Nagar,141,6.4,4.7,8.2,"6.4 (4.7, 8.2)",9,Uttar Pradesh
Age-standardized,Diabetes,Total,Bulandshahr,142,3.6,2.8,4.3,"3.6 (2.8, 4.3)",9,Uttar Pradesh
Age-standardized,Diabetes,Total,Aligarh,143,3.7,2.5,4.9,"3.7 (2.5, 4.9)",9,Uttar Pradesh
Age-standardized,Diabetes,Total,Mahamaya Nagar,144,6.2,4.1,8.2,"6.2 (4.1, 8.2)",9,Uttar Pradesh
Age-standardized,Diabetes,Total,Mathura,145,4.1,2.6,5.5,"4.1 (2.6, 5.5)",9,Uttar Pradesh
Age-standardized,Diabetes,Total,Agra,146,3.4,2.4,4.5,"3.4 (2.4, 4.5)",9,Uttar Pradesh
Age-standardized,Diabetes,Total,Firozabad,147,2.7,1.9,3.4,"2.7 (1.9, 3.4)",9,Uttar Pradesh
Age-standardized,Diabetes,Total,Mainpuri,148,1.9,1.4,2.3,"1.9 (1.4, 2.3)",9,Uttar Pradesh
Age-standardized,Diabetes,Total,Bareilly,150,3.9,2.8,4.9,"3.9 (2.8, 4.9)",9,Uttar Pradesh
Age-standardized,Diabetes,Total,Pilibhit,151,4.8,3.5,6.1,"4.8 (3.5, 6.1)",9,Uttar Pradesh
Age-standardized,Diabetes,Total,Shahjahanpur,152,2.4,1.7,3,"2.4 (1.7, 3)",9,Uttar Pradesh
Age-standardized,Diabetes,Total,Kheri,153,3.5,2.5,4.5,"3.5 (2.5, 4.5)",9,Uttar Pradesh
Age-standardized,Diabetes,Total,Sitapur,154,3,2.3,3.7,"3 (2.3, 3.7)",9,Uttar Pradesh
Age-standardized,Diabetes,Total,Hardoi,155,2.3,1.6,3.1,"2.3 (1.6, 3.1)",9,Uttar Pradesh
Age-standardized,Diabetes,Total,Unnao,156,4.4,3.1,5.7,"4.4 (3.1, 5.7)",9,Uttar Pradesh
Age-standardized,Diabetes,Total,Lucknow,157,8.6,6.6,10.5,"8.6 (6.6, 10.5)",9,Uttar Pradesh
Age-standardized,Diabetes,Total,Farrukhabad,159,2.8,1.8,3.8,"2.8 (1.8, 3.8)",9,Uttar Pradesh
Age-standardized,Diabetes,Total,Kannauj,160,1.9,1.2,2.7,"1.9 (1.2, 2.7)",9,Uttar Pradesh
Age-standardized,Diabetes,Total,Etawah,161,3,2.2,3.8,"3 (2.2, 3.8)",9,Uttar Pradesh
Age-standardized,Diabetes,Total,Auraiya,162,2.7,1.7,3.6,"2.7 (1.7, 3.6)",9,Uttar Pradesh
Age-standardized,Diabetes,Total,Kanpur Dehat,163,3.2,2.1,4.3,"3.2 (2.1, 4.3)",9,Uttar Pradesh
Age-standardized,Diabetes,Total,Kanpur Nagar,164,4.4,3.3,5.5,"4.4 (3.3, 5.5)",9,Uttar Pradesh
Age-standardized,Diabetes,Total,Jalaun,165,2.7,1.9,3.4,"2.7 (1.9, 3.4)",9,Uttar Pradesh
Age-standardized,Diabetes,Total,Jhansi,166,1.9,0.9,3,"1.9 (0.9, 3)",9,Uttar Pradesh
Age-standardized,Diabetes,Total,Lalitpur,167,4,2.6,5.4,"4 (2.6, 5.4)",9,Uttar Pradesh
Age-standardized,Diabetes,Total,Hamirpur,168,1.3,0.6,2,"1.3 (0.6, 2)",9,Uttar Pradesh
Age-standardized,Diabetes,Total,Mahoba,169,3,1.7,4.2,"3 (1.7, 4.2)",9,Uttar Pradesh
Age-standardized,Diabetes,Total,Banda,170,2.3,1.6,3,"2.3 (1.6, 3)",9,Uttar Pradesh
Age-standardized,Diabetes,Total,Chitrakoot,171,6.8,3.1,10.5,"6.8 (3.1, 10.5)",9,Uttar Pradesh
Age-standardized,Diabetes,Total,Fatehpur,172,3,2.1,3.8,"3 (2.1, 3.8)",9,Uttar Pradesh
Age-standardized,Diabetes,Total,Pratapgarh,173,6.6,5.2,7.9,"6.6 (5.2, 7.9)",9,Uttar Pradesh
Age-standardized,Diabetes,Total,Kaushambi,174,2.9,2,3.7,"2.9 (2, 3.7)",9,Uttar Pradesh
Age-standardized,Diabetes,Total,Allahabad,175,4.1,3.2,5.1,"4.1 (3.2, 5.1)",9,Uttar Pradesh
Age-standardized,Diabetes,Total,Bara Banki,176,7.3,4.5,10,"7.3 (4.5, 10)",9,Uttar Pradesh
Age-standardized,Diabetes,Total,Faizabad,177,6,4.4,7.6,"6 (4.4, 7.6)",9,Uttar Pradesh
Age-standardized,Diabetes,Total,Ambedkar Nagar,178,5.1,4.1,6.1,"5.1 (4.1, 6.1)",9,Uttar Pradesh
Age-standardized,Diabetes,Total,Bahraich,180,8.1,4,12.1,"8.1 (4, 12.1)",9,Uttar Pradesh
Age-standardized,Diabetes,Total,Shrawasti,181,4.8,3.1,6.5,"4.8 (3.1, 6.5)",9,Uttar Pradesh
Age-standardized,Diabetes,Total,Balrampur,182,6.1,3.9,8.3,"6.1 (3.9, 8.3)",9,Uttar Pradesh
Age-standardized,Diabetes,Total,Gonda,183,8.3,6.3,10.3,"8.3 (6.3, 10.3)",9,Uttar Pradesh
Age-standardized,Diabetes,Total,Siddharthnagar,184,5.8,3.5,8,"5.8 (3.5, 8)",9,Uttar Pradesh
Age-standardized,Diabetes,Total,Basti,185,7.4,5.1,9.8,"7.4 (5.1, 9.8)",9,Uttar Pradesh
Age-standardized,Diabetes,Total,Sant Kabir Nagar,186,3.9,3,4.9,"3.9 (3, 4.9)",9,Uttar Pradesh
Age-standardized,Diabetes,Total,Maharajganj,187,4.7,3.5,5.9,"4.7 (3.5, 5.9)",9,Uttar Pradesh
Age-standardized,Diabetes,Total,Gorakhpur,188,7.1,5.5,8.8,"7.1 (5.5, 8.8)",9,Uttar Pradesh
Age-standardized,Diabetes,Total,Kushinagar,189,7.6,4.5,10.6,"7.6 (4.5, 10.6)",9,Uttar Pradesh
Age-standardized,Diabetes,Total,Deoria,190,8.4,4.8,12,"8.4 (4.8, 12)",9,Uttar Pradesh
Age-standardized,Diabetes,Total,Azamgarh,191,4.3,3.5,5.1,"4.3 (3.5, 5.1)",9,Uttar Pradesh
Age-standardized,Diabetes,Total,Mau,192,4,2.6,5.3,"4 (2.6, 5.3)",9,Uttar Pradesh
Age-standardized,Diabetes,Total,Ballia,193,8.4,6.2,10.6,"8.4 (6.2, 10.6)",9,Uttar Pradesh
